,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blockiness,temporal,cubrow.1.0,color_fulness,tone,blur,cubrow.0.5,cubrow.0.3,fft,cubrow.0,cubcol.0.3,contrast,staticness,cubrow.0.6,saturation,cubcol.0.5,cubcol.1.0,movement,cubcol.0.6,uhdhdsim,cubcol.0,noise
0,300,40.9599,9.66641,39,0.0,0,113,118,12,138,11,1.00329,48.18897,0.0,0.0,2.21429,8.303,0.0,0.0,0.0,128.0,44.33263,0.0,1.45,2.273,0.0,3e-05,2.2678697918052655,0.0,0.14330933711383084,76.43872354914797,0.6857831372549019,15075.423197327711,0.19629862389237368,0.13477055980622452,64624.14342918171,0.15954333952653293,0.08623030609310393,86.10224540974103,667.7111058573123,0.20637105092243976,51.17048927589699,0.10824498272543177,0.15873913006744284,0.0,0.15505230870028522,97.90837771927393,0.1568161941485802,0.44454298110872364
1,301,41.0994,9.58328,39,10.0269,0,113,118,12,138,11,1.00008,48.31271,0.0,0.0,0.96429,8.227,8.35761,0.0,0.0,128.0,44.27238,0.0,1.45,2.296,-1.0,0.000141,2.058912096201436,5.131625387891869,0.14351559933928568,76.37294228540674,0.6842654901960785,15209.647720060226,0.19652924013677106,0.1327448758940945,64556.42280847087,0.14981030248611016,0.08475235818920046,87.29359815736342,665.3406734734659,0.20510556971897884,51.4193369547526,0.10008296359581549,0.15677172158101157,3.639081790123457,0.15573692497310687,97.89985734333939,0.13013297666760978,0.4445429811087231
2,302,41.1599,9.3851,39,10.3619,0,113,118,12,138,11,1.00018,48.38072,0.0,0.0,1.17857,8.233,8.27958,0.0,0.0,128.0,44.16007,0.0,1.44,2.137,-1.0,0.000118,1.7438469693816452,5.123729156521938,0.14380547802892393,76.2297192442972,0.6830180392156862,15301.990281023986,0.1967324457790432,0.13197549805784553,64700.5305392282,0.14899213867590477,0.08356467219776126,86.61990257841718,663.1186588195718,0.20457135317932323,51.40900788483796,0.09763852643780249,0.1625055594771824,2.9406828703703702,0.15335379058667453,97.88601355327438,0.1282112291350628,0.4445429811087254
3,303,41.1036,8.90927,39,10.3824,0,113,118,12,138,11,0.99692,48.40926,0.0,0.0,1.39286,8.264,8.11337,0.0,0.0,128.0,44.07644,0.0,1.45,2.449,-1.0,0.000112,2.015435847165804,5.142546996290213,0.14426265265224436,76.12966908683364,0.682641568627451,15283.320239194825,0.19565289420347692,0.1349694571726052,64470.34833230627,0.1479605325026876,0.08280090539232833,88.98190498828252,661.65239532524,0.20406912950267034,51.53993149745612,0.0981351893108608,0.16414791502421644,2.7112268518518516,0.15340137158749836,97.89062432940136,0.11618008312793424,0.4445429811087241
4,304,41.0467,8.66553,39,9.46618,0,113,118,12,138,11,0.99559,48.37536,0.0,0.0,1.82143,8.341,7.70073,0.0,0.0,127.0,44.059,0.0,1.45,2.281,-1.0,2.5e-05,1.8272954963223071,4.985709855024424,0.14519392539779674,76.200785717972,0.6825243137254902,15211.826575984056,0.19563636244890475,0.13392858447980494,64543.446459716346,0.14789895241105008,0.08246574550290857,86.7933018875444,660.8084413830575,0.2035886017005516,51.57795734170042,0.0988558073309537,0.16207411077415004,2.2683256172839505,0.1530040639118212,97.88621687607026,0.11572493526073939,0.44676060715194993
5,305,41.0648,8.25109,39,9.72669,0,113,118,12,138,11,0.99474,48.38252,0.0,0.0,1.57143,8.269,7.50699,0.0,0.0,127.0,44.07307,0.0,1.45,2.379,-1.0,0.000192,1.5999433645106458,4.97571416798448,0.1458387330059068,75.9632768543617,0.6827545098039215,15216.31156628405,0.19559010912437869,0.13350182166399047,64564.25763405571,0.1472239093851418,0.0824782434046121,85.13969691615738,660.1077649007068,0.2029139752505667,51.672983805338546,0.10011038306122558,0.15857270142158117,1.8297646604938271,0.15270384641643678,97.89685082482958,0.1122696715182688,0.4445429811087262
6,306,41.1305,7.94241,39,9.28981,0,113,118,12,138,11,0.99469,48.48396,0.0,0.0,1.07143,8.231,7.14539,0.0,0.0,128.0,44.05635,0.0,1.46,2.343,-1.0,0.000102,1.9465001013771996,4.966228379607168,0.1462915165847084,75.75674132509239,0.6827222352941167,15359.8316580897,0.19505745465986762,0.1331515224890072,64514.19578150465,0.14554245489329434,0.0826835539537326,86.43244785923335,659.3622612890374,0.2018825414154765,51.74425346468702,0.10157328222700893,0.1567085580420564,1.4348476080246915,0.1529150659713095,97.88799204710556,0.10899234697906049,0.44676060715194876
7,307,41.1168,7.96118,39,9.49676,0,114,118,11,138,11,0.99524,48.50229,0.0,0.0,1.78571,8.231,6.87581,0.0,0.0,128.0,44.07223,0.0,1.45,2.299,-1.0,0.000178,1.8056149815907947,4.968456377042686,0.14609770774218506,75.31878849341011,0.6833882352941176,15355.269609904277,0.19492106541416532,0.1331416110795068,64475.9383449087,0.14576013256235684,0.08282006331933936,88.50483026293828,658.5465801749838,0.2009317457209635,51.96583990403164,0.10267687202585793,0.1563181934142183,1.3233024691358024,0.15356386209994874,97.8735778563977,0.10591804370615863,0.44454298110872276
8,308,41.2349,7.95168,40,8.79676,0,113,118,12,138,11,0.99811,48.65569,0.0,0.0,1.82143,8.285,6.89804,0.0,0.0,129.0,44.17602,0.0,1.46,2.362,0.125,0.000184,2.2650040251243944,4.964483700424429,0.1454288427379809,75.55065422700925,0.6849188235294117,15482.126878249974,0.19491723076236242,0.1333639817310527,64442.45858418737,0.14400100663492285,0.08305368596212737,86.86633862593271,657.8559045049566,0.20025766994931968,52.04811529465664,0.10395667246211168,0.15542543291057992,1.271074459876543,0.1533988491979103,97.8631548656368,0.10249775193565441,0.4445429811087236
9,309,41.2449,7.87337,40,8.89284,0,113,118,12,138,11,1.00159,48.69819,0.0,0.0,2.35714,8.332,6.88819,0.0,0.0,129.0,44.24788,0.0,1.45,2.355,-1.0,0.000132,2.253060183171158,4.850043684309651,0.14531184627097743,75.56972221526509,0.6859607843137254,15450.899398615958,0.19484503758899765,0.13388934265739824,64579.35966893233,0.14305001000302708,0.08343113917064988,85.09541942602522,657.3921677098425,0.19965973401328127,52.28907078872492,0.1033661625906321,0.1550158907636296,1.1115933641975309,0.1549419146884739,97.85894346809451,0.10006487537471469,0.44454298110872204
