,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,cubcol.0,cubrow.0.6,cubrow.1.0,saturation,movement,color_fulness,temporal,cubrow.0,blur,staticness,tone,fft,noise,cubcol.0.6,uhdhdsim,cubcol.0.3,blockiness,cubcol.0.5,cubrow.0.3,cubrow.0.5,contrast
0,200,50.2355,21.2568,41,0.0,0,118,114,18,138,18,1.00115,51.21748,0.0,0.0,4.71429,5.148,0.0,0.0,0.0,127.0,28.08012,4e-05,1.61,1.491,0.0,0.0,0.1356771196598231,0.08728165608115045,0.13203444189263758,0.12914288348245806,61.054749477056816,0.0,84.12287378174592,0.0,0.27183217154663364,23526.330729799414,603.3064910723858,0.42107058823529414,67752.17827852927,0.5658755399409557,0.09784178819017239,95.44845362008661,0.16574660226844706,1.4179793770520244,0.0972968545167947,0.21634277641227612,0.13939675825482706,88.65224704088126
1,201,50.0228,20.3684,41,20.1532,0,118,114,18,138,18,0.99979,50.99762,0.0,0.0,4.32143,5.16,18.25896,0.0,0.0,127.0,27.74999,2e-05,1.61,1.57,-1.0,0.0,0.11649528946215616,0.08600848769889341,0.11591890736199888,0.11042335996983227,61.019393732518324,12.583092206790123,83.01248429826737,5.898366584310568,0.2683511551139432,23443.185841304916,581.9378272133092,0.4185172549019608,67644.2092959622,0.5620344989619012,0.09329961589244959,95.5448554190012,0.14882089193052037,1.3069534442054518,0.09311206373832584,0.20305435359025767,0.1273473026985496,86.92128985972144
2,202,49.3449,19.7568,40,19.0777,0,118,114,18,138,18,1.00278,50.31822,0.0,0.0,4.35714,5.206,17.49243,0.0,0.0,127.0,27.56107,1e-05,1.62,1.652,-1.0,2e-06,0.11474740947290683,0.08510523085330665,0.11274318269562374,0.10800491547508,61.120927787121424,10.560860339506172,82.26692921165252,5.458841508716291,0.26637299073276227,22488.031041342805,566.155751985855,0.41758509803921573,67461.46078529573,0.5559758319396007,0.09321006373231981,95.66330925370426,0.14700294867352795,1.0726448427928623,0.09357354819243682,0.20394311383573369,0.12315116983151347,85.1938736671972
3,203,50.3088,19.9565,41,19.1847,0,118,113,18,138,18,1.00233,51.26108,0.0,0.0,3.17857,5.152,16.96535,0.0,0.0,126.0,27.52083,3e-05,1.61,1.455,-1.0,2.5e-05,0.11290308981224192,0.0858821899535408,0.11104777816213944,0.10667119437397103,61.41950216411073,9.440104166666666,82.13087953161127,5.464128279274404,0.2652888810416756,23409.038400343867,554.0584366966679,0.421151372549017,67607.98941686422,0.5680931659841818,0.09245465692666623,95.39324453922899,0.14721966743158124,1.0852663768664652,0.09340556789962193,0.20571995115723546,0.12104054827582887,86.21611918999339
4,204,50.408,19.5191,41,18.8839,0,118,113,18,138,18,1.00407,51.26348,0.0,0.0,4.35714,5.16,17.1395,0.0,0.0,126.0,27.49168,2e-05,1.61,1.485,-1.0,0.0,0.1116969382300612,0.08534787368771017,0.10878343419698479,0.10461133927408907,61.534165747371716,8.141975308641975,81.97280079988006,5.929297886855572,0.2664532319017518,23544.736772714925,544.151300024187,0.42383843137254895,67577.6549269951,0.564252125005123,0.09164478684868534,95.40919453544666,0.14608420204126535,0.7880315852690666,0.09021122939896883,0.20474163116277813,0.11966207744132404,85.7234074679109
5,205,49.7553,19.3034,40,19.6694,0,118,113,18,138,18,1.00223,50.46949,0.0,0.0,4.03571,5.154,16.76359,0.0,0.0,125.0,27.40998,2e-05,1.6,1.368,-1.0,0.0,0.1104627597351733,0.08516687848575288,0.10816281099195528,0.10368424812917491,61.59296351303289,7.084153163580247,81.83808593323243,5.658325236589418,0.2659477680834493,22937.992679215684,536.5683953257674,0.42415333333333327,67547.86925051783,0.5537582058963667,0.09114354580927735,95.6407142036072,0.14520057554566965,1.1450480663316125,0.0905860351411843,0.2026728637185098,0.11689975455671768,88.43503279501842
6,206,50.3154,20.4104,41,17.7578,0,118,113,18,138,18,1.00043,51.16099,0.0,0.0,5.35714,5.184,16.57864,0.0,0.0,125.0,27.56744,1e-05,1.61,1.375,-1.0,0.0,0.11060968707347843,0.08562958949417415,0.10782400954385635,0.10370835180730427,61.64026745454765,6.36009837962963,81.648693705363,5.240315325129789,0.2656164365564596,23413.192255591774,530.9839625973084,0.4261466666666667,67583.25954815821,0.5620344989618937,0.09134671865727449,95.47997974377061,0.14476012527773474,1.2719387853651363,0.08946952705302916,0.20245234347598073,0.11761211776651198,87.89920457104604
7,207,51.0642,19.724,41,18.4354,0,118,113,18,138,18,1.00189,51.88111,0.0,0.0,3.5,5.175,17.53107,0.0,0.0,125.0,27.74508,3e-05,1.6,1.35,-1.0,0.0,0.10877948126060463,0.08574422531571294,0.1062927953652358,0.10280001724202288,61.621498390480326,6.145543981481482,80.7260137472858,6.001097561221648,0.2656678194062717,24346.31448493764,526.3743254540477,0.4321960784313725,67756.00070378989,0.564252125005131,0.09051383056239276,95.32669668615279,0.14360128333098376,1.1144776772904232,0.08757575728284829,0.20167432148029707,0.11529231448278948,87.35808251219248
8,208,50.5243,19.4838,40,18.2778,0,118,113,18,138,18,1.00284,51.19,0.0,0.0,4.10714,5.217,16.94069,0.0,0.0,124.0,27.65982,5e-05,1.6,1.412,0.125,4e-06,0.10857127829692774,0.08576060661585866,0.10578314402579908,0.10227055601183506,61.54111433617862,5.589699074074074,80.36076668061683,5.532989731866705,0.2652725639498842,24105.05794851653,522.3330469039947,0.42927611764705875,67702.84853875755,0.5537582058963691,0.09023292206109934,95.5430654327369,0.14287882915928604,1.807342693406548,0.08639155616961809,0.20253912959577552,0.11514785101358906,88.3241006851713
9,209,51.5942,19.8734,41,20.387,0,118,113,18,138,18,1.00352,52.35894,0.0,0.0,3.78571,5.115,16.73504,0.0,0.0,124.0,27.78141,2e-05,1.61,1.332,-1.0,2e-06,0.11037823813429032,0.08595082442605945,0.10582984891157993,0.10115197293047715,61.58074216489439,5.660927854938271,80.46707211966464,5.431760531631879,0.26445120583208703,25054.443817727442,518.5328978399517,0.4321713725490196,67925.6192478598,0.5703107920274135,0.09038087358950905,95.24963509362385,0.1421347739895348,1.430194163812853,0.0855251094675615,0.20344998249096485,0.11451581586447265,86.35869175132439
10,210,51.2828,19.1936,41,18.9718,0,118,113,18,138,18,1.00271,52.0092,0.0,0.0,3.64286,5.123,17.07294,0.0,0.0,123.0,27.83309,2e-05,1.61,1.349,-1.0,0.0,0.10773135749412166,0.0855554946571015,0.10597852440826197,0.10047593478163176,61.57919462227527,6.794270833333333,80.49992690142074,5.896942377041524,0.2639262588975025,24741.628782384483,514.589102095159,0.4343427450980392,67754.45321133858,0.5642521250051259,0.08996954326086883,95.3411314023637,0.1417276777266012,1.1990623631529642,0.08492871150835075,0.202983931672008,0.11373673391689301,84.9195466898903
11,211,51.1337,19.4384,41,19.675,0,118,113,18,138,18,1.00145,51.74704,0.0,0.0,3.85714,5.183,16.48333,0.0,0.0,122.0,27.84001,2e-05,1.6,1.486,-1.0,0.0,0.10691333082824489,0.08563824964582864,0.10579556463245796,0.10162528035128619,61.680004166968075,7.772665895061729,80.5489752282798,5.17277983938212,0.2640148587134462,24668.440693438934,510.6953846495922,0.43481909803921553,67778.20163603564,0.5559758319396038,0.09043119339952148,95.45340967392329,0.14138570738420883,1.173243049772979,0.08553030031725453,0.20361655804283127,0.11677964430680196,85.42189221146296
12,212,51.8134,19.7701,41,19.6925,0,118,113,18,138,19,1.00473,52.54011,0.0,0.0,4.0,5.087,16.69432,0.0,0.0,121.0,27.94841,2e-05,1.61,1.488,-1.0,0.0,0.10752844346335876,0.08562345678180323,0.10540699938158886,0.10170024464349796,61.72215741946373,7.502218364197531,80.62008681788765,5.511143867276833,0.26332339793725135,25457.008301938542,506.85426857500096,0.4353219607843136,68030.3900104362,0.5703107920274145,0.09024277974501185,95.26661023907197,0.14119160716122858,1.1516630101133338,0.0860166578962731,0.20441681450683863,0.11825645353025967,87.80829739748214
13,213,51.4471,19.8847,41,19.7219,0,118,113,18,138,19,1.00285,52.14448,0.0,0.0,4.21429,5.187,16.97844,0.0,0.0,121.0,28.03356,2e-05,1.62,1.503,-1.0,0.0,0.10719160795628667,0.08549565868300332,0.1045767469349534,0.10106814561709734,61.63312464584539,7.436005015432099,80.84639305355921,5.68943515556714,0.2632740426184313,24980.5202295259,503.07904682016346,0.434481019607843,67836.23366224591,0.5620344989619026,0.09014786159979475,95.33031001662533,0.14092879626582802,0.9272230297444569,0.08604148464688827,0.2057994458590908,0.11902644204499911,86.31770403323199
14,214,51.5477,21.0294,41,17.6289,0,118,113,18,138,19,1.00184,52.26562,0.0,0.0,4.67857,5.178,17.07416,0.0,0.0,121.0,28.20145,2e-05,1.62,1.402,-1.0,1e-06,0.10768254201340277,0.085513004646248,0.10391993061752078,0.10079794376022666,61.669590137622976,7.4479648919753085,81.18072395916013,5.04811547123843,0.2633954304791106,25102.211089552446,499.54454663557925,0.4337717647058824,67886.62410447771,0.5620344989618983,0.0904325686166302,95.32118615614239,0.14086067622392182,1.0955599863228858,0.08676386203179824,0.2063339565108147,0.11825352295877346,89.45920154520114
15,215,51.5316,20.7521,42,19.9308,0,117,113,18,138,19,1.00271,52.38743,0.0,0.0,2.60714,5.245,18.05805,0.0,0.0,121.0,28.45444,2e-05,1.62,1.471,-1.0,1.8e-05,0.10934153690678236,0.08552669239008191,0.10334733212486596,0.10004418934932505,61.486800959080824,9.060281635802468,81.83051048309446,5.520585933776589,0.2629793540909482,25108.18361637078,496.24745554391166,0.4364560784313725,67889.04676539889,0.5680931659841885,0.0905672621438055,95.2987650713749,0.14069709984410841,1.104410709373266,0.08780915859543294,0.20664116907647806,0.11723933304789252,87.6296413394314
16,216,51.9055,21.1961,42,21.0181,0,117,113,19,138,19,1.00304,52.81052,0.0,0.0,3.67857,5.288,17.82848,0.0,0.0,122.0,28.84202,4e-05,1.61,1.378,0.125,0.0,0.10856955759018753,0.0856240238673843,0.10287355244013142,0.09910902602502242,61.33070147479022,9.852816358024691,82.76033779110337,5.6785299719863165,0.26313848432515163,25216.057802871037,493.2273399101726,0.43718078431372553,67780.14581573139,0.5642521250051257,0.09056474016415612,95.27222769395811,0.1403638399191688,1.0201001828956375,0.09044201049302292,0.20696501770899076,0.11820321551926773,86.03383905509695
17,217,52.2518,21.2606,42,19.4769,0,117,114,19,138,19,1.00255,53.16727,0.0,0.0,3.71429,5.308,18.20869,0.0,0.0,123.0,29.09362,3e-05,1.62,1.283,-1.0,0.0,0.1088693290648181,0.08569919369527466,0.10286072430885089,0.09865563661936738,61.114340322989,9.953414351851851,83.31803194744667,5.160942776602372,0.2633467307406437,25982.881728127115,490.7062923216415,0.43748588235294117,68224.84454446363,0.5658755399409469,0.09103065989025133,95.23528309706352,0.14028192430500544,0.7970920264665052,0.09064156491910194,0.2078396343602279,0.11792555225917427,88.36170262363679
18,218,52.0476,21.7843,42,19.6246,0,118,114,19,138,19,1.00298,53.05931,0.0,0.0,3.03571,5.32,18.26161,0.0,0.0,122.0,29.23607,1e-05,1.63,1.407,-1.0,0.0,0.10897814310296815,0.08592614963182618,0.10307908169064806,0.09812180975348651,61.03371589566454,9.755835262345679,83.96161169780353,5.2452492651346,0.2634889797328171,25967.331809378593,488.648596010065,0.4400898039215686,68232.40869016483,0.5703107920274131,0.09175990615961323,95.20565860820452,0.140193927554872,0.9274391106191999,0.09092613509393035,0.20847041132016983,0.11720027566301498,85.49237343229092
19,219,51.6546,22.0079,42,20.2846,0,118,114,19,138,19,1.00242,52.71661,0.0,0.0,3.78571,5.31,18.71137,0.0,0.0,123.0,29.23889,2e-05,1.61,1.554,-1.0,0.0,0.10862299340935908,0.08616066864131836,0.10313154227681635,0.09759180897468583,60.96739064911265,9.665171682098766,84.521485969029,5.234993725332395,0.2638367179463073,25477.296947411745,486.93735483000444,0.4418517647058824,67917.37883044803,0.5680931659841835,0.09131513631799651,95.24704759494935,0.14004558346326956,1.4739776681586256,0.09097480507124475,0.2091534025915133,0.11674979067619316,85.11651331962294
20,220,51.4968,21.7877,42,20.2042,0,118,114,19,138,19,1.00205,52.55325,0.0,0.0,4.35714,5.356,18.90533,0.0,0.0,123.0,29.15999,4e-05,1.62,1.493,-1.0,0.0,0.10795521035929753,0.08632121320599435,0.1034523976592093,0.0972710783446022,61.00357941050588,10.727478780864198,85.11528573333277,5.2863304088091985,0.2643090828845972,25335.0804610229,485.43920480445524,0.4403282352941177,67803.13860648256,0.5658755399409597,0.09110628546284087,95.2788111835561,0.13998397141993288,1.3003519554423228,0.09076317686522226,0.20967071520909755,0.11629337072091499,89.11090171409867
21,221,51.7582,21.5639,42,20.585,0,118,114,19,138,19,1.00024,52.70763,0.0,0.0,4.0,5.397,18.71632,0.0,0.0,123.0,29.10481,3e-05,1.61,1.44,-1.0,1e-05,0.10762736678464181,0.08640600526860365,0.1034603929624217,0.09687841979802142,61.020483699845684,10.693479938271604,85.61990865488599,5.1872454570898,0.26470784205159986,25668.81504042259,484.1360553212702,0.44059607843137266,67768.7089098361,0.5658755399409561,0.09057837876103114,95.24707866318197,0.1399780482393148,1.5417521137085244,0.09074046793669222,0.20996587901297367,0.11546829094712369,89.09757509567542
22,222,52.0404,21.6794,42,19.4758,0,118,114,19,138,19,1.00152,52.92537,0.0,0.0,4.46429,5.424,18.52122,0.0,0.0,123.0,29.07699,2e-05,1.62,1.434,-1.0,7e-06,0.10798919788258246,0.08650641961013357,0.10356950710512729,0.09672230568840728,61.05154927571614,10.32277199074074,85.62080476779994,5.197837851031647,0.2650951144954544,25791.090248540477,482.945608091775,0.4425635294117646,67760.51194153834,0.5664697510483543,0.0905544240914439,95.21315352648739,0.139951775769136,0.8907293569006859,0.0910232652654743,0.21041297962881916,0.1147294499510587,88.30689751430198
23,223,52.3736,21.3388,42,19.8818,0,118,114,19,138,19,1.00222,53.1557,0.0,0.0,3.71429,5.474,18.62157,0.0,0.0,124.0,29.14617,4e-05,1.62,1.491,-1.0,1e-06,0.1087743838574678,0.0865681274933403,0.1035577552134591,0.0969091566039379,60.98025776427469,10.149932484567902,85.28823656063216,5.357771940332012,0.2652507198742005,26202.80319231591,481.73152184696403,0.44341607843137254,67826.8829445123,0.5658755399409584,0.09132012548205118,95.17441789263765,0.14003245611395773,1.1822588032880148,0.0914655063805613,0.21090958738733145,0.11411830283078675,87.60982628403534
24,224,52.4208,21.8168,42,18.6565,0,118,114,19,138,19,1.00201,53.18723,0.0,0.0,4.0,5.37,18.32922,0.0,0.0,124.0,28.98797,3e-05,1.62,1.491,0.125,8e-06,0.10944931766737771,0.0866784473897375,0.10343216201014428,0.09702825761897839,60.87652908136815,10.363425925925926,84.98644198429088,5.157797155339435,0.26521578226671116,26203.097350729917,480.6082903380567,0.4429423529411765,67811.25391023903,0.5703107920274134,0.09304151065676614,95.17498981257961,0.14007275564320867,1.501595605472496,0.09163875898933281,0.21130802922156774,0.11358844754727691,84.54912498868332
25,225,52.1852,22.2446,42,20.754,0,118,114,18,138,19,1.00098,52.97951,0.0,0.0,3.82143,5.257,18.74017,0.0,0.0,124.0,28.88969,2e-05,1.62,1.37,-1.0,0.0,0.10993853943752907,0.08678694095774739,0.103731879159975,0.09776874065636773,60.79455660596306,10.890576774691358,84.98400582231905,5.220503866718995,0.26526705448293547,26014.019682246515,479.54059670992933,0.44202,67853.1932444538,0.5680931659841886,0.09284034640116,95.20623019418694,0.14015986680742692,0.9426738182565754,0.09181821435171328,0.21136763584667104,0.11302883492780931,86.84978805344075
