,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,contrast,movement,cubcol.0.3,temporal,cubrow.0.5,cubrow.0.3,noise,fft,tone,blur,cubrow.0,cubrow.0.6,cubcol.0,cubcol.0.5,saturation,cubcol.1.0,cubrow.1.0,blockiness,staticness,uhdhdsim,cubcol.0.6,color_fulness
0,100,60.1369,18.9082,39,0.0,0,115,122,7,133,9,1.01082,60.62739,0.0,0.0,1.39286,4.525,0.0,0.0,0.0,124.0,40.3955,0.00054,0.33,2.846,0.0,1.186077,90.18073735943103,0.0,0.2692066728951961,0.0,0.1966526443524302,0.23741142808803084,0.37670922164869386,65802.14136993696,0.60936,22607.779834871617,0.12525683519363137,0.21743719048141724,0.2753100811052849,0.11197545970905136,33.248321533203125,0.15286603867006818,0.1634057418568937,2.708232579044311,589.3491481597594,92.84634768443095,0.11950800731349721,109.86403091248046
1,101,61.2863,18.7789,40,23.7749,0,115,122,7,133,9,1.00948,61.71639,0.0,0.0,2.17857,4.51,16.23193,0.0,0.0,125.0,40.64228,0.00074,0.33,2.866,-1.0,1.18513,87.46215377321212,10.293065200617283,0.21018459881609086,5.648754653987594,0.1942501195434361,0.22427933467010308,0.37670922164869225,65870.94713947101,0.6146803921568627,23722.45051972244,0.12424325407699574,0.19538694992406783,0.2194068743082208,0.10619299659519486,33.37933556827498,0.15058271236174947,0.14343095078287793,3.783398145976387,580.1983598478031,92.57119187994377,0.10783042284525542,111.01089488722452
2,102,61.7832,19.0704,40,24.3721,0,115,122,7,133,9,1.01211,62.25918,0.0,0.0,1.17857,4.484,16.11992,0.0,0.0,125.0,40.889,0.00069,0.33,2.901,-1.0,1.144635,89.75772126631794,9.194637345679013,0.17893354644410123,5.6021711245870005,0.19263977215538147,0.22190707800312728,0.3767092216486961,65808.334489369,0.6214223529411764,24030.555607452683,0.12268591911697026,0.1892356925087162,0.2050799480895009,0.11312602701847164,33.325183821313175,0.1515756058313411,0.14476974770731202,4.335165239771445,571.8864455395772,92.49549212229647,0.10471581248768025,110.43950489221248
3,103,61.5619,19.2466,40,23.1851,0,115,122,8,133,9,1.00418,62.08183,0.0,0.0,1.64286,4.463,16.37478,0.0,0.0,125.0,41.01417,0.00053,0.33,2.484,-1.0,1.14071,89.24807291483981,8.372444058641975,0.16629516299766947,5.637907473092683,0.19288324591127695,0.22154963856007007,0.3767092216486958,65710.2852075055,0.6248580392156863,23736.923493840222,0.1221837772126522,0.18893350624735042,0.19541281677837954,0.10955783534417701,33.207576987184126,0.1528043315482954,0.15042640698759835,5.170665521503802,563.9190170954095,92.63942875883308,0.10805992595757219,109.67263897642067
4,104,61.3111,19.5628,40,25.0756,0,115,122,8,132,9,1.00613,61.8663,0.0,0.0,1.96429,4.484,16.51953,0.0,0.0,125.0,41.11055,0.00041,0.33,2.541,-1.0,1.137212,89.06549732552483,8.105613425925926,0.16540570636342533,5.684779159142435,0.19352785196272254,0.22182251379388077,0.37670922164869153,65718.88296667098,0.6274194901960782,23809.23208726364,0.12129451722078785,0.1904341068660192,0.1927303935731927,0.11008650158053836,33.1004258144049,0.15350416581309784,0.1535911331150909,3.9132747149407967,556.5858912256359,92.94589191113812,0.10857484472050148,110.91413961611576
5,105,61.1957,19.3263,40,25.1175,0,115,122,8,132,9,1.00714,61.74628,0.0,0.0,1.96429,4.453,16.79024,0.0,0.0,125.0,41.42245,0.00025,0.34,2.454,-1.0,1.095168,88.09493865690831,7.515432098765432,0.16813165714976347,5.731331002519606,0.19414255379044829,0.22205804153242378,0.37449159560546236,65963.00106275486,0.6323160784313726,24129.83737034479,0.12136822607189013,0.19226671107941626,0.1901522828890772,0.11239069090874101,33.10558309672791,0.1540045002709837,0.15515712347320765,4.121328460689158,549.7832706734795,93.17561959625112,0.12465524181221511,110.39889264979216
6,106,61.3187,18.7701,40,24.9762,0,115,122,7,132,9,1.01122,61.78588,0.0,0.0,3.0,4.446,16.59155,0.0,0.0,125.0,41.77539,0.00015,0.34,2.419,-1.0,1.064857,87.7065180450322,7.144000771604938,0.18181167520777167,5.703968196165751,0.19560616577770107,0.22336122492385743,0.3767092216486927,66097.72187195573,0.6391149019607844,24345.495718105758,0.12120949159942045,0.19447994145812406,0.18790412038675797,0.11350535111850409,32.993054990415224,0.1544003795767843,0.15692053265036712,3.82888175691326,543.2540598119111,93.24744539962545,0.13531896058656598,110.1759662664067
7,107,61.4931,18.6316,40,23.6516,0,115,122,7,132,9,1.00804,61.82962,0.0,0.0,3.53571,4.463,16.11342,0.0,0.0,125.0,42.0183,0.00012,0.34,2.485,-1.0,1.081649,90.84863479973002,6.691743827160494,0.19601144785098001,5.63745808338965,0.1971168015802846,0.2213252601958546,0.3767092216486893,65885.37170066155,0.6440807843137255,24589.99538487381,0.12053522952712228,0.19501408603652526,0.1829774876095389,0.11286629375457463,32.952043133017455,0.15498914061916877,0.15651621009798877,3.794736111976217,536.9912630630604,93.32964378571839,0.13492915829532373,110.51428660828994
8,108,62.122,18.2836,40,23.2321,0,115,122,7,132,9,1.00689,62.26188,0.0,0.0,4.78571,4.454,15.99495,0.0,0.0,125.0,42.31706,0.00016,0.34,2.578,0.31224,1.009646,89.3030765449706,6.432388117283951,0.2073125005088855,5.623944788427594,0.198677462338416,0.21997280284867055,0.3728681806696282,66167.20311452777,0.6525654901960785,25646.69237744605,0.11962855803052604,0.19534123898926747,0.17699752243508776,0.10967806220249075,33.10602484809028,0.1550468541071834,0.15648939760893155,3.5783478815237078,530.8580416020523,93.30509697730834,0.1342062922320554,109.51784817108063
9,109,62.4434,18.2559,40,23.3715,0,114,122,7,132,9,1.01179,62.48532,0.0,0.0,4.32143,4.438,15.6978,0.0,0.0,125.0,42.55502,0.0001,0.34,2.469,-1.0,0.992983,89.41060734205362,6.039834104938271,0.2138024352387482,5.603342695518982,0.19981175538241538,0.2182228939673481,0.3706505546264016,66203.80014765525,0.6583235294117648,26308.275080349264,0.11864137119874017,0.1958783243818622,0.17406627577536635,0.10681909990852645,33.265665313343945,0.1553028475618641,0.15535627073401198,3.3187126998174383,524.8530973431857,93.27831669918147,0.12752549156737686,109.41682010348923
10,110,62.7646,18.8556,40,24.8236,0,114,122,7,132,9,1.00762,62.74178,0.0,0.0,3.21429,4.466,15.67049,0.0,0.0,125.0,42.67375,0.00012,0.34,2.298,-1.0,1.011875,87.23490946720274,8.516927083333334,0.22118971264315931,5.675824288407866,0.20034087227055747,0.21696431761848173,0.3706505546264014,66243.49136000618,0.660743137254902,26859.767654893403,0.11834615818765193,0.196760885577171,0.1721426149063393,0.1031733271196783,33.44498773268712,0.1558268447718701,0.15576256184303877,2.3118597600082325,519.0944798041273,93.25614260089142,0.12361803385237001,109.00359188996175
11,111,62.9442,18.7478,41,24.7165,0,114,122,8,132,9,1.00592,62.89761,0.0,0.0,3.5,4.475,16.18875,0.0,0.0,125.0,43.03895,0.00016,0.33,2.324,-1.0,1.012846,88.1935860414153,9.684461805555555,0.2268088099900339,5.723874997287057,0.20127113435353622,0.21605513604294874,0.37286818066963207,66378.65377646724,0.6654156862745099,27399.836326364843,0.11781187916108181,0.19808032815464588,0.17160099932198944,0.09994304060526829,33.46849361466773,0.156273497163366,0.15450955107673753,3.9974418528793536,513.6879128913948,93.25102721730438,0.1213705294274297,108.2113397336851
12,112,63.1059,18.4651,41,25.7677,0,115,122,8,132,9,1.01008,63.04258,0.0,0.0,3.10714,4.475,16.09491,0.0,0.0,125.0,43.27336,0.00017,0.34,2.414,-1.0,0.991189,87.02939361441769,9.103780864197532,0.22737518978284796,5.6898884071801055,0.20260740432740576,0.2154688924216786,0.3728681806696321,66429.65847457098,0.6674482352941176,27783.89614680735,0.11715229197912518,0.1988700592700379,0.1730071624890059,0.09778448494678758,33.38468838915413,0.15685192167007403,0.15184845448219855,4.1812667946222675,508.54933850319753,93.24564576620917,0.11839222053758633,109.79704050699469
13,113,63.1327,18.7491,41,24.6495,0,115,122,8,132,9,1.00399,63.10342,0.0,0.0,3.28571,4.483,15.8467,0.0,0.0,126.0,43.38361,9e-05,0.33,2.106,-1.0,0.990792,88.68008767116622,8.328944830246913,0.22951793370805254,5.709596400993926,0.2030706031963169,0.21478552439883147,0.3767092216486929,66301.19898803878,0.6669117647058824,27910.971323016627,0.11660770609437134,0.19937251650911514,0.17451356504462667,0.09720097691729855,33.41071498541184,0.1571756992365399,0.1493206011161561,4.395895096043089,503.5068260135052,93.25789685767297,0.11612603076828133,109.91517719340013
14,114,63.4002,18.9159,41,25.1894,0,115,122,8,132,9,1.00971,63.37758,0.0,0.0,4.75,4.481,16.0883,0.0,0.0,126.0,43.64203,0.00013,0.33,2.3,-1.0,1.026341,90.88505298622391,8.122781635802468,0.22952373216524613,5.77068792436139,0.20343335328757176,0.21425062414297197,0.3767092216486933,66268.34355909175,0.6681458823529411,28322.16540594888,0.1160780450111191,0.19969234930946214,0.17381577162947295,0.09710594799414378,33.358404654043696,0.15765764318757408,0.14793494547711766,4.710691539858197,498.44089395976215,93.22931344670323,0.11362744097044372,109.98368193372275
15,115,63.6295,18.817,41,24.3442,0,115,122,8,132,9,0.99687,63.56721,0.0,0.0,4.10714,4.504,16.23432,0.0,0.0,126.0,43.96386,0.0001,0.34,2.245,-1.0,1.019987,87.23378871140775,10.009596836419753,0.22589650995091334,5.819995305626138,0.20323294998574354,0.21430702161668205,0.37670922164869364,66219.53259171247,0.6724341176470587,28579.262764855823,0.11582653850438095,0.20061252190012607,0.16886455350230015,0.09748235726754076,33.26941728003231,0.15835383805356543,0.14529519931626828,5.141481864119966,493.3402181698682,93.26031224445536,0.11223435907853083,110.25832504090516
16,116,63.5894,18.9492,41,24.9985,0,115,122,8,132,9,0.98427,63.49753,0.0,0.0,4.92857,4.519,16.15236,0.0,0.0,126.0,44.24244,0.00011,0.34,2.371,0.32652,1.059309,86.75637691094433,11.327594521604938,0.22203193106776425,5.882027676069479,0.20310232581359505,0.21465264050661792,0.3767092216486967,66165.77436129455,0.6764721568627452,28684.968323024346,0.11548482690231862,0.2027262939422263,0.163818725499432,0.09825810975891486,33.34902426637249,0.1586230170064035,0.14271485722029936,3.3837085473945567,488.3265071913625,93.28465105472617,0.11174212357287357,108.99409382843788
17,117,63.5548,18.895,41,25.7168,0,115,122,8,132,9,0.99122,63.41356,0.0,0.0,3.96429,4.549,16.26677,0.0,0.0,126.0,44.61758,0.00013,0.33,2.091,-1.0,1.018946,89.75957910221318,11.716483410493828,0.21874256265025027,5.884398100978763,0.20253902591537667,0.21536731870748357,0.3744915956054638,66066.41015748317,0.6848090196078431,28673.623719171275,0.1152261864211241,0.20446425907033008,0.16006123501909067,0.10496201437988065,33.50929109549817,0.15897019224833378,0.13999036346798527,3.237488553178445,483.3714743377943,93.2895894400963,0.11118448175506379,109.33665279613716
18,118,63.3393,18.8726,41,25.3154,0,115,122,8,132,9,1.00398,63.13703,0.0,0.0,3.17857,4.542,16.21622,0.0,0.0,126.0,44.83263,0.0001,0.34,2.142,-1.0,1.041771,89.16567097413864,11.523775077160494,0.21669142607313327,5.8477696695427985,0.20202446554127856,0.21591145499250572,0.3767092216486934,66153.63755310787,0.6886490196078431,28692.926312925767,0.11515350499619698,0.20522954906108895,0.15723915232518437,0.11100950976432986,33.575359014817224,0.1589595272711823,0.1376930335603998,2.0703532500561543,478.41605494385493,93.40524400118557,0.11048446034132885,108.41006421243429
19,119,63.0874,18.8803,41,24.9938,0,115,122,8,132,9,1.00797,62.84384,0.0,0.0,4.32143,4.6,16.19997,0.0,0.0,126.0,44.97287,0.00015,0.33,2.221,-1.0,1.05101,88.00088226005768,11.146315586419753,0.21611626347491722,5.861235435095342,0.20142486737100282,0.21681494248985195,0.376709221648694,66148.22954183881,0.6900376470588236,28388.880312453097,0.11521824777828056,0.20608423310427865,0.15472356035991564,0.11371166502654985,33.642543274679305,0.1590879733792023,0.13582509782903004,2.5289986929460038,473.4038931076154,93.4799814169497,0.10951740703238183,108.36149372232131
20,120,62.8081,19.1904,41,27.0448,0,115,122,8,133,9,1.01362,62.54985,0.0,0.0,4.0,4.668,16.20752,0.0,0.0,126.0,45.11116,9e-05,0.33,2.424,-1.0,1.052112,88.47433500147213,13.491608796296296,0.2167576831156204,5.923870687617271,0.20053711457528295,0.21790965731203493,0.3767092216486934,66123.97260914183,0.6903431372549019,27882.64063007048,0.11553363799241233,0.20682021291367184,0.15264311125933586,0.1159828066325017,33.84445623703945,0.15885536822178312,0.13407059123643722,2.5000515791051474,468.3987068897966,93.55616075603007,0.10941787987566008,108.77765120976387
