,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0,cubcol.0,temporal,cubcol.1.0,cubrow.1.0,contrast,fft,movement,blockiness,cubcol.0.5,color_fulness,saturation,cubrow.0.6,uhdhdsim,cubcol.0.6,staticness,cubrow.0.3,noise,cubcol.0.3,cubrow.0.5,tone,blur
0,400,74.7597,10.445,70,0.0,0,120,115,15,137,13,0.98961,80.25223,0.0,0.0,0.25,4.258,0.0,0.0,0.0,126.0,40.56246,0.00086,0.53,4.429,0.0,0.415035,0.24782832952545114,0.3813282674963785,0.0,0.46866071763673267,0.29536424529782407,90.40700225322632,68650.89127110834,0.0,4.476152186651368,0.22735371373425298,80.92873420353122,54.98662746099778,0.287718914805422,89.79538521734216,0.19279836210574272,615.4772884458226,0.22082934331992035,0.570310792027415,0.2555583642051042,0.35860201151375976,0.5988253137254902,39852.78646037536
1,401,74.7657,9.98419,70,13.7089,0,120,115,15,137,13,1.00001,80.26337,0.0,0.0,0.28571,4.225,9.00648,0.0,0.0,126.0,40.57426,0.00076,0.54,4.302,-1.0,0.394912,0.24054551129769383,0.35542339432180997,5.49522591681183,0.44857219339609083,0.28274435336197845,87.98926689258161,68443.4741457305,2.3799672067901234,5.832414105944858,0.2181053073018913,80.82525281858551,54.87233687035832,0.27487371633335533,89.8072647826652,0.1890784002478543,615.1187070592206,0.20639229493382827,0.5703107920274171,0.25387830868425676,0.3370552405576746,0.5989509803921569,39847.96875029534
2,402,74.788,9.9156,70,13.1403,0,120,115,15,137,13,0.99862,80.28048,0.0,0.0,0.5,4.215,8.62062,0.0,0.0,126.0,40.5823,0.00089,0.54,4.588,-1.0,0.415134,0.23112778702331127,0.3243338013247652,5.418113499789842,0.43160290620855185,0.27567491136195205,84.87456374728619,68473.09812976526,2.2744984567901234,6.7068134546330205,0.21037757665672216,80.97273779709477,55.035100677867,0.2709602418806282,89.734756475273,0.1893051705995488,614.8587357710968,0.19754414487086489,0.5703107920274123,0.25481810590021453,0.33577400579037664,0.5986254901960784,39658.62910652845
3,403,74.4439,10.4918,69,13.2715,0,120,115,15,137,13,0.99956,79.86675,0.0,0.0,0.42857,4.219,8.55494,0.0,0.0,126.0,40.55131,0.00107,0.54,4.085,-1.0,0.429487,0.22306806130626144,0.29925201674763047,5.383017530416141,0.4183406212138522,0.27038231818534536,86.49912330866148,68302.7256486976,2.248022762345679,6.925457124737289,0.20473696386878856,81.04509707568114,55.02839509940441,0.2716484569886396,89.81560410104849,0.18885482456989544,614.4430125786058,0.19503222021455124,0.5670639621557554,0.25633159001359496,0.3356914420924053,0.5985418235294118,39220.264623487135
4,404,74.1881,10.3341,69,13.9386,0,120,115,15,137,13,1.02633,79.59986,0.0,0.0,0.53571,4.22,9.04149,0.0,0.0,126.0,40.47371,0.0013,0.53,4.22,-1.0,0.453131,0.21596722251793918,0.2880162602260227,5.513055507152868,0.402718948814766,0.2665151061916578,87.65073751634509,68235.73546146652,2.4440104166666665,6.562195226325345,0.20178164113799163,81.11888338997164,55.017562677830824,0.2701751380898503,89.85225551363222,0.1877227139783345,613.8131174163203,0.19286467557979606,0.5658755399409517,0.25746162468943123,0.33276615565737555,0.5971874509803922,38859.38893692914
5,405,74.1091,10.6366,69,13.1432,0,120,115,15,137,13,1.00604,79.50181,0.0,0.0,0.60714,4.222,8.90498,0.0,0.0,126.0,40.44111,0.0012,0.54,4.482,-1.0,0.447895,0.21311925351092495,0.28047145370714643,5.475197683495447,0.39457589432227774,0.2649324963315922,88.62262820930414,68193.52615208362,2.2233314043209877,7.337871150759854,0.19989460471573992,81.00097283977146,55.16368687005691,0.2693446919334721,89.88382977183959,0.18685643989820405,613.2380610519104,0.1935754056407018,0.5620344989619004,0.2550648311043578,0.3314806565288322,0.5962698039215687,38653.709268313374
6,406,73.8713,10.7937,69,13.6795,0,120,115,15,137,13,0.9956,79.16745,0.0,0.0,0.39286,4.24,9.17373,0.0,0.0,126.0,40.3579,0.00117,0.54,4.9,-1.0,0.469923,0.2107956098034753,0.2728014348178861,5.506801160505774,0.39419174994813977,0.26384381049368755,87.6565328717257,68117.08525839185,2.218942901234568,5.449039759979232,0.19733897521306784,81.19297173378621,55.18881112557871,0.26781892780118455,89.95578459345337,0.1868540848806782,612.5752475084486,0.1920765266418367,0.5620344989618894,0.2535938874164295,0.331818343123304,0.5941494117647058,38344.47723005733
7,407,73.7588,10.763,68,14.3761,0,120,115,15,137,13,0.98774,79.09375,0.0,0.0,0.64286,4.215,9.31086,0.0,0.0,126.0,40.29058,0.00123,0.54,3.913,-1.0,0.431184,0.20749499150677025,0.27206993437397814,5.496430490353541,0.394440273048253,0.2617305416157702,86.47055012968077,67926.96799230062,2.146315586419753,4.886821915962622,0.19333812186189908,81.11799362346319,55.11497309178481,0.26646297606635305,89.93176688110756,0.18674605413150772,611.84473532138,0.18996975509899652,0.5620344989618933,0.25401271489015737,0.3311582893136209,0.5925929411764704,37906.22949586831
8,408,73.4594,11.2102,68,13.9916,0,120,115,15,137,13,0.99208,78.6933,0.0,0.0,0.39286,4.222,9.29119,0.0,0.0,126.0,40.19363,0.00114,0.54,4.848,0.183,0.4472,0.20427016057071137,0.28074434524871084,5.455949746380631,0.39196796593753563,0.26066563573990476,89.19598483301789,67820.88661771812,2.0830922067901234,5.700482975171861,0.19054385379924704,81.23560540560246,55.05922614203559,0.265796636820582,89.93039860756869,0.18667140387649897,611.0843835072111,0.1878059030044826,0.5598168729186654,0.25591892440974684,0.33106397205149163,0.5908741176470589,37375.33601805556
9,409,73.2424,11.0683,68,14.0458,0,120,115,15,137,13,1.00566,78.45827,0.0,0.0,0.32143,4.233,9.66731,0.0,0.0,126.0,40.17697,0.00111,0.54,4.51,-1.0,0.435695,0.2015726989714269,0.29223911795047364,5.55585995983172,0.38743206513199624,0.2600747692207601,86.06445938380568,67708.54750341439,2.165750385802469,6.3320823461888525,0.1887867508725366,81.54398291319265,55.08524162386671,0.2647761722109377,89.99154724299143,0.1868129862598154,610.3896737303301,0.18470312979014797,0.5598168729186616,0.2576652054787242,0.32971138419453555,0.5914701960784313,36733.6050541378
10,410,73.433,10.9992,68,14.8374,0,120,115,15,137,13,1.00064,78.66936,0.0,0.0,0.57143,4.236,9.53491,0.0,0.0,126.0,40.21078,0.00114,0.53,4.639,-1.0,0.422855,0.19888697659134047,0.29753091927748676,5.474993643357454,0.3839527659798353,0.259736835372524,86.27559864583688,67676.26611797583,4.434799382716049,5.942221043817297,0.1866153975639092,81.64390507202138,55.10691795820072,0.26437034091444644,89.93547082598185,0.18809609044117154,609.7206086013653,0.1828112609926206,0.5598168729186673,0.2593175486728571,0.32960371921441306,0.5924313725490197,36844.70434990756
11,411,73.2097,11.0355,68,13.9985,0,120,115,15,137,13,1.00636,78.37709,0.0,0.0,0.53571,4.248,9.47774,0.0,0.0,126.0,40.24878,0.00089,0.53,4.162,-1.0,0.434502,0.19645861289952396,0.30341998738792986,5.451733918073897,0.38265311200216384,0.25947393245022427,88.51097540554163,67707.69175817801,4.573543595679013,7.342354239771766,0.1854234786200739,81.73477432656128,55.104114108615455,0.26390731609938467,90.0277485278958,0.1895795045854431,609.0469546609712,0.17963099811072233,0.5598168729186623,0.2604672344089256,0.3294266130695559,0.5934435294117647,36815.77475417039
12,412,73.3087,10.909,68,13.9268,0,120,115,15,138,13,1.00748,78.42077,0.0,0.0,0.28571,4.257,9.50967,0.0,0.0,126.0,40.35405,0.00082,0.53,3.994,-1.0,0.419888,0.1944058642113293,0.30999026444098204,5.4932673233750124,0.38356754483468425,0.2594474952396071,88.66372092203287,67757.65400954473,4.105613425925926,6.6768286949611975,0.1844626952748968,81.90590743978134,55.09936090163242,0.2632715236622214,89.97644015579652,0.1913538127854247,608.4361151309053,0.17729360410601575,0.5598168729186618,0.2605094413692052,0.32843243223822594,0.5969815686274509,36679.014733390744
13,413,73.356,10.7037,67,13.7122,0,120,115,15,137,13,1.01341,78.39119,0.0,0.0,0.35714,4.229,9.40535,0.0,0.0,126.0,40.39564,0.00067,0.53,3.886,-1.0,0.422524,0.19222351767229226,0.3157913155042546,5.533482306859688,0.38699476762520263,0.2588461095156401,88.17031534046102,67729.57690488805,3.5026523919753085,7.326115455811415,0.18409783470042246,82.68614133349996,54.88863175003617,0.2622660319579721,89.94517956077266,0.1927235461375845,607.5619037775261,0.1755025836430095,0.5598168729186638,0.26012120624139146,0.3277604579530429,0.5976174901960731,36792.97084248557
14,414,73.1394,10.7589,67,14.0876,0,120,115,15,137,13,1.00401,78.13794,0.0,0.0,0.32143,4.226,9.23378,0.0,0.0,126.0,40.48931,0.00067,0.53,4.032,-1.0,0.430084,0.19050496850028914,0.31551472057163155,5.464826031967603,0.3898761769650569,0.25742004078634406,85.17735230414142,67662.1009036658,3.3091724537037037,8.923674940796777,0.18481624929645177,83.1789900767053,54.902133141034916,0.26144622250166993,89.98095283032639,0.1938372236224927,606.7326903904243,0.17417764975127326,0.5598168729186629,0.25922791829971714,0.32618241680441024,0.5993188235294118,36605.40213862272
15,415,73.1794,10.6997,67,14.194,0,120,115,15,137,13,1.00537,78.12738,0.0,0.0,0.46429,4.229,9.28996,0.0,0.0,126.0,40.59133,0.00076,0.53,3.787,-1.0,0.449779,0.18967416906048198,0.31093099165425936,5.487225698427534,0.3896048184698049,0.25563232638850025,88.23004384763557,67835.09153429755,5.09032600308642,8.116456071731625,0.18420554155106877,83.33724933456227,54.954966603973766,0.260757293121223,89.9498040588139,0.19489703700056404,605.9160617912988,0.17343382062660254,0.5598168729186589,0.25834538245634253,0.3257680473820661,0.6016576470588221,36859.62442193546
16,416,73.0374,10.2952,67,13.7331,0,120,115,15,137,13,1.01363,78.02613,0.0,0.0,0.35714,4.227,9.23595,0.0,0.0,125.0,40.67159,0.00075,0.54,3.798,0.18711,0.446574,0.18933035087781674,0.30613154229680933,5.494269645643833,0.3891762342311771,0.2543376185185433,85.89674004930134,67935.69932573468,5.116319444444445,6.433469025685001,0.18392770677874049,83.50776386687515,55.03353354371624,0.25972857339151273,90.02571446091481,0.19630549722280635,605.1285800289976,0.1731667481983496,0.5598168729186617,0.2581069320655565,0.324962121934264,0.603003137254902,36717.8637918622
17,417,72.7776,10.2878,67,13.7276,0,120,115,15,137,13,1.02921,77.69625,0.0,0.0,0.07143,4.237,8.88407,0.0,0.0,126.0,40.68678,0.0008,0.53,4.097,-1.0,0.461204,0.18833230888664163,0.302334207252812,5.446498794554568,0.39031108456286245,0.25257101587269914,85.34985158204975,68074.69965261979,5.035783179012346,6.356323032469655,0.18305801367668043,83.73388957408498,55.06189831392264,0.2591685318022145,90.06932949855901,0.1973896070435921,604.384203197172,0.1725399688409022,0.5598168729186547,0.2574682390761651,0.32393919322255915,0.6049219607843137,36413.90945878566
18,418,72.9851,10.0296,67,13.1675,0,120,115,15,137,13,1.01602,77.82152,0.0,0.0,0.17857,4.23,8.87523,0.0,0.0,126.0,40.82314,0.00096,0.53,3.693,-1.0,0.475263,0.1868622019198301,0.29852959033492454,5.4761992768529275,0.3904077240570517,0.251909908015733,86.73049740494257,68033.28169737465,4.98389274691358,6.809446862935993,0.1816999403706136,84.1209747887384,55.008097895869504,0.25816356725428047,89.99182218445807,0.1983774871132731,603.6179097535993,0.17222636767971883,0.555975831939599,0.2569334465358187,0.32313313582524134,0.6087278431372549,36507.725384658384
