,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,cubrow.0.6,fft,cubcol.0,uhdhdsim,color_fulness,cubcol.0.3,blur,temporal,saturation,noise,cubcol.1.0,cubrow.0,cubcol.0.5,cubcol.0.6,cubrow.1.0,cubrow.0.3,blockiness,staticness,cubrow.0.5,movement,contrast
0,300,78.9292,12.8589,83,0.0,0,122,117,23,137,19,0.99992,90.68228,0.0,0.0,0.07143,4.306,0.0,0.0,0.0,129.0,42.08123,8e-05,2.68,3.12,0.0,0.0,0.6365571960784302,0.31431225866973045,69629.99759798705,0.22699273843804435,89.08435612520192,86.17535384923951,0.2510859362852741,53558.21001311834,0.0,50.11561942394869,0.7473597762750944,0.3728647283957854,0.3873968809197894,0.1860963587212376,0.2544340854288373,0.3007313043167165,0.26419561714319917,7.728103306006932,630.529647027939,0.346877428896223,0.0,82.3155097519153
1,301,79.0518,12.9131,84,17.294,0,122,118,24,137,19,0.99894,90.8336,0.0,0.0,0.03571,4.293,11.10616,0.0,0.0,130.0,42.26895,7e-05,3.2,2.843,-1.0,0.0,0.6394674509803921,0.28843381515492317,69643.03329796637,0.21703354977217842,89.07536163173263,87.00489100947938,0.2270890439986444,53874.9194028635,6.06571233993532,49.21903614938995,0.7473597762750939,0.3639868365017879,0.3785223414157285,0.1844630215041951,0.24974346224617347,0.29018745384345007,0.2476988952300517,7.422951261083452,631.6653960294358,0.32977576569211586,4.796006944444445,87.94139967021958
2,302,78.9947,12.9367,84,16.837,0,122,118,24,137,19,0.98936,90.74347,0.0,0.0,0.03571,4.301,11.14204,0.0,0.0,130.0,42.25466,4e-05,3.19,2.911,-1.0,0.0,0.6395913725490195,0.2813226780985262,69620.81988038801,0.20618493827768236,89.05515037555148,86.96189048708825,0.21600680852232004,53899.40249359706,5.92251476980511,49.12622089150511,0.7473597762750946,0.36346691325364905,0.37073934968711103,0.18570151400287294,0.249439064314759,0.2831162140161501,0.23854888936103036,7.250662280535928,632.2151288408712,0.32229111504665087,3.509837962962963,85.95366371667161
3,303,78.9037,13.4286,83,17.3674,0,122,118,24,137,19,0.98769,90.62673,0.0,0.0,0.07143,4.32,11.16133,0.0,0.0,130.0,42.22551,0.00014,3.19,3.123,-1.0,0.0,0.6402040196078429,0.2817368740097608,69658.86452320748,0.19785513511810957,89.07154096030874,86.30243614595899,0.21324698742204726,53739.51561761528,5.804156723866591,49.13049335244261,0.7473597762750961,0.3624199433610039,0.3669926355798575,0.1867774974603815,0.2491110006804683,0.27584178491186895,0.23157269369261324,5.679771020913678,631.9356968939736,0.31781782067884323,3.0941358024691357,85.68161760928581
4,304,78.9751,13.512,83,17.356,0,122,118,24,137,19,0.99182,90.6288,0.0,0.0,0.32143,4.304,11.58563,0.0,0.0,129.0,42.13392,0.00012,3.21,2.818,-1.0,0.0,0.6398912549019596,0.2801234989832025,69717.48442068894,0.19643334277784955,89.06649586192594,85.95810995540413,0.21322299393483302,53858.55380274142,5.951796425499315,49.05813730498891,0.7473597762750926,0.35764876346902025,0.3675221134278311,0.18862051722676806,0.24934034307021094,0.27048799318148886,0.22593264878153832,7.7869879329071985,631.268844139057,0.31568177796947117,3.1635802469135803,84.39340185325625
5,305,79.2043,13.6387,84,17.0635,0,122,118,24,137,19,0.98795,90.87811,0.0,0.0,0.39286,4.301,11.6521,0.0,0.0,130.0,42.08724,0.00019,3.24,3.106,-1.0,0.0,0.6389276274509804,0.2783288451128195,69629.04346509778,0.19729374005406738,89.06790197020311,85.96609269689367,0.21671594443262007,54424.12968634795,5.983657656535615,49.04119835370852,0.7473597762750998,0.3511797173502468,0.3688853250994831,0.1906412244238137,0.24915986791955708,0.26683671528242653,0.22190865721503705,7.52054719618685,630.4197893307083,0.3126042089228966,3.0866126543209877,87.92121843130941
6,306,79.173,13.5919,84,17.176,0,122,118,24,137,19,0.99756,90.8981,0.0,0.0,0.42857,4.319,11.77109,0.0,0.0,129.0,42.10012,0.0002,3.25,3.061,-1.0,0.0,0.6389596078431372,0.2774663248107109,69658.08588250991,0.1960122393268341,89.05090974642246,86.04869854693493,0.2197308931620541,54347.49878504039,6.054014720188008,49.14943987057533,0.7495774023183266,0.34550168300885814,0.3698791374201563,0.19211679471939655,0.24941496831565932,0.2661021828404036,0.21880191230985202,6.62795805799794,629.5851775151299,0.31165859569933874,2.955005787037037,88.40795275091253
7,307,79.0346,13.5875,84,17.4208,0,122,118,24,137,19,1.00508,90.76017,0.0,0.0,0.35714,4.328,11.73293,0.0,0.0,129.0,42.07983,0.00023,3.19,3.057,-1.0,0.0,0.6381797647058818,0.27710566293856864,69593.09524372873,0.1966405538105477,89.05233432532654,86.03465441322615,0.2231519332777444,54005.85434852955,6.056003344172593,49.14070487316744,0.7473597762750974,0.3436361519056181,0.3696085922817285,0.1929342831148448,0.2495970640487891,0.2679533292204167,0.2164951192736254,5.417009951647876,628.6977961639182,0.3115347431951827,2.712721836419753,88.49648429188738
8,308,79.1371,13.5968,84,17.0225,0,122,118,24,137,19,0.99604,90.83976,0.0,0.0,0.35714,4.33,11.72578,0.0,0.0,130.0,42.05637,0.00022,3.2,3.188,0.12513,0.0,0.6379098039215686,0.2765799032219443,69687.04703537545,0.1972196343216854,89.05270674602778,86.24235090015172,0.22916944284031707,54350.63790316025,6.026777444090391,49.14836384337625,0.7473597762750956,0.34014303267515245,0.3694773193720687,0.19336599624280534,0.2499296098550432,0.269601325417096,0.2150191149142733,6.11611469178916,627.8412759668946,0.3116044396528313,2.535108024691358,84.38087821183353
9,309,79.0384,13.744,84,16.8903,0,122,118,24,137,19,0.99365,90.67512,0.0,0.0,0.5,4.329,11.73413,0.0,0.0,130.0,42.01853,0.00016,3.17,3.27,-1.0,0.0,0.6370921960784299,0.2761689441150175,69741.31740207731,0.19595978717307083,89.05315771493207,86.30685117768937,0.2343917679648612,54237.376618862625,6.040827142076024,49.08163207254292,0.7495774023183239,0.3389435335139827,0.3697069238405552,0.19321955525941545,0.250093900529222,0.2705747399670589,0.21622429332639193,3.662370525494496,626.996314000079,0.3110228728555197,2.3984375,88.72309419827694
