,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,movement,tone,cubcol.0.5,staticness,fft,uhdhdsim,cubcol.0.6,cubrow.0.6,cubrow.0.3,temporal,cubrow.0,cubcol.0.3,color_fulness,noise,cubrow.1.0,cubcol.1.0,saturation,blur,cubcol.0,contrast,blockiness
0,400,65.926,8.90502,55,0.0,0,120,115,11,137,10,0.98609,66.67953,0.0,0.0,0.53571,4.277,0.0,0.0,0.0,126.0,39.32007,0.00045,0.43,3.628,0.0,0.647023,0.29651267165427203,0.0,0.5766686274509804,0.18452396564438972,606.2714092405809,67820.77225910738,91.25982413873261,0.14766781217344888,0.2502834639074484,0.1798662842128892,0.0,0.2116706264537944,0.19818008892797323,79.68865316376697,0.4528192741742462,0.247518015173318,0.4304029409828098,54.66866349585262,27617.360073508236,0.3698678373304029,87.16925573247732,4.127110883745714
1,401,66.0114,8.51404,55,13.3943,0,120,115,11,137,10,0.99824,66.74252,0.0,0.0,0.82143,4.281,7.66622,0.0,0.0,126.0,39.33527,0.00047,0.43,3.213,-1.0,0.666597,0.2778092884602676,1.8199749228395061,0.5765109803921569,0.17602904462467026,606.1143145771526,67619.92905735194,91.26855778323615,0.14700510262505784,0.23868687989604734,0.16656062427688537,4.657026563381085,0.20614280470439536,0.19774168552696342,79.61499022244931,0.4528192741742479,0.23602088045941708,0.40058728802412474,54.570888001241805,27731.319221944712,0.3463638799603914,86.60741590347938,6.3335868492565055
2,402,65.919,8.4908,55,13.0913,0,120,115,11,137,10,0.99887,66.66875,0.0,0.0,0.64286,4.263,7.34377,0.0,0.0,126.0,39.34539,0.00044,0.44,3.462,-1.0,0.648438,0.2767860425475076,1.74609375,0.5765109803921569,0.16906909440180912,606.1397827805371,67507.772746611,91.20211437351408,0.1467145137578442,0.23582580170507447,0.1607311052352751,4.568795265154384,0.1970592997020101,0.19897066741726427,79.84694987999603,0.45281927417424894,0.23350518441574392,0.3831123779263476,54.723735479660974,27445.67270944787,0.30477603241309,85.58973999041255,4.9252949346657084
3,403,65.5996,8.95358,55,13.5084,0,120,115,11,137,10,1.00145,66.3262,0.0,0.0,0.60714,4.275,7.31404,0.0,0.0,126.0,39.3193,0.00055,0.43,3.234,-1.0,0.660796,0.27850356069134563,1.7384741512345678,0.5762453725490142,0.1640603230458232,606.0078818023806,67465.17039972008,91.29250527379148,0.14585565003242543,0.23691521419360279,0.15873355083821433,4.536412767662474,0.18838232534403626,0.2017277718072338,79.9518065864135,0.4506016481310133,0.2264630154903489,0.3686311984997961,54.713667316201295,27075.632917688734,0.27775212191811166,87.64465125992469,5.482091611219529
4,404,65.3556,8.80078,54,14.2404,0,120,115,11,137,10,1.03303,66.04987,0.0,0.0,0.89286,4.267,7.70166,0.0,0.0,126.0,39.23392,0.00074,0.43,3.061,-1.0,0.667223,0.27617802708398537,1.8579282407407407,0.5758114117647057,0.16254995764539865,605.6735306601637,67349.364696323,91.29171035951077,0.14504753288056635,0.23440015258469488,0.15602912433662108,4.6435884932506895,0.1815253970663817,0.2028184751073916,79.90402830347094,0.44897823319518454,0.22180748285283952,0.35429245529626935,54.701010433244114,26792.746151090094,0.2636969482786382,89.10581071321988,5.742431232774636
5,405,65.1945,9.09987,54,13.2638,0,120,115,11,137,10,1.00637,65.9102,0.0,0.0,1.35714,4.282,7.57053,0.0,0.0,126.0,39.20042,0.00068,0.42,3.661,-1.0,0.683687,0.2744368731790409,1.7497588734567902,0.5755811764705883,0.16005226495721286,605.3540636968859,67326.25550587417,91.34016305682808,0.14461693905675163,0.23322902451014182,0.1565897034837005,4.623830227582781,0.1771635531076851,0.20151419064084686,79.90878129800504,0.452819274174244,0.21998795974290544,0.3481404663630153,54.84911694938754,26596.777295354237,0.2542808028375876,86.85228558250225,6.398075796089221
6,406,65.0569,9.28716,54,14.0665,0,120,115,11,137,10,0.9913,65.70502,0.0,0.0,0.85714,4.276,7.83404,0.0,0.0,126.0,39.11828,0.00058,0.43,3.365,-1.0,0.696576,0.27484978959116646,1.7643711419753085,0.5748580392156862,0.1582711090794688,604.9508863654409,67264.14603114595,91.40251828177783,0.14512359946997014,0.23305087937948435,0.15550786726534058,4.655524358625476,0.17555256074405476,0.20076489457338648,79.95448402507054,0.4489782331951854,0.21875771696244375,0.3484340992292262,54.87664776083864,26548.39175585438,0.245419372081861,88.18530881758913,5.141144332107739
7,407,64.8595,9.28927,53,14.5695,0,120,115,11,137,10,0.98644,65.52755,0.0,0.0,1.25,4.264,7.99786,0.0,0.0,126.0,39.0522,0.00055,0.43,3.642,-1.0,0.679752,0.2741677639389682,1.7562210648148149,0.5745854901960785,0.15415085153652242,604.4995647380715,67047.73208159991,91.41999292511863,0.1453858249576777,0.23172076863458893,0.15287589903253523,4.651898462377435,0.17293994270965635,0.2013057470115123,79.88256743087011,0.4489782331951795,0.21740553862052742,0.34736897183962545,54.80813975393036,26133.943009151517,0.24295858280193572,89.50845864440521,4.076678727188093
8,408,64.6957,9.69168,53,14.168,0,120,115,11,137,10,0.99074,65.26855,0.0,0.0,0.67857,4.233,8.00909,0.0,0.0,126.0,38.96882,0.00054,0.43,3.306,0.24318,0.681392,0.27408366354276725,1.7625868055555556,0.5739760784313725,0.1515346663092625,603.9852645953958,67003.61552911336,91.39817795120238,0.1463071953609913,0.23060696514868667,0.1512785779672175,4.620470772632484,0.17069174383448749,0.2030869281861569,80.07834741565884,0.44676060715195504,0.216660722496136,0.34441069820064124,54.7577015441141,25872.117942683315,0.24991018270164336,88.09419046456912,5.503399508657254
9,409,64.4125,9.60902,53,14.2616,0,120,115,11,137,10,0.998,65.02009,0.0,0.0,0.53571,4.28,8.34749,0.0,0.0,126.0,38.95114,0.00042,0.42,3.798,-1.0,0.688943,0.27250190471714875,1.7804301697530864,0.5750772549019607,0.15000636430092268,603.5447542206989,66978.19700433215,91.45743007164812,0.14703395669586802,0.22999386861973428,0.14823163600292416,4.699825205657607,0.1677783351613115,0.20504960689512755,80.35571126984044,0.44454298110872686,0.21581748835934692,0.33930275759320777,54.783673698519486,25310.223178491506,0.26036179676955046,87.70465022683888,6.324866150204273
