,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.6,cubcol.0.6,cubrow.1.0,color_fulness,staticness,cubcol.1.0,contrast,uhdhdsim,cubcol.0.5,blur,cubrow.0,noise,movement,temporal,cubrow.0.5,saturation,cubcol.0,cubcol.0.3,fft,blockiness,tone,cubrow.0.3
0,100,83.5599,15.3204,80,0.0,0,119,117,16,136,15,0.98934,88.26323,0.0,0.0,1.03571,4.271,0.0,0.0,0.0,129.0,41.69264,8e-05,0.49,3.115,0.0,0.282086,0.29476905823160465,0.2008790672836683,0.22016932340051454,90.08468700276003,570.5750959312957,0.30915122000575146,86.49305075365034,89.53510985324354,0.27667209634619544,54511.512432453754,0.4466586009417622,0.5598168729186623,0.0,0.0,0.2953603531490615,50.37110844364873,0.21535905676197742,0.21008526010642625,69273.28893334525,8.414325644511658,0.6266874509803921,0.29609002489684966
1,101,83.9315,15.384,80,23.8558,0,119,117,16,136,15,0.99322,88.70178,0.0,0.0,1.5,4.267,13.19922,0.0,0.0,129.0,41.83711,9e-05,0.51,2.679,-1.0,0.297901,0.27595028482165146,0.20085846987906222,0.20874414186719764,88.81803657793277,567.2388167906712,0.3047838882851537,85.66930079825286,89.53148341927992,0.25998337878058,55375.41928307886,0.4113336680909809,0.562034498961895,5.671971450617284,5.422840454210412,0.2927923084619076,50.499028147002804,0.21579408298888164,0.20775776783042654,69475.0151829671,8.992961234429238,0.6277206470588235,0.2909120044316916
2,102,83.8096,15.5134,80,23.9415,0,119,117,16,136,15,1.00356,88.64113,0.0,0.0,1.10714,4.246,13.26071,0.0,0.0,129.0,41.98768,8e-05,0.5,2.799,-1.0,0.31171,0.2728645293868723,0.2051224605402217,0.2049140235689213,88.08294978264354,564.397304425214,0.29717070098495624,87.33111974330087,89.57283402593077,0.24571731635187816,55300.45552616373,0.40333193266906187,0.5620344989618998,5.223668981481482,5.451814812919862,0.2932358714394064,50.60405476888021,0.2001196547975387,0.20731624752791422,69536.0049574663,8.261056619755413,0.6285423529411764,0.29180822055328803
3,103,83.7733,15.3626,80,22.7768,0,119,117,16,136,15,1.01165,88.67699,0.0,0.0,1.28571,4.249,13.37038,0.0,0.0,129.0,42.12825,0.00012,0.5,2.763,-1.0,0.291606,0.2720071342437045,0.2070247383499007,0.20525543992528056,88.0078141743451,562.4569673832309,0.2889531408305368,87.27743442634909,89.58358399458783,0.23279707736115207,54972.34219447491,0.39856447994270977,0.5626287100692892,4.725742669753086,5.435279689537415,0.2914768122947373,50.7295826099537,0.2016949053542219,0.204307060381986,69483.30668829754,6.121977304391749,0.628571411764706,0.29389033169001966
4,104,83.9744,15.0305,80,24.5947,0,119,117,16,136,15,1.00995,88.92595,0.0,0.0,0.89286,4.247,13.23566,0.0,0.0,129.0,42.18456,0.00012,0.51,3.16,-1.0,0.346699,0.2708115780973443,0.20662433956842666,0.20589414402107067,88.45472699730641,561.1802452499727,0.2797609753748647,86.15267255310063,89.50379942346129,0.22598838967561244,54947.726175991585,0.3922984130568584,0.5680931659841907,4.327546296296297,5.481564733046788,0.28802071775044835,50.79586321041908,0.20896765771213832,0.20196496641591463,69257.02643189342,7.033230433029129,0.6277530392156864,0.2938233533275644
5,105,84.2374,14.913,81,22.1604,0,119,117,16,136,15,0.99115,89.15414,0.0,0.0,0.75,4.247,12.95201,0.0,0.0,129.0,42.27931,8e-05,0.52,2.255,-1.0,0.341568,0.27093583003555544,0.2070876672819506,0.20798183422645022,88.78076836747522,560.3458862557007,0.2730976149189875,86.11203835355902,89.48411653635293,0.21942360500393784,55508.81650458462,0.38950138777371696,0.5680931659841815,3.7066454475308643,5.438031095462406,0.28581313158459953,50.83692103256414,0.21236354182498318,0.2048957054428105,69218.64065431083,7.571407699962927,0.6287603921568627,0.2936460050345646
6,106,84.2347,14.9082,81,21.7091,0,119,117,16,136,15,0.98788,89.15923,0.0,0.0,0.42857,4.256,12.85352,0.0,0.0,129.0,42.35259,8e-05,0.5,2.228,-1.0,0.357908,0.26983366732317626,0.20623429206457733,0.21163717371070578,89.11895677929898,559.8336803313133,0.26879254059147956,86.5983000171482,89.50363293651334,0.21612746116211398,55379.558356817855,0.39214922867238805,0.5680931659841876,3.303192515432099,5.496401711780479,0.28415443635984455,50.869035697277674,0.21393583233952007,0.2054776198342006,69252.25266083615,6.756913261182827,0.6295615882352942,0.2926104168357265
7,107,84.5856,14.8612,81,23.2159,0,119,117,16,136,15,0.99386,89.52078,0.0,0.0,0.53571,4.246,12.85182,0.0,0.0,129.0,42.45576,8e-05,0.5,2.534,-1.0,0.422986,0.2702976975404083,0.20519489467995153,0.2137273975406982,90.00672891937492,559.6871139457378,0.2659850891832496,87.835669432374,89.44890051095851,0.21219634923694136,56144.805086881606,0.39890512613630197,0.5658755399409677,3.1454475308641974,5.47830787348026,0.28244364713417575,50.98958220305266,0.2177718351427606,0.20646848121624228,69390.84041098271,8.74243991889783,0.6295035294117646,0.2928645040197538
8,108,84.6564,14.9397,81,21.902,0,119,117,16,136,15,1.00115,89.59218,0.0,0.0,0.60714,4.258,12.8212,0.0,0.0,129.0,42.52469,8e-05,0.5,2.891,0.19766,0.395395,0.2717379353579544,0.2052907156805644,0.21492824438553584,90.44893619124615,559.6373309244162,0.26262935642619195,86.69207529986863,89.48030489415353,0.2122174408835364,56296.64113833424,0.4002053980154864,0.5658755399409531,2.8310667438271606,5.325015260005376,0.280962470423947,51.129162258572045,0.21911933816845688,0.20830528157604897,69339.7373210331,8.696000811183183,0.6293898039215686,0.2932823825928454
9,109,84.3724,14.7078,81,23.7424,0,119,117,16,136,15,0.98786,89.27699,0.0,0.0,0.67857,4.249,12.88254,0.0,0.0,129.0,42.58015,8e-05,0.51,3.02,-1.0,0.423541,0.2718570445453973,0.20554287504879684,0.21534477676647057,91.07399933378255,559.6140155877154,0.2596226403894635,87.10470716696261,89.54045915500458,0.21298349457943871,55867.22545679007,0.4025586596306055,0.5686873770915865,2.798273533950617,5.401982797600908,0.28086612675042727,51.038878452630684,0.22717353779627136,0.20975282577118143,69415.78175882068,9.26818551524123,0.6289309803921568,0.29378960231719975
