,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,fft,saturation,cubrow.0.5,contrast,cubrow.0.3,cubcol.0,blockiness,cubrow.0,cubrow.1.0,cubrow.0.6,temporal,color_fulness,uhdhdsim,cubcol.0.5,movement,cubcol.1.0,noise,cubcol.0.3,blur,tone,staticness,cubcol.0.6
0,200,36.5754,9.33357,28,0.0,0,108,119,7,138,7,1.00265,38.46061,0.0,0.0,1.78571,8.27,0.0,0.0,0.0,128.0,42.32255,0.0,0.4,3.805,0.0,0.820453,63703.13773055241,55.94740427276235,0.08418716914902837,90.34924358168068,0.11173088242913468,0.09218230515923355,1.5075436331133014,0.11605246010762503,0.1516041614913888,0.144305652180607,0.0,63.80556161705179,99.73454541756848,0.11071071602351511,0.0,0.10516435421290238,0.35631559453858436,0.09334186595356024,9223.794765187666,0.6203133333333334,584.9700746858545,0.13323156800311195
1,201,36.5028,9.12404,28,11.7078,0,108,119,7,138,7,0.99952,38.43144,0.0,0.0,1.85714,8.269,8.02366,0.0,0.0,123.0,42.16104,0.0,0.4,4.274,-1.0,0.820415,63858.489000662375,55.8981172538098,0.08278337118994886,89.6730589272304,0.09626281932033724,0.09091627094274417,1.8915440911367827,0.11464810261482752,0.13089201312090457,0.14062923904511823,4.442101143685322,63.84367925271934,99.7377786684852,0.11880810489562076,3.191502700617284,0.10213009980394795,0.3563155945385817,0.08924510864597401,9163.42485133646,0.6182666666666667,584.3473832955175,0.128553874377426
2,202,36.7596,8.54315,28,11.3435,0,108,119,7,138,7,0.99612,38.70655,0.0,0.0,2.67857,8.286,7.84155,0.0,0.0,126.0,42.13398,0.0,0.4,4.022,-1.0,0.798799,63756.09406062591,56.05376085822965,0.0869481126988379,90.16034960232106,0.09298051598202005,0.09067346121387175,1.3266567288438686,0.11443931297762643,0.12982399720987262,0.14009636515403792,4.505533024587452,64.02493931837223,99.69089914995553,0.1281218347913105,2.6927565586419755,0.1005919338354673,0.3563155945385856,0.08794724607255716,9360.868557280495,0.6174482352941176,584.4520441008953,0.12704912782769073
3,203,36.888,8.59921,28,11.144,0,108,119,7,138,7,0.99735,38.84599,0.0,0.0,4.25,8.289,7.34936,0.0,0.0,125.0,42.1641,0.0,0.4,3.487,-1.0,0.795046,63762.582905990464,55.90852939935378,0.08582899460720131,91.44351669437017,0.09086495623146987,0.0906562385886357,1.8842314554087753,0.1140141261370268,0.12635499991763463,0.14067119721514837,4.329119434383913,64.06468258594973,99.66706759708325,0.12853975390141734,2.2182677469135803,0.09920266272944103,0.35631559453858513,0.08835386256694415,9470.381031482852,0.617536862745098,584.6165410954286,0.12584779812385605
4,204,36.9961,8.63526,28,11.8242,0,109,119,7,138,7,0.99797,38.94595,0.0,0.0,3.39286,8.291,7.41047,0.0,0.0,125.0,42.41515,0.0,0.4,3.224,-1.0,0.679425,63746.212908619105,56.448049097885324,0.0872537128038886,89.66588128873893,0.08994182194857381,0.09165992787590563,1.4749466449479234,0.11347005294352244,0.12459992489203787,0.14149222678169243,4.512158874313639,64.6202924083206,99.64207755191725,0.1266635520781186,2.0044849537037037,0.09665289425971277,0.3601566355176448,0.08746260870212896,9510.51824973215,0.6235799999999999,585.710702708726,0.12432148607140807
5,205,37.1319,8.56395,28,11.4884,0,109,119,7,138,7,0.99765,39.13177,0.0,0.0,3.07143,8.323,7.46353,0.0,0.0,121.0,42.63998,0.0,0.4,3.641,-1.0,0.640788,63702.28742173361,57.352616486725985,0.08905208092583579,92.93493527724834,0.08922352816126951,0.09335552686080063,1.4103478569443468,0.1133913368017432,0.12498444947403049,0.14173512593558957,4.751138792989204,65.83022482633594,99.61581918975524,0.12225221010168208,1.8252797067901234,0.0947199926706697,0.36237426156087005,0.08800851479832393,9613.089576962775,0.6282462745098039,588.5606572411496,0.12442636353909352
6,206,37.1199,8.3574,28,10.6818,0,109,119,7,138,7,1.00047,39.11856,0.0,0.0,3.78571,8.341,7.35714,0.0,0.0,121.0,42.73117,0.0,0.4,3.016,-1.0,0.632421,63725.84494967646,57.23235537682051,0.09181532535183315,86.96739917238112,0.0885933572722595,0.09413095720739599,1.3669098144167884,0.1140051582187172,0.12394777214796487,0.14182150285279715,4.305928784599819,65.61198985803954,99.61725588585932,0.11665490583211688,1.8248456790123457,0.09338028257319292,0.36015663551764804,0.08819333827714006,9605.508482783522,0.6313572549019608,590.5796674964769,0.12318952095812884
7,207,37.1614,7.68951,28,10.1618,0,109,119,7,138,7,0.99587,39.14334,0.0,0.0,4.96429,8.285,7.1841,0.0,0.0,121.0,42.81313,0.0,0.4,3.2,-1.0,0.6957,63792.09008731714,57.29233108332128,0.09405612358565633,90.68044664708798,0.0879816733959225,0.0941832090779756,1.8176824346150646,0.11488405602585704,0.12210670860492066,0.1423000513669028,4.275911239007226,65.70345139819212,99.6186600677332,0.11310734565833874,1.7651909722222223,0.0933591430108401,0.36015663551764715,0.08808616253307966,9618.938870794214,0.6344659215686272,592.1142139396392,0.1226875309052843
8,208,37.0779,7.35284,28,9.46027,0,109,119,7,139,7,0.99288,39.04276,0.0,0.0,3.46429,8.257,6.60683,0.0,0.0,121.0,42.87028,0.0,0.4,3.148,0.22351,0.680765,63623.41021950582,57.34378390842014,0.09698834792457049,88.87179861445433,0.08764845550702424,0.09419494879719248,1.6103399145701434,0.11603338182503482,0.12036308763543714,0.14252602400717806,4.125901549129232,65.89025421813776,99.63145862944396,0.1106203554287594,1.4017168209876543,0.09318500094351707,0.3601566355176462,0.0886912914739402,9578.55991611362,0.6359101960784312,593.3825150193674,0.12282689339054062
9,209,37.1831,6.95527,28,8.91084,0,109,118,7,139,7,0.98866,39.10134,0.0,0.0,2.42857,8.262,6.31717,0.0,0.0,121.0,42.94148,0.0,0.41,2.871,-1.0,0.767482,63652.26741740371,57.429769256968555,0.09907621974290637,87.68161228128078,0.08719867922657024,0.0948247741248747,1.551123333870545,0.11741991561611545,0.11966859672099818,0.14267699685287286,4.11649480916579,66.45872038691691,99.62751083729486,0.10854466178683247,1.3513695987654322,0.09361102739323393,0.3601566355176453,0.08968605860203942,9640.781729671013,0.6379796078431372,594.566125971636,0.12240434924438316
