,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,cubrow.0.6,tone,cubrow.1.0,movement,cubcol.0,cubrow.0.3,uhdhdsim,noise,blur,cubcol.0.6,cubrow.0,temporal,cubcol.0.3,fft,cubcol.0.5,color_fulness,cubrow.0.5,blockiness,contrast,staticness,saturation
0,200,48.8711,20.514,30,0.0,0,117,113,13,138,14,0.99788,45.41847,0.0,0.0,4.5,5.203,0.0,0.0,0.0,126.0,27.40754,8e-05,0.32,1.702,0.0,1.313935,0.11217563994593759,0.10616308477864593,0.4124262745098039,0.10147035759456277,0.0,0.07979550373698094,0.19144534967968113,96.17917559725322,0.3254280483197093,19102.63548782488,0.07362250250266304,0.252115017913577,0.0,0.13835416454943067,66433.90613412841,0.06635087022009231,83.33472550980837,0.11446087849736215,1.46112347122037,89.76136353831181,590.9799622660785,61.997136057159054
1,201,48.7398,19.6995,30,22.4362,0,117,113,13,138,14,0.99653,45.29004,0.0,0.0,5.5,5.197,17.61252,0.0,0.0,126.0,27.07206,0.00012,0.32,1.655,-1.0,1.29684,0.09109651687276768,0.09190945292144075,0.4093462745098039,0.08338418166718176,11.910493827160494,0.07992762587345392,0.1830140154631246,96.26223140843118,0.32321042227648844,19096.598032187965,0.07052356130435586,0.24750144134473834,5.186877348719404,0.12318149969988836,66418.04451187306,0.06569254826614729,82.2019987467542,0.1014343290832189,1.4417776905786834,89.5224646968329,571.1460296777472,61.945938298731676
2,202,48.1758,19.0971,30,20.5644,0,117,113,13,138,14,0.99915,44.7664,0.0,0.0,5.21429,5.252,16.91285,0.0,0.0,125.0,26.89234,5e-05,0.32,1.67,-1.0,1.296347,0.08749721928969696,0.08966411482785792,0.40844509803921575,0.08063652575076435,10.143373842592593,0.07835358804224249,0.18371679091603696,96.33023824110181,0.323210422276485,18336.185039263954,0.07082299412829662,0.24499792183357674,4.938666483295916,0.12121585894319375,66265.74311432705,0.06699221304001782,81.43178736427348,0.09738670410625376,0.9661265967809094,86.02992713185567,555.8576248639141,62.061252358519006
3,203,48.9586,19.2036,30,20.9027,0,117,113,13,138,14,1.00037,45.45858,0.0,0.0,3.42857,5.236,16.39659,0.0,0.0,125.0,26.85123,7e-05,0.32,1.609,-1.0,1.293761,0.08541361956095476,0.0866194894219176,0.4123886274509805,0.07957118969746928,9.161168981481481,0.07903282395973636,0.18520317454752674,96.1211697908925,0.32321042227648694,18991.964473277792,0.0701837066506732,0.2435529240311849,4.91220651630164,0.12045213120771542,66279.56273899,0.06610982511312379,81.32844276292303,0.09472211305837541,1.2438318960686876,85.74988330466141,543.9394488395526,62.35472446017795
4,204,49.0582,18.8057,30,21.2522,0,117,113,13,138,14,1.00335,45.50542,0.0,0.0,5.07143,5.257,16.48863,0.0,0.0,125.0,26.8199,7e-05,0.32,1.589,-1.0,1.338766,0.08382365266461904,0.08454652048035718,0.4166360784313726,0.07801998543789421,7.850742669753086,0.07869328755572542,0.18395304855625855,96.11024407510638,0.3209927962332558,19098.862632445427,0.0692259069052267,0.2443043799631027,5.113377931803671,0.12125556290019711,66330.96286715152,0.06382167223728547,81.32210001975017,0.09430481203422594,0.7792632238258471,87.44529219188932,534.1633693495912,62.474599202473954
5,205,48.6017,18.6718,30,21.4486,0,117,113,13,138,14,0.99843,45.02928,0.0,0.0,4.28571,5.221,16.14404,0.0,0.0,124.0,26.75155,4e-05,0.32,1.493,-1.0,1.448719,0.08334022757161046,0.08403093586127883,0.4191070588235294,0.0778790741486868,6.852478780864198,0.07882179846723693,0.18182766450335136,96.27213195194228,0.3171517552541889,18714.80446271051,0.06941093601806822,0.2438193617860775,5.013645747285058,0.12015759803573645,66292.72571054124,0.0659514382812613,81.0772547193354,0.09141144677026972,0.8751752648941372,87.72171911769605,526.668131700701,62.54044634030189
6,206,49.1,19.6016,30,19.2413,0,117,113,13,138,14,0.99574,45.5286,0.0,0.0,4.60714,5.17,16.03162,0.0,0.0,124.0,26.90612,4e-05,0.32,1.614,-1.0,1.405997,0.08377209923775751,0.08324482443437166,0.4218890196078432,0.07805754450190158,6.209008487654321,0.07951346937886997,0.18144854265604773,96.15769902881928,0.3209927962332541,19090.226302909174,0.0691153914628758,0.24350912348510723,4.711054298170277,0.11919262812395387,66301.39395106753,0.06483240660526575,80.92260655345873,0.09220625554005653,0.8889549121517144,88.0911301565475,521.1560828471678,62.58145913960021
7,207,49.7234,19.0053,31,20.5071,0,117,113,13,138,15,1.00056,46.09456,0.0,0.0,3.85714,5.194,16.831,0.0,0.0,123.0,27.0797,8e-05,0.31,1.614,-1.0,1.340559,0.08289814742459646,0.08201655888692706,0.42873843137254897,0.07790343680548188,5.967689043209877,0.07965063162251425,0.1805475496054312,96.03232719245143,0.32099279623325444,19798.929633767948,0.06802849936349327,0.24335018157007177,5.033640896012576,0.1186718471673505,66382.63109357929,0.0632164247999269,79.98733205021107,0.09009258843020698,1.0514872376098912,85.60187793081211,516.6150998569998,62.57300577045959
8,208,49.3942,18.7445,30,19.2333,0,117,113,13,138,15,0.99992,45.75775,0.0,0.0,5.75,5.209,16.31599,0.0,0.0,123.0,27.00317,4e-05,0.32,1.47,0.30247,1.461542,0.08274787262680258,0.08161610275993099,0.42611411764705875,0.07718382627156278,5.414496527777778,0.07983340476666183,0.18129246538482935,96.14976296670177,0.3127165031677306,19676.068728717488,0.06850210274696694,0.24301091941907488,4.824950125277955,0.11800469089855237,66359.50720470409,0.062199472143414744,79.50519225474274,0.08979429815491788,1.2512897606112026,86.13030888684962,512.5983348951203,62.50708836684993
9,209,50.2315,18.9972,31,21.6153,0,117,113,13,138,14,1.00123,46.55751,0.0,0.0,4.67857,5.189,16.0972,0.0,0.0,122.0,27.11089,5e-05,0.32,1.443,-1.0,1.35551,0.08560229010594615,0.08196069487700508,0.42604235294117654,0.07577824581725194,5.544704861111111,0.07973321493158837,0.18221210023599782,95.95421454902913,0.3209927962332549,20343.36551621473,0.06866108266755841,0.24210608627565958,4.754232178247195,0.11678393322038831,66623.33414198914,0.06087824103934603,79.65366052534233,0.08847946774893704,1.330129036197792,88.9433439451497,508.7949724805078,62.53932114589361
10,210,49.9152,18.4593,31,21.2622,0,117,113,13,138,14,0.99916,46.25291,0.0,0.0,3.46429,5.207,16.31417,0.0,0.0,122.0,27.16843,5e-05,0.31,1.488,-1.0,1.367423,0.08222090695538353,0.082545530430707,0.4283621372549013,0.07503224913131297,6.714409722222222,0.07930740206031868,0.1815406938082014,96.05699942003993,0.32099279623325416,20074.37236540113,0.06848556488361925,0.24157552026913268,4.958709687189932,0.11600726013478811,66459.91581830519,0.060287429400952774,79.65257775913418,0.08819963232889792,0.8950131825913425,88.66965600734747,504.84593054622354,62.528842502170136
11,211,49.9386,18.6832,30,21.1589,0,117,113,13,138,14,0.99924,46.23956,0.0,0.0,4.25,5.201,15.84941,0.0,0.0,120.0,27.18647,3e-05,0.31,1.43,-1.0,1.454403,0.08127014538383816,0.08268124753440594,0.4292273725490161,0.07577870574651334,7.716435185185185,0.0794745014161476,0.18201794206973132,96.0787926577916,0.3149341292109588,20143.939926423103,0.06937047149442507,0.24165473459903963,4.641140470152043,0.11534310307781769,66428.23171886269,0.06171195833145203,79.58413735318936,0.0919901581287775,0.9337988346396825,85.39836035655536,500.9487041681248,62.64548275794512
12,212,50.4743,18.9864,31,21.1534,0,117,113,13,138,15,1.0041,46.76559,0.0,0.0,4.89286,5.192,16.03965,0.0,0.0,120.0,27.28592,8e-05,0.32,1.47,-1.0,1.323375,0.08147638969266528,0.08229554350754414,0.4301878431372549,0.07533453064719342,7.483217592592593,0.07925199483860852,0.18288998251388316,95.97598720728571,0.3209927962332557,20730.87981050095,0.06890023437132678,0.24078668732977623,4.831869074311307,0.11471061798666048,66686.14791758305,0.06217685010603985,79.74720353733063,0.09281083191512965,0.9608034306879638,86.34229740456485,497.09880275354635,62.6637944351008
