,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,movement,tone,temporal,uhdhdsim,blur,color_fulness,cubrow.0,cubcol.0,cubcol.0.6,saturation,cubrow.1.0,staticness,cubcol.1.0,contrast,blockiness,cubrow.0.6,noise,fft,cubcol.0.3,cubrow.0.3,cubcol.0.5,cubrow.0.5
0,200,50.37,20.9504,35,0.0,0,117,113,14,138,16,0.99903,47.93858,0.0,0.0,5.35714,5.195,0.0,0.0,0.0,125.0,27.75222,7e-05,0.47,1.588,0.0,0.533651,0.0,0.41810937254901837,0.0,95.92926776887137,21387.20714815077,83.8605624113166,0.26270832249897635,0.08428905966371117,0.08180637487552445,62.07888812783323,0.11138188311565676,597.6772245535802,0.12248162971350605,86.77184939587835,1.6575192392342386,0.11503132329992997,0.38720314075744816,66934.49111578571,0.15327249098659873,0.2042683765824967,0.07523047714637389,0.12297787541772125
1,201,50.2006,20.1141,34,22.1861,0,117,113,15,138,16,0.99736,47.75864,0.0,0.0,5.03571,5.185,17.98914,0.0,0.0,125.0,27.41777,7e-05,0.47,1.461,-1.0,0.523605,12.240258487654321,0.41480156862745104,5.379792864427597,96.0252654672963,21343.44982927734,82.77511484547,0.2590466971932557,0.08324940510473626,0.07786783314279404,62.032672081464604,0.09328773219979591,577.0024298480083,0.101701318611527,88.62395569498841,1.478025398544343,0.10039890123293996,0.3849855147142232,66820.07907968308,0.13679104101334608,0.19350114435760463,0.07418046095747671,0.11024972821459743
2,202,49.565,19.4989,34,20.6607,0,117,113,15,138,16,1.00017,47.1457,0.0,0.0,5.96429,5.257,17.27138,0.0,0.0,125.0,27.23547,5e-05,0.47,1.822,-1.0,0.551098,10.349971064814815,0.4138741176470589,5.065816148307871,96.11503189001859,20478.570677793952,81.99301934289826,0.2578463719660846,0.08149810525488976,0.07773038447742939,62.14607238769532,0.09060121045101337,561.4413425249273,0.09894970862361117,88.52558723316903,1.333809798698856,0.09775469995579877,0.384985514714218,66673.03125299311,0.13487119782498597,0.19446234284902525,0.07562128749299847,0.10591857154175541
3,203,50.4627,19.6419,35,20.8586,0,117,113,15,138,16,0.99858,47.97801,0.0,0.0,4.35714,5.203,16.74392,0.0,0.0,125.0,27.19427,7e-05,0.47,1.626,-1.0,0.515367,9.31640625,0.41840866666666654,5.051084793772383,95.86208720101455,21281.734851887006,81.86346275551857,0.2563543956761675,0.08178386556355217,0.07731744011672992,62.43852271562741,0.0896537207325394,549.3992238758153,0.09632284099815175,88.3213566765381,1.2386703977866096,0.09506543084530825,0.3849855147142205,66782.17429394777,0.1343849913049928,0.19605303100401944,0.0752722014070391,0.10367361240052012
4,204,50.5564,19.2288,34,20.9688,0,117,113,15,138,16,1.00196,47.9983,0.0,0.0,5.03571,5.232,16.86138,0.0,0.0,124.0,27.16229,0.00011,0.47,1.553,-1.0,0.538022,8.017409336419753,0.4226996078431373,5.3378282532952435,95.87644680660591,21413.607758887505,81.89701521071386,0.2571263373647704,0.08171084942675343,0.07654092936908041,62.55566443926023,0.08778405979293848,539.5766682272088,0.09478447654029848,84.37669710255436,1.0965860710076216,0.09328425493381194,0.3849855147142187,66804.8126374894,0.13380427157835148,0.19537174733599819,0.07282421199104258,0.1025547813023135
5,205,50.0138,19.0588,34,21.2596,0,117,113,15,138,16,1.00133,47.37193,0.0,0.0,4.71429,5.208,16.50928,0.0,0.0,123.0,27.08569,2e-05,0.46,1.38,-1.0,0.631315,6.98095100308642,0.423450588235294,5.184135579117785,96.07372083625955,20919.718162042245,81.6932005493245,0.25675894993639264,0.08163269443509001,0.07633443992880218,62.616989324122294,0.08722412796307004,532.0407483761944,0.09432618641839662,87.95830206946178,1.2968855718298051,0.09266669252629897,0.3744915956054666,66692.95003939712,0.13314967229453897,0.19329707661653842,0.07422163503610027,0.099544273640213
6,206,50.5416,20.0495,34,19.1542,0,117,113,15,138,16,0.99805,47.95285,0.0,0.0,5.35714,5.179,16.3663,0.0,0.0,123.0,27.24168,3e-05,0.47,1.416,-1.0,0.575704,6.2825038580246915,0.4260682352941177,4.837014133653804,95.9366658124239,21345.98203204447,81.51302507387777,0.2565011384546027,0.08207201937864296,0.07627964289733645,62.65932756588782,0.08716237596090519,526.4907018095955,0.09435276725930573,87.71131535242056,1.0837896832962939,0.092110416654756,0.38276788867098493,66775.03290201143,0.13238668903989986,0.1927916486927255,0.07328744313580124,0.1003012536643987
7,207,51.2444,19.4393,35,20.2612,0,117,113,15,138,16,1.00002,48.61074,0.0,0.0,4.17857,5.19,17.22017,0.0,0.0,123.0,27.41792,5e-05,0.47,1.605,-1.0,0.547155,6.055603780864198,0.4314819607843136,5.305183884475326,95.79504902334185,22179.660292280383,80.60292302079701,0.2563694656746346,0.08225725901499353,0.07536217477359612,62.64987879623602,0.08655081826259188,521.9212342808794,0.09325955932011071,86.1065573215275,1.1800953858645349,0.09085551702573166,0.3849855147142185,66910.46167589036,0.13132223703771495,0.19206156421980666,0.07161600925586559,0.09819957006706494
8,208,50.8098,19.1963,34,19.274,0,117,113,15,138,16,1.00208,48.10515,0.0,0.0,5.60714,5.205,16.69177,0.0,0.0,122.0,27.33536,2e-05,0.47,1.495,0.22274,0.631215,5.512104552469136,0.4288478431372549,5.013568283198938,95.95899860405011,21970.71044496562,80.13374271890153,0.256046281133631,0.08216292565506683,0.0754793641183769,62.57234568654755,0.08591206310836101,517.9025842317903,0.09335669680817715,86.6099362592884,1.5501842710216989,0.09029366573589372,0.3744915956054642,66805.79261936485,0.1307094774052756,0.1927088641280868,0.07049554240888507,0.09796710243581876
9,209,51.7679,19.4952,35,21.821,0,117,113,15,138,16,1.00191,49.08858,0.0,0.0,5.21429,5.172,16.48582,0.0,0.0,122.0,27.44856,5e-05,0.47,1.534,-1.0,0.572526,5.616271219135802,0.43082482352941165,4.931834194534174,95.71817848690573,22819.16314111353,80.20237399152784,0.2553034709085015,0.0822057445949128,0.07589028421234394,62.61094345281154,0.08444311937516073,514.1061095085792,0.09572977310253275,85.53441007339819,1.3320182004556431,0.09029927863097979,0.3849855147142181,67107.76929859976,0.12961300641885967,0.19351304798848187,0.06921948654998797,0.09696986459237951
10,210,51.4478,18.9187,35,21.0064,0,117,113,15,138,16,1.00012,48.7557,0.0,0.0,4.25,5.211,16.7439,0.0,0.0,121.0,27.50456,2e-05,0.47,1.495,-1.0,0.557504,6.771942515432099,0.4319160784313726,5.211095702639503,95.82527919389386,22515.323351351704,80.30800127846071,0.2546258193443816,0.08183577531462777,0.07565485970767982,62.604193039882325,0.08389658892777214,510.1657951234819,0.09286035900908193,89.40150753986643,1.0597147879476696,0.09064047456388613,0.38276788867098416,66987.30743511443,0.12898880199819995,0.19301272579525483,0.06871156151908354,0.09644365287527011
11,211,51.3799,19.1393,34,21.1097,0,117,113,15,138,16,0.99963,48.61719,0.0,0.0,4.60714,5.204,16.24539,0.0,0.0,120.0,27.51664,4e-05,0.46,1.502,-1.0,0.614093,7.763937114197531,0.43308156862745106,4.757653552851543,95.88887618193091,22482.068375642957,80.20463617041108,0.25464976506528963,0.08199649334997315,0.07640953633119937,62.71793280707465,0.08476644577581045,506.2836547076826,0.09202461286016314,86.4039965071884,1.2000867342785375,0.09053634306505691,0.3767092216486933,66915.92704646183,0.12838507910265196,0.19349291104657007,0.06962316145293744,0.09997434610452208
12,212,52.0158,19.457,35,21.0094,0,117,113,15,138,17,1.00401,49.29227,0.0,0.0,4.92857,5.18,16.43354,0.0,0.0,120.0,27.62429,4e-05,0.47,1.476,-1.0,0.534367,7.527006172839506,0.43365450980392156,4.9977543986338295,95.74683230789182,23232.615845582484,80.36965956662182,0.2536590792767554,0.08192637254501442,0.07616354417174971,62.741346382800444,0.08443470126437005,502.45153329543206,0.0922463996128544,88.59685543801531,0.9901447102131429,0.09011980869333336,0.38498551471421943,67211.66796851474,0.1279541419697194,0.19443251614883278,0.07032256994110418,0.10121111701059186
13,213,51.7196,19.6421,35,21.6353,0,117,113,15,138,17,1.00211,49.00492,0.0,0.0,4.60714,5.227,16.70582,0.0,0.0,119.0,27.71365,5e-05,0.47,1.563,-1.0,0.558095,7.401957947530864,0.432618137254902,5.13238666778572,95.79690047609715,22849.68370705234,80.53030208660782,0.2537042998792286,0.0819690693522333,0.07608468172043191,62.64552005720727,0.08374136507631766,498.66326861730903,0.09212683078281805,89.2681035996362,0.9588439449916016,0.08929296975194957,0.3827678886709838,67085.00455114116,0.12744689812584495,0.19578082183410817,0.07065815746105188,0.10228776003304045
14,214,51.8245,20.7654,35,19.3765,0,117,113,15,138,16,1.0003,49.13885,0.0,0.0,4.10714,5.301,16.86413,0.0,0.0,119.0,27.88527,5e-05,0.47,1.581,-1.0,0.538452,7.420814043209877,0.4313680196078431,4.681482007991942,95.77876604304385,22935.7057143566,80.95706162098502,0.253860028588086,0.08210394040480737,0.07639459270678484,62.673737890926404,0.08301962098588427,495.1232036055082,0.09325975580791726,89.42234552811182,1.0376932934144891,0.0885229137212475,0.38336209977838437,66986.70637825827,0.12724467417897833,0.19628505624077758,0.07149584499911574,0.1015270097963247
15,215,51.8493,20.4809,35,21.9599,0,117,113,15,138,17,1.00037,49.26381,0.0,0.0,3.60714,5.322,17.83203,0.0,0.0,120.0,28.14031,4e-05,0.47,1.612,-1.0,0.519342,9.04981674382716,0.4336549019607844,5.07308942717971,95.76660039914317,22950.003417031334,81.49370111282872,0.2534187267005658,0.08210052618552593,0.07630979752767784,62.47698239926939,0.08203780083753537,491.82481278305903,0.09529961668307275,88.44287463058562,1.4500048173529898,0.08778399758351497,0.3849855147142196,67056.91884946078,0.12686642330597725,0.1966107337141067,0.07267822256787491,0.10035867440628954
16,216,52.3035,20.9716,36,23.1538,0,117,113,15,137,17,1.00178,49.7608,0.0,0.0,4.96429,5.433,17.59288,0.0,0.0,121.0,28.53373,5e-05,0.47,1.631,0.22878,0.52082,9.849247685185185,0.43367915686274494,5.175152221996309,95.71678306805899,23087.994250341028,82.4166478401668,0.2535329422410821,0.08212431115828991,0.07629035433499477,62.327794204523535,0.0807589522646284,488.8081932766678,0.09472487446161014,88.64794244477878,1.107267609284285,0.08736542782879891,0.3849855147142182,66985.41816683808,0.1265673604033239,0.19679545602361614,0.07569897546342295,0.10153038181043748
