,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,contrast,cubcol.0.5,staticness,cubrow.0,blur,movement,cubrow.1.0,color_fulness,cubrow.0.6,saturation,cubrow.0.5,uhdhdsim,cubrow.0.3,cubcol.0,temporal,fft,cubcol.1.0,blockiness,cubcol.0.3,cubcol.0.6,noise,tone
0,0,27.4443,12.5193,12,0.0,0,118,115,4,138,5,0.98617,25.47204,0.0,0.0,14.96429,9.032,0.0,0.0,0.0,120.0,25.55794,0.0,0.3,3.268,0.0,8.245432,92.03704653527751,0.044315042127139846,580.4958617306215,0.09088312838087435,4329.435687885265,0.0,0.027486658877619207,77.12806794693805,0.11986786165918958,55.81372578938802,0.11887956555049255,102.64117243817317,0.09332470128811346,0.07138351479508667,0.0,61143.27016447776,0.06484074970567028,0.8892358554126572,0.08890707217293553,0.12477228657812497,0.1604963981166233,0.3912549019607844
1,1,27.9247,12.8087,12,8.47187,0,118,115,4,138,5,0.99225,25.89588,0.0,0.0,13.60714,8.982,10.742,0.0,0.0,118.0,25.60545,1e-05,0.3,2.952,-1.0,8.260439,89.23797867923862,0.04467443902162362,573.7522412737335,0.09085884057349332,4538.653614549498,5.136911651234568,0.026878321344483532,76.90658090529828,0.10411724159488009,55.86249777711468,0.10029726018259656,102.5765969918371,0.08950244565672039,0.07106638165781128,3.387202045838316,61185.551389575085,0.06345620856318418,0.9667657875375191,0.07879271414900985,0.11815230731210935,0.16049639811662297,0.3922886274509805
2,2,27.707,13.0441,12,8.66299,0,118,115,4,138,5,0.99558,25.68832,0.0,0.0,17.39286,9.072,10.99052,0.0,0.0,118.0,25.61934,0.0,0.3,2.866,-1.0,8.269288,92.87388857203214,0.04455654686933359,567.9551880701217,0.09062388288544761,4451.695921448475,5.025270061728395,0.02749577125417546,76.73645239073518,0.10044157139619656,55.8440385983314,0.09248133144138863,102.60023049961524,0.08685298499907468,0.07104964916686991,3.4103088900894365,61143.866083877416,0.06375319823557549,0.6534644626353143,0.07184016117139037,0.11088719522363595,0.1604963981166217,0.3908129411764707
3,3,27.7045,13.1679,12,9.0332,0,118,115,4,137,5,0.99536,25.65102,0.0,0.0,17.71429,8.97,11.19386,0.0,0.0,115.0,25.63979,0.0,0.3,2.944,-1.0,8.309453,90.0087839090789,0.04452245137869068,562.659535080077,0.09052215269030857,4445.285794096687,4.495900848765432,0.02679458397019108,76.59830285273024,0.09974349938720457,55.888017442491325,0.09041776968410639,102.64855918209159,0.08558764466191253,0.07107392956341907,3.3842508438994523,61115.069277122704,0.06376039137079834,1.0199558405478226,0.059981490551792555,0.10267779899848428,0.1544377310943291,0.3903094117647059
4,4,27.3522,13.4135,11,8.55624,0,118,115,3,137,5,0.99378,25.32914,0.0,0.0,15.03571,9.166,11.30425,0.0,0.0,116.0,25.64254,0.0,0.3,2.909,-1.0,8.306415,90.00599162641154,0.04449862426361253,558.266198754731,0.09007370378500142,4258.47245030269,3.880449459876543,0.026812885623877483,76.26615259528515,0.09611773040811246,55.76044341664256,0.08723022463759676,102.69833723616038,0.08444294695120948,0.07124326614318309,3.330154589662375,61176.48590055856,0.06301201970734098,0.8704181335825529,0.05395683055992027,0.09698334865319698,0.15222010505110015,0.39006670588235265
5,5,26.655,13.5478,11,8.56511,0,118,115,3,137,5,0.99256,24.71076,0.0,0.0,16.5,9.21,11.51428,0.0,0.0,119.0,25.58069,1e-05,0.3,2.734,-1.0,8.340527,89.89998334031081,0.04440749323834598,553.9058124630354,0.08991699237105162,3862.609984764135,3.6041666666666665,0.0266277299834721,75.80468802967573,0.09222120567474218,55.615382441767935,0.08303982241320833,102.85577922971923,0.08289250382747333,0.07130796714168293,3.3149084729682023,61116.4793326409,0.06299742500728514,0.8469616634300019,0.04961531906920171,0.09282745780610892,0.14453802309297906,0.3901090196078432
6,6,26.3553,13.4203,11,9.24496,0,118,115,3,137,5,0.99397,24.43987,0.0,0.0,14.53571,9.402,11.62452,0.0,0.0,120.0,25.50671,0.0,0.29,2.835,-1.0,8.383231,93.82621438318942,0.04435188295740413,549.7217140925277,0.09008575554166305,3728.6777457266435,3.51929012345679,0.026613632673706793,75.62104545204758,0.0893805907320835,55.60376409836757,0.08262620053684779,102.95068752879556,0.08176905422874499,0.07137809159284576,3.344523534617616,61034.708580651306,0.06316098136454804,1.205105223700821,0.046259090670466296,0.08925622033766538,0.14232039704974628,0.3897509803921569
7,7,26.0043,13.2665,11,9.13173,0,119,115,3,137,4,0.9924,24.1279,0.0,0.0,13.78571,9.294,11.51599,0.0,0.0,120.0,25.41728,0.0,0.3,2.835,-1.0,8.364367,91.22248388176317,0.04430125918679342,545.7125729655677,0.09008531518252613,3591.6947951045986,3.287037037037037,0.026609860674383277,75.1134411190394,0.08776699066811004,55.47613826798804,0.08338844679320934,103.00773835335482,0.080914914449489,0.07139937737763521,3.3237400533716275,61025.39434444679,0.06350893411287598,0.8617684799410723,0.04356649917865924,0.08668332840926501,0.14232039704973817,0.3883988235294118
8,8,25.7712,13.192,11,8.61383,0,119,115,3,137,4,0.99629,23.89819,0.0,0.0,9.82143,9.332,11.38287,0.0,0.0,120.0,25.27425,1e-05,0.3,2.8,0.65599,8.475716,91.56965857861915,0.04423720597167746,541.8805886019816,0.08978319001755226,3535.8647453129743,3.0909529320987654,0.026404436900844496,74.6222545990542,0.08664690844335786,55.515676992910876,0.08373218863230886,103.07675231872835,0.08049966026863156,0.0713652388013282,3.279461814332752,60906.94396250935,0.06398593938536806,1.040853849534337,0.04136695497784029,0.08474587770411968,0.13788514496328608,0.38693058823529414
9,9,25.7182,12.9408,11,7.7912,0,119,115,3,137,4,1.00412,23.82956,0.0,0.0,15.14286,9.198,11.31988,0.0,0.0,120.0,25.10498,0.0,0.3,2.732,-1.0,8.53504,92.72365291990205,0.044139786161835275,537.9732202617515,0.08965227970374304,3523.7162405306335,2.931134259259259,0.026475952883049724,74.24587729928558,0.08603433921781214,55.437357207875195,0.08539444566172837,103.10059791344273,0.08009712626250785,0.07134746951825693,3.257186010349811,60932.014109869364,0.06434163126272915,0.9307519467192549,0.03952627709381155,0.08280222172977436,0.13566751892005577,0.3841874509803922
10,10,25.7954,12.3956,10,8.40558,0,119,115,3,137,4,0.99843,23.87662,0.0,0.0,9.96429,9.121,11.10362,0.0,0.0,117.0,24.97083,2e-05,0.3,2.857,-1.0,8.709674,88.79123865937487,0.044076164756561925,534.131886759288,0.08970771818092826,3649.802443461124,3.9073591820987654,0.02581344678476724,73.970130521638,0.08548729406379443,55.4241594856168,0.08721845560332457,103.10729248431716,0.0799875637686117,0.07137346689432791,3.206464001674262,60937.129341012,0.06461245942910299,1.010532418768118,0.03794616543854043,0.08097780896075912,0.1356675189200547,0.38105725490196085
11,11,25.9381,11.3079,10,8.0518,0,119,115,3,137,4,0.99557,23.99886,0.0,0.0,9.0,8.952,10.63638,0.0,0.0,117.0,24.94606,0.0,0.3,2.865,-1.0,8.708205,88.23058058458582,0.0440041351350769,530.2852374620028,0.08970574957308018,3692.6460107952635,4.156925154320987,0.024941913371130765,73.68123520254312,0.08601944503842639,55.39666691532842,0.08723285207378799,103.09550766171736,0.0801068383752883,0.07144997405124143,3.1405229174388856,60897.06880144061,0.06488074914219037,1.0102293081785088,0.03657008013574853,0.08048355801079196,0.135667518920053,0.3786203921568627
12,12,26.2899,10.9521,11,7.31563,0,119,115,3,137,4,1.00132,24.3122,0.0,0.0,9.39286,9.076,9.70256,0.0,0.0,118.0,25.00225,1e-05,0.3,3.26,-1.0,8.721512,89.29071437053905,0.04401186264726854,526.5514010993992,0.08969163025391738,3783.039479051403,3.6589988425925926,0.02439063623715314,73.37463923721393,0.08617693330102873,55.3012077425733,0.08823058740340274,103.004497532817,0.08044636526096918,0.07147023597525441,3.0518217928221225,60802.72359399876,0.06516860688588579,1.3868687505829502,0.035374382188876154,0.08127126212692506,0.1356675189200528,0.37888627450980394
13,13,26.5148,10.6905,11,6.77639,0,119,115,3,137,4,1.00529,24.51424,0.0,0.0,14.32143,9.042,9.3946,0.0,0.0,119.0,25.05174,0.0,0.3,3.323,-1.0,8.786129,93.20919805872099,0.04407652574038299,522.8910118863503,0.08946953430581416,3829.4914572158764,3.158275462962963,0.023875350674076704,72.87899393054312,0.0865167260860756,55.20941972143856,0.08957872602101223,102.95747488488233,0.08076392020480413,0.07147463744462873,2.9963764392494645,60840.97627812963,0.06543590860141667,1.158858882674759,0.03431218658381434,0.08275088002105245,0.13566751892005255,0.37858078431372555
14,14,26.4479,10.9111,11,6.61304,0,119,115,3,137,4,1.00497,24.45493,0.0,0.0,9.64286,9.108,9.17207,0.0,0.0,119.0,25.01895,1e-05,0.3,3.371,-1.0,8.86862,91.79150667868072,0.04410077505533436,519.2818586455941,0.08922945484374137,3811.8168044543477,2.984182098765432,0.02387253451900237,72.62125324928118,0.08715661367539619,55.04185787248023,0.09020515355681982,102.96922613834215,0.08112342305304371,0.07156743613619643,3.0095596092989867,60852.587162638236,0.06561677309223733,0.9366897594597792,0.03335170694932547,0.08361459262433178,0.13566751892005,0.37574039215686283
15,15,26.4535,11.0974,11,6.48211,0,119,115,3,137,4,1.00048,24.46036,0.0,0.0,12.03571,9.107,9.35807,0.0,0.0,118.0,24.95144,0.0,0.3,3.293,-1.0,8.876595,91.86929629284897,0.04411257564709341,515.7489551237627,0.08905717208746136,3824.564004022289,3.607590663580247,0.02397203609380372,72.25462086273826,0.08801222221960552,55.03857045114776,0.09031951758545806,102.98630054460972,0.08153030818585229,0.0716340977069132,2.9941665410365808,60857.27308847017,0.06567949557509083,1.1226171840652446,0.032499629567316245,0.08207033225956187,0.13566751892005238,0.37436941176470595
16,16,26.4358,11.1922,11,7.11582,0,119,115,3,137,4,0.99855,24.44965,0.0,0.0,13.39286,9.18,9.52102,0.0,0.0,118.0,24.88688,0.0,0.3,3.76,0.66127,8.902244,90.9850227964046,0.04408895776666204,512.3219738557617,0.08885771283441289,3812.4477815924015,3.7918113425925926,0.024769020117824045,71.81110338449474,0.08873870119850742,55.1230293556496,0.09041515099736146,102.97888754639447,0.08211049064170536,0.0717403274809734,2.9906398421375746,60911.00595274278,0.06580355461770362,1.0811025680950814,0.031734043958241996,0.08090382262303729,0.12960885189776672,0.37349137254901954
17,17,26.6598,11.0184,11,6.63853,0,119,115,3,137,4,1.01641,24.63573,0.0,0.0,10.53571,9.136,9.60165,0.0,0.0,118.0,24.84546,0.0,0.3,3.66,-1.0,8.969817,90.76632220247456,0.044107620601906435,508.90465440705606,0.08867298414392698,3905.614376875877,3.658468364197531,0.025573294038161228,71.54374132025106,0.08932515236817366,55.113879733615455,0.0910757505912258,102.9298594745955,0.08305607961829833,0.07211029088870993,2.9913430694344467,60875.115259714825,0.06588768935287628,1.5696801970221377,0.031033225910047865,0.0798353034817824,0.12960885189776294,0.37317450980392153
18,18,26.8213,10.8996,11,6.53382,0,119,115,3,137,4,1.00654,24.77007,0.0,0.0,9.39286,9.067,9.45136,0.0,0.0,119.0,24.82075,0.0,0.3,3.871,-1.0,8.972198,90.89233349193958,0.04408589068597377,505.5236264149442,0.08846289442608363,3959.8744911482336,3.566261574074074,0.028039310007225652,71.45450840132747,0.08983216495089172,55.10834079318576,0.09191647325728658,102.87588049467801,0.08366026201805847,0.07286136009694759,2.936620539699885,60853.0852071241,0.0659876722893581,1.5216526137531663,0.0303960567161576,0.07879434567059053,0.12960885189775623,0.37299450980392157
19,19,26.9984,10.7232,11,6.27633,0,119,115,3,137,4,1.00158,24.91644,0.0,0.0,9.14286,9.163,9.34963,0.0,0.0,119.0,24.82093,0.0,0.3,3.639,-1.0,8.987827,87.7955598743241,0.044099028674232474,502.2138688308576,0.08827503076151755,4051.0001447155564,3.431423611111111,0.03117271117094423,71.18986751906847,0.09032513916588361,55.02901750729408,0.09272536743741314,102.83830959280635,0.08448495794303754,0.07263221085247264,2.8668086754680164,60675.551880290936,0.06608457309744604,1.12233906424199,0.02979858830092052,0.07793571829547094,0.1257678109186961,0.3712741176470589
20,20,27.2934,10.5882,11,6.04308,0,119,115,3,137,4,1.00445,25.16068,0.0,0.0,7.57143,9.133,9.19951,0.0,0.0,120.0,24.86192,0.0,0.3,3.936,-1.0,9.018131,88.83074389203335,0.044156009736317774,499.05982708224474,0.0880939389514729,4193.48879806854,3.9734278549382718,0.034097617485381884,71.22067053819167,0.09066526124168826,55.07592942979601,0.09348515012239703,102.7924898206341,0.08514230364872076,0.07267257590818563,2.834349116662141,60845.45883065094,0.06617370866474795,0.8218228699109843,0.02925680373649219,0.07731942361584378,0.1235501848754668,0.3705929411764705
21,21,27.4509,10.4142,11,5.89412,0,119,115,3,137,4,1.00829,25.30704,0.0,0.0,11.75,9.203,9.08482,0.0,0.0,121.0,24.88778,1e-05,0.3,3.951,-1.0,9.014684,92.97320076695694,0.044191314739079175,496.1001674606724,0.0879587098541496,4238.107218411828,3.8036747685185186,0.03671112129091318,71.27772023286015,0.09096142661617254,55.22232696156443,0.0938036311438113,102.73932445894465,0.08569326245521197,0.07275217770118864,2.822861514881955,60823.917651492884,0.06627640483257069,0.9664287680012881,0.028746449129355884,0.07779546475100273,0.1174915178531767,0.36903764705882364
22,22,27.9068,10.3061,11,6.15349,0,119,115,3,137,4,1.00965,25.69689,0.0,0.0,11.5,9.14,8.93701,0.0,0.0,121.0,24.96473,0.0,0.3,4.325,-1.0,8.994904,88.95527107767258,0.04419518511640571,493.3273382520049,0.08781140420995397,4402.305327126198,3.691502700617284,0.03915906722503334,71.21709773737422,0.0912254928333329,55.08592732747396,0.09394140971352583,102.65084841514293,0.0863075014055436,0.07285353384342429,2.7811107608369734,60874.34730809141,0.06635535289915911,1.0744192362790714,0.02828299063731923,0.07929828662298194,0.11749151785317395,0.3681333333333333
23,23,28.4348,10.4227,11,6.03813,0,119,115,3,137,5,1.02242,26.1521,0.0,0.0,9.85714,9.006,8.83974,0.0,0.0,123.0,25.03049,0.0,0.3,5.175,-1.0,8.993252,89.34697548380677,0.04423401587356109,490.742816166545,0.0876261908962449,4678.572178668735,3.5184702932098766,0.041394124086830575,71.12036624249345,0.09156164678870263,55.08497167516637,0.09394942022929208,102.53027920986241,0.08705226758581568,0.07293218547721332,2.730753237823728,60851.95438827072,0.06641348279763351,0.7690240600605766,0.02785465786386084,0.08164383880300383,0.11749151785317406,0.3675678431372549
24,24,28.5387,10.5714,11,5.51381,0,119,115,3,137,5,1.00427,26.23511,0.0,0.0,11.10714,9.056,8.94307,0.0,0.0,122.0,25.05628,0.0,0.3,4.118,0.66435,8.951742,89.4803961861685,0.04428028463063262,488.3944169902107,0.08743271249590909,4753.282379966614,3.5652006172839505,0.04335387137848088,71.07732290599405,0.09190018173035999,55.124711024908365,0.09333264131675786,102.49865317249358,0.08750186235477724,0.07300024010025556,2.714869131890556,60845.43587613272,0.06644330647516948,0.9160499475213397,0.027454908902867177,0.08331529556965814,0.11749151785317395,0.3681333333333333
25,25,28.6055,10.6081,11,6.23325,0,119,115,3,137,5,1.00935,26.27741,0.0,0.0,11.92857,9.014,9.07265,0.0,0.0,121.0,25.08961,0.0,0.3,4.522,-1.0,9.029852,91.89356964208122,0.044306851386867324,486.2165894402048,0.08725710160199383,4804.1112513595035,3.7429108796296298,0.045373027981927466,70.9942620650369,0.09195395179218355,55.15587286301601,0.09282422640782953,102.50680197790528,0.0878233340220309,0.07304057954522386,2.7152277216661065,60875.960555045414,0.06649822096983563,1.0588462306783102,0.027082332160788352,0.08387175314460742,0.11749151785317395,0.36924235294117647
26,26,28.6268,10.5654,11,6.12753,0,119,115,3,137,5,1.00475,26.2902,0.0,0.0,13.25,8.859,9.10831,0.0,0.0,122.0,25.12965,0.0,0.3,4.561,-1.0,9.046834,88.29332254951342,0.04431014598251615,484.18145299508245,0.0870871711594515,4819.6555492176785,3.657986111111111,0.047289891165006176,70.59568525378516,0.0918508960524495,55.33095202033902,0.09272349340454174,102.49575920002053,0.0878917623465621,0.07313344857786439,2.728533111364935,60833.64423171948,0.06655834580080748,1.103080748315345,0.02673469621452158,0.08462722095540007,0.11749151785317362,0.3714815686274511
27,27,28.8383,10.4651,11,6.16403,0,119,115,3,137,5,1.01069,26.47561,0.0,0.0,13.07143,8.801,9.07497,0.0,0.0,122.0,25.21185,0.0,0.3,4.34,-1.0,9.02401,93.0611698874124,0.04429579461118184,482.18046416796864,0.08694243639397041,4919.988466159674,3.5934124228395063,0.049043278807286955,70.42170533371483,0.09219943791457745,55.28496014630353,0.09256766124416882,102.47286144885015,0.08804061233363901,0.07322433562868154,2.72573720183496,60852.47861951986,0.06657187751799416,0.9429931430193927,0.02641154626333166,0.08574837918104541,0.1174915178531737,0.3741333333333333
28,28,29.0264,10.3816,11,6.03399,0,119,115,3,137,5,1.014,26.63774,0.0,0.0,14.64286,8.787,8.99838,0.0,0.0,122.0,25.29085,0.0,0.3,4.066,-1.0,9.075012,88.06995380404277,0.044271586059906866,480.25384569082235,0.08674095761551114,5083.651398546075,3.6948302469135803,0.05082549273944644,70.30035726741394,0.09243812471348549,55.346410869080344,0.09229397658057921,102.42932879500378,0.088125547099844,0.07327384453834514,2.698733699394387,60865.31004389887,0.06659892671941188,1.2211040694354216,0.026097231895608815,0.08619445658734055,0.11749151785317309,0.3757392156862745
29,29,28.9645,10.7187,11,6.18273,0,120,115,3,137,5,1.00877,26.56661,0.0,0.0,13.53571,8.698,8.92821,0.0,0.0,122.0,25.31121,1e-05,0.3,4.313,-1.0,9.155737,93.2398488779204,0.04427895871283096,478.37612953013536,0.0865219070119612,5097.287140790101,4.094859182098766,0.052802439349298104,70.29502172581809,0.09250004496283551,55.45140716175975,0.09179977201638104,102.47071862120934,0.08825537667171993,0.07334406244404369,2.7273762799017636,60826.7755848794,0.06662275253829888,1.1983637990749674,0.025800353624706986,0.08683991325981641,0.11749151785317309,0.3761429215686274
30,30,28.8753,11.0843,11,6.7771,0,120,115,3,137,5,1.00871,26.49557,0.0,0.0,14.60714,8.671,9.21861,0.0,0.0,121.0,25.28773,1e-05,0.3,4.716,-1.0,9.133298,93.39067615341331,0.04426422784172521,476.58305604783015,0.08631837566368447,5130.237313573007,4.465181327160494,0.05426692351179524,69.80045066969817,0.0924697983624499,55.436369530948596,0.09154227286936573,102.46965544546097,0.08801725066806848,0.07337499181279511,2.7836312169642037,60821.621694154164,0.06666107718422339,1.2063021766233395,0.025526560231330247,0.08905745791245961,0.11749151785317291,0.37624431372549016
31,31,29.0268,10.8961,11,6.14303,0,120,115,3,137,5,0.99799,26.59963,0.0,0.0,12.64286,8.552,9.53774,0.0,0.0,120.0,25.25519,1e-05,0.3,4.535,-1.0,9.103182,89.13554414156286,0.044216213658318064,474.84842179582733,0.0861317025744085,5281.2933796294965,4.724633487654321,0.05551793296322961,69.7934028924295,0.09298992887448781,55.65659925672743,0.09101826346501181,102.47319453898619,0.08771370244079243,0.07335581089888914,2.828100253114565,60877.733843987684,0.06669715261307883,1.0803040846659002,0.02526315982307815,0.09168978718743531,0.11749151785317287,0.3768780392156863
32,32,29.2026,10.2813,11,6.05493,0,120,115,3,137,5,0.99944,26.746,0.0,0.0,13.10714,8.575,9.37816,0.0,0.0,120.0,25.20655,0.0,0.29,5.078,0.66487,9.119467,89.52367664569199,0.044177391609006696,473.18479100120106,0.08598748259244939,5457.726701037422,4.8570119598765435,0.05681232385111047,69.89671853666502,0.09298067069068888,55.524903662410786,0.09067366222176106,102.45524143271767,0.08730511964301535,0.07308639301812064,2.867072627729353,60833.554996703104,0.06671366582406224,1.3854396949530678,0.025005459909080558,0.09329422422164661,0.11749151785317287,0.3767635294117647
33,33,28.9937,9.89342,11,5.89989,0,120,115,3,137,5,1.00482,26.56568,0.0,0.0,12.35714,8.555,8.84906,0.0,0.0,118.0,25.137,0.0,0.3,5.106,-1.0,9.071477,92.90918791291838,0.0441543583483363,471.61233580339905,0.08595380243984296,5311.085764818767,4.806568287037037,0.058290377724399954,69.85428518168943,0.09305368066130969,55.586267730336125,0.0902272729888321,102.49046078638418,0.08677168614960738,0.07254454294672222,2.854671431890805,60773.12395283384,0.06676481567310022,1.2720664367231374,0.024769951454769852,0.09464943039327921,0.11749151785317291,0.37616566666666645
34,34,29.0591,10.1069,11,5.78548,0,120,115,3,137,5,1.01046,26.60867,0.0,0.0,8.92857,8.417,8.51017,0.0,0.0,115.0,25.03872,1e-05,0.29,4.838,-1.0,9.069607,86.37351816620665,0.04409331580695129,470.1451732364456,0.0859916452661314,5419.218581100883,4.77025462962963,0.05900494852665525,69.85535351912036,0.09351787837403851,55.599085678288965,0.09000967320368258,102.53041153820816,0.08634780694256801,0.07209931206796905,2.8790219452291623,60893.3818485134,0.06678352391963628,1.580153237496538,0.02454502401647756,0.09444461279177915,0.11749151785317286,0.3765043137254902
35,35,28.9304,10.3215,11,5.8198,0,120,115,3,137,5,1.00396,26.47854,0.0,0.0,12.46429,8.328,8.6916,0.0,0.0,114.0,24.9148,1e-05,0.29,4.882,-1.0,9.01689,89.68292357275882,0.04405464873277032,468.74654937436543,0.08603026305549663,5402.959344928779,4.731867283950617,0.05933733166704672,69.63355650892393,0.0937521135066558,55.61460688084732,0.08950337722543017,102.58208078795138,0.08590659066172648,0.07165205695384119,2.881182407060893,60828.90010666386,0.06679652755849201,0.8920587098879416,0.024332048146802922,0.09356093484767178,0.11749151785317287,0.37742627450980404
36,36,28.8615,9.82509,11,6.65632,0,120,115,3,137,5,1.00629,26.412,0.0,0.0,12.53571,8.267,8.8761,0.0,0.0,110.0,24.7575,0.0,0.29,5.324,-1.0,9.035006,93.89130913307125,0.04401685361339032,467.39003159006694,0.08608703101561004,5356.460531021317,4.576822916666667,0.059640871403935716,69.34000497145684,0.0939627499528975,55.545263408142844,0.08903570322453813,102.60176831397878,0.0855472228984327,0.07118361867882203,2.876818008568472,60891.54575775354,0.06677209407223969,0.8806389107381523,0.02412264926392264,0.09271491736315686,0.11749151785317268,0.3776509803921569
37,37,29.0435,9.27767,11,6.5564,0,120,115,3,137,5,1.01306,26.5683,0.0,0.0,6.03571,8.201,8.44875,0.0,0.0,108.0,24.66483,0.0,0.3,5.339,-1.0,8.931787,88.53053787623875,0.044007599669938655,466.0562870320826,0.08614492406242297,5476.706711226315,4.41796875,0.06016751900149036,69.1269579300338,0.09422359901892916,55.41439649793837,0.08845248401939206,102.55037815711273,0.08527400804790478,0.07080930156386585,2.8562137551616997,60904.30951778006,0.06676807268208393,1.0514728109909046,0.023930433854628178,0.09206980277932376,0.11749151785317309,0.3776572549019608
