,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,temporal,cubcol.0.3,contrast,cubrow.1.0,noise,cubcol.0.5,cubcol.0.6,color_fulness,cubrow.0.3,blockiness,movement,staticness,saturation,tone,cubrow.0.6,cubrow.0,uhdhdsim,cubcol.0,cubrow.0.5,blur,fft,cubcol.1.0
0,100,47.7467,2.66894,22,0.0,0,115,133,5,125,5,0.98971,42.65448,0.0,0.0,3.14286,4.837,0.0,0.0,0.0,127.0,54.95085,0.00016,0.3,0.993,0.0,9.571094,0.0,0.011376444980365509,91.94289454494599,0.10815060344558704,0.1831076512699715,0.14307105375817916,0.1555167790788311,161.44598904218128,0.2184754541042739,2.1601002622081524,0.0,608.577373660276,33.78358629014757,0.7674886274509805,0.13222756874838026,0.1039163451859525,92.19594183074943,0.009517620851702987,0.25813193266216483,22510.604196081953,67030.4549828438,0.008306111344002134
1,101,47.7972,2.66139,22,3.68154,0,115,133,5,125,5,0.99268,42.70195,0.0,0.0,2.64286,4.819,2.25131,0.0,0.0,127.0,54.95429,0.00022,0.29,0.953,-1.0,9.632909,1.954597089268937,0.010489138756473096,90.14494613761813,0.10370395520487578,0.19138394433548864,0.14916426195147578,0.15391372441044707,161.6857038429841,0.21473961959894172,2.200238832123912,0.17563657407407407,608.9777060257654,33.74104365596065,0.7674886274509805,0.13264777756640092,0.10284151416732532,92.21318137716368,0.00763112907988437,0.25856570503131,22574.366792880275,67027.44417472322,0.006815163058790761
2,102,47.7869,2.53748,22,3.68671,0,115,133,5,125,5,0.99171,42.69015,0.0,0.0,2.60714,4.86,2.24242,0.0,0.0,127.0,54.92999,0.00025,0.29,0.97,-1.0,9.571172,1.9492325719623005,0.010545417232439245,93.17585620025817,0.10415660401450982,0.18532527731319537,0.15116512254762635,0.15382525741652658,162.06370496595335,0.21305618160566236,2.450509885296802,0.18470293209876543,608.5797584749942,33.71080657582225,0.7675262745098039,0.1329399203983402,0.10257546161201264,92.26236840577046,0.006866705372255821,0.2593041544676192,22572.26737608215,67049.07003497837,0.006612005208809981
3,103,47.9448,2.12783,22,3.7335,0,115,133,5,125,5,0.99135,42.82283,0.0,0.0,2.21429,4.804,2.13133,0.0,0.0,127.0,54.953,0.0002,0.29,1.015,-1.0,9.700014,1.942333013674079,0.010506829339479877,91.03247416718882,0.10576058305638572,0.17926661029091065,0.1537556152413627,0.1532333187670726,161.75727384489466,0.21363056552135706,2.107230354944225,0.17023533950617284,608.7113017345464,33.78106896671248,0.7680541176470588,0.1334425139015321,0.10239131843782401,92.19252429705952,0.006924679880683019,0.2596477381938591,22845.405771174785,67104.69673128646,0.006374972465293669
4,104,47.9637,2.00535,22,3.21013,0,115,133,5,125,5,0.98798,42.84462,0.0,0.0,2.5,4.82,1.77395,0.0,0.0,127.0,54.93417,0.0002,0.29,0.932,-1.0,9.59908,1.7903778022800436,0.010417385892667762,90.36914131769615,0.10812255569422288,0.19138394433548664,0.15708386388974507,0.15301715746295236,162.18655384421984,0.21358308196861756,2.188192517846918,0.10889274691358025,608.4485955669188,33.72050080475984,0.7686274509803922,0.13319394020666936,0.10266413978399339,92.18309859533076,0.006700091961985514,0.25943615789764757,22957.48772754629,67134.86862067597,0.0061547325904201585
5,105,47.9699,2.05188,22,2.97582,0,115,133,5,125,5,0.99027,42.84874,0.0,0.0,2.60714,4.861,1.6645,0.0,0.0,127.0,54.94404,0.00015,0.29,0.928,-1.0,9.673824,1.7308573747713623,0.01034537260788287,89.84362081587058,0.10822175975896345,0.18532527731320328,0.16142972003725797,0.15243560077455762,161.73987733884528,0.2146252490829376,2.02103040981189,0.09963348765432099,608.5156154641061,33.7557325951847,0.7686274509803922,0.1313860949404274,0.10264158583854466,92.19284921771136,0.006648812547831098,0.25943173027833283,22919.830320202644,67063.58142958704,0.005980470411803948
6,106,47.8984,2.26368,22,3.13824,0,115,133,5,125,5,0.98948,42.78028,0.0,0.0,2.57143,4.855,1.70929,0.0,0.0,127.0,54.92256,0.00017,0.29,0.967,-1.0,9.668322,1.7130613866868907,0.010310590964313592,92.98037148435407,0.10789894716198499,0.18754290335642398,0.16472587712424677,0.15262895925871028,161.7660464496866,0.21566225771817057,2.0880247093719393,0.09259259259259259,608.3303543099257,33.78016549569589,0.7686274509803922,0.13067280107524362,0.10284380325090695,92.21496662802694,0.006599505336037093,0.2591982046975486,22868.982137246814,67044.19646939803,0.006067995546288213
7,107,47.9014,2.1507,22,3.28178,0,115,133,5,125,5,0.98749,42.78841,0.0,0.0,2.53571,4.849,1.89117,0.0,0.0,127.0,54.93839,0.00023,0.29,0.995,-1.0,9.617105,1.7546233845046684,0.01029723124164635,90.06703551006613,0.10827961458276572,0.19138394433549033,0.16644638081135985,0.15265691903998338,161.93779104961084,0.21633972984735259,2.1718517404352684,0.10416666666666667,608.3826006357579,33.79065713764709,0.7686274509803922,0.12977386535360264,0.10275553792311001,92.19743187058091,0.006502398899230295,0.25883637200856746,22835.300285778118,67031.03835701749,0.006000667528327064
8,108,47.8771,2.01875,22,3.18371,0,115,133,5,125,5,0.99175,42.76033,0.0,0.0,2.78571,4.883,1.79383,0.0,0.0,127.0,54.91955,0.00023,0.29,1.03,0.51736,9.646115,1.735310324576646,0.010140631862434317,89.81377361863036,0.10853919251660796,0.18532527731320014,0.16866387532903251,0.15301747426435583,161.69371534960518,0.21621227683914124,2.2728059237649374,0.10035686728395062,608.243962681379,33.75161140347704,0.7691929411764706,0.1288434725242439,0.10273684827189118,92.27538257969928,0.006435588481523214,0.25856059515162505,22795.70042794927,67101.41420640379,0.0058311209488030495
9,109,47.946,2.05673,22,3.16073,0,115,133,5,125,5,0.99491,42.82296,0.0,0.0,1.96429,4.87,1.67756,0.0,0.0,127.0,54.93655,0.00017,0.29,1.052,-1.0,9.654296,1.7044171368804555,0.010113361980271462,87.3898522141297,0.10896461667877741,0.18754290335643117,0.1713953178951993,0.15314315772074494,161.62504720233363,0.21645418989813575,2.2126599409061396,0.08666087962962964,608.2600754558971,33.77010411392023,0.7686721568627451,0.12867164871042716,0.10253764782608285,92.26116161722456,0.006407594643631973,0.2582630856136272,22864.790412422295,67095.93072366335,0.005729896426396734
