,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,noise,movement,tone,cubrow.0.5,contrast,cubcol.1.0,temporal,fft,cubcol.0.6,cubrow.0,cubrow.1.0,saturation,uhdhdsim,cubrow.0.3,color_fulness,cubcol.0.5,staticness,cubcol.0.3,cubcol.0,blur,cubrow.0.6,blockiness
0,100,23.7923,18.6691,11,0.0,0,120,116,3,138,7,0.99436,22.31851,0.0,0.0,16.78571,10.886,0.0,0.0,0.0,118.0,29.53556,0.0,0.29,5.071,0.0,5.699572,0.16049639811662642,0.0,0.43888352941176484,0.08437839487896907,88.31261280321252,0.044911049707250135,0.0,60945.879765004436,0.044337195379628117,0.017969382741437383,0.09377306801602298,51.41022274817949,102.91264487766847,0.08784490616679118,76.24016966921023,0.07670215343164828,598.9355027900561,0.14711204107201864,0.048379877641798026,2795.169259619103,0.10887912214197283,0.8205369631566461
1,101,23.132,18.3348,11,18.8218,0,121,116,3,138,7,0.99887,21.66604,0.0,0.0,14.10714,11.494,16.02797,0.0,0.0,107.0,29.02396,0.0,0.29,6.212,-1.0,5.694216,0.16049639811662622,10.693479938271604,0.4342870588235296,0.057475712610322624,85.44318956970814,0.04626562381037277,4.940677517824225,60914.6324270831,0.044073522559705924,0.013549418849036718,0.07214725087267598,51.22894117567274,103.0261028592536,0.06614586256488268,75.8855818334287,0.07159608104387204,584.8087845226238,0.13190831832815547,0.04564060233651376,2637.7743595143174,0.0766163104737881,0.9409996847269761
2,102,23.1186,18.3097,11,18.3072,0,121,116,3,138,7,0.99663,21.58661,0.0,0.0,15.78571,11.714,15.73891,0.0,0.0,105.0,28.80284,0.0,0.28,5.452,-1.0,5.638017,0.16049639811662483,9.756992669753087,0.432910980392157,0.05078153670866568,85.01292140918582,0.04730278183560271,4.948416966259515,60859.421318209665,0.043035334851017494,0.012331070283410921,0.0629136831668394,51.003349398389275,103.01553087971934,0.06311987489181803,76.07055387865776,0.06819338808677614,572.5755065533409,0.12473894940118228,0.03746586202648321,2806.6129106604703,0.06349739016547545,0.712320323549026
3,103,24.4292,18.0417,11,16.5254,0,121,116,3,137,6,0.99709,22.68062,0.0,0.0,12.32143,10.764,15.72042,0.0,0.0,102.0,28.79988,0.0,0.28,5.228,-1.0,5.613798,0.16049639811662456,8.651427469135802,0.4330572549019607,0.04843650283001109,86.8375816256285,0.04624402677647001,4.934651614327394,60940.33284399071,0.04218651608637732,0.0118653719187174,0.056510790857221,50.86829611695843,102.7951467766301,0.062458402399633725,76.62287763116645,0.06718793715950871,561.3281302221133,0.11905830492660648,0.03478119950159939,3608.0729967554485,0.06382036887414244,1.0706827228597844
4,104,25.1493,17.8572,11,15.5873,0,121,116,3,137,6,0.99079,23.29337,0.0,0.0,13.39286,10.649,15.49494,0.0,0.0,100.0,28.79538,0.0,0.28,6.11,-1.0,5.578756,0.16049639811662572,7.723861882716049,0.4328200000000001,0.04834562086258255,86.52848339190179,0.04581754525256473,4.928977528513865,61057.02056258605,0.042419671714026566,0.011305137278261627,0.052248404272886614,50.658632066514755,102.68931915433384,0.06070735701439073,77.20021389508045,0.06445791692776179,550.5556975572592,0.12280833828537074,0.032158004000765114,3982.3542595306903,0.0620029217207376,0.9588616436152734
5,105,25.3413,17.7074,11,15.0298,0,121,116,3,137,6,1.0066,23.50571,0.0,0.0,12.32143,10.73,15.34619,0.0,0.0,99.0,28.6276,2e-05,0.28,5.089,-1.0,5.587468,0.1604963981166251,6.456066743827161,0.4308705882352942,0.04998333897632437,87.12403751173235,0.04613383489814819,4.91063766741843,61140.73273441585,0.042948035821654615,0.01093002173321738,0.05054389713646337,50.55392682110822,102.64841678988033,0.059773867183594724,76.55586574304891,0.06383886009522939,540.2524408346005,0.12157279329103222,0.03359323264784683,4084.1518243589016,0.06360408419181492,0.8447540714369547
6,106,25.4459,18.447,11,15.7477,0,121,116,3,137,6,1.01168,23.60799,0.0,0.0,14.17857,10.653,15.22346,0.0,0.0,101.0,28.43323,0.0,0.28,5.464,-1.0,5.51405,0.16049639811662586,5.928192515432099,0.42908592156862757,0.0484371993984048,85.53914043977053,0.045703558169696276,4.864120480531451,61154.73832491978,0.04650854603829703,0.010723950452905407,0.04879974937189296,50.38969779308932,102.66148407172061,0.05922471462429342,76.15363489417103,0.06471273355643595,530.0397005289965,0.12188756922308813,0.0339424711166743,4004.1031490240034,0.061313436959847506,1.1574692027734488
7,107,25.6092,19.2925,11,16.2334,0,121,116,3,137,6,0.99984,23.78059,0.0,0.0,15.75,10.566,15.85279,0.0,0.0,101.0,28.33638,0.0,0.28,7.668,-1.0,5.54673,0.16049639811662622,6.052083333333333,0.42965137254901975,0.046266543998627195,88.08891820147356,0.04482040121413606,4.871590985176388,61093.422062201535,0.04704010408941178,0.010584680834187067,0.04856069415846082,50.02746977629485,102.64133318841894,0.05966957041635649,75.61549465976942,0.07143491980999347,520.0867671133042,0.12002182336357294,0.033721162062428596,3871.604009096363,0.05939518629113779,1.0617743859291737
8,108,25.6039,19.8812,11,16.5945,0,121,116,4,137,6,1.0137,23.84539,0.0,0.0,13.03571,11.073,16.57658,0.0,0.0,104.0,28.62682,1e-05,0.28,6.83,0.48174,5.492036,0.16049639811662703,6.236159336419753,0.43392117647058825,0.045440181461552716,85.3887654633836,0.043215198621649076,4.89724375533595,61181.566860809384,0.0491455184206287,0.010402769118398743,0.04797335281697409,49.88726429880401,102.651068178903,0.060017761550498004,76.61977318177946,0.07762161687481686,510.0236665575471,0.11639738910843857,0.036538022964143754,3686.78307988469,0.05782514236052954,0.9413096683776501
9,109,26.3235,20.3213,12,18.2985,0,120,116,4,137,6,0.98918,24.54046,0.0,0.0,14.5,10.771,17.08947,0.0,0.0,104.0,29.18687,0.0,0.28,5.039,-1.0,5.583143,0.1604963981166271,6.720968364197531,0.4406179019607842,0.0456524556974182,89.29002507186541,0.042413398835149003,5.003840988672372,61170.11420340878,0.05345823454236469,0.010305025417714334,0.0485507139754769,49.71452143162857,102.51148986225319,0.06095395926403982,78.21427742057858,0.08258325105129745,499.60481715854155,0.11295234590019369,0.037640681749581385,3844.199062017747,0.056030613956428915,1.145475617173963
