,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,color_fulness,saturation,tone,cubrow.0,staticness,cubcol.0,cubrow.0.3,movement,temporal,blur,cubcol.0.6,fft,blockiness,cubrow.0.6,cubcol.1.0,cubrow.0.5,cubrow.1.0,cubcol.0.5,contrast,cubcol.0.3,noise,uhdhdsim
0,100,71.2525,17.0641,93,0.0,0,116,121,40,131,32,1.03071,75.01651,0.0,0.0,0.32143,3.205,0.0,0.0,0.0,132.0,58.175,0.00883,2.97,1.626,0.0,0.0,145.40595487386992,40.071535463686345,0.8923028823529413,0.33666107686327196,504.3408505040413,0.10442820598185254,0.2529342348245721,0.0,0.0,41221.15856041163,0.28433008178456376,76591.09064137578,2.719423897195321,0.2663790965294469,0.1469295551922353,0.25438409233788856,0.33089207547027283,0.32507286316134926,93.3343036645661,0.26979319390573264,2.868265764654501,81.59309105117609
1,101,71.0874,16.2308,93,20.7618,0,116,121,40,131,32,1.02702,74.84743,0.0,0.0,0.5,3.221,14.94114,0.0,0.0,132.0,58.29475,0.00897,2.98,1.562,-1.0,0.0,145.15575657074254,40.267377688560956,0.8926408235294119,0.2645438615451625,498.8811571120698,0.09644620655715008,0.23809114901953815,6.66478587962963,6.619577911649281,41315.23582713105,0.24961424320415082,77447.311890697,3.020891786589424,0.25648257441819317,0.14508215458042928,0.24362450672226335,0.32193767513969623,0.3017263588680359,89.86734435333717,0.20462817331865563,2.867671553547106,81.61673131780191
2,102,71.0921,15.6564,93,20.3484,0,116,121,41,131,33,1.02251,74.85749,0.0,0.0,0.75,3.218,14.23061,0.0,0.0,131.0,58.38451,0.00878,2.95,1.535,-1.0,0.0,145.17466548683288,40.30025849518953,0.8940290196078432,0.25032209543469175,495.20429246597786,0.09542339470169048,0.23434950638723656,5.692418981481482,6.587018559003487,41621.29890450909,0.2400661988309309,77703.33313356646,3.086513889695388,0.2543797469371622,0.1433729274495192,0.2403239126064598,0.31741269819291923,0.3001970060425801,91.17185250028652,0.1885742038474404,2.87075916503241,81.60684336094063
3,103,71.4456,15.428,93,21.3098,0,116,121,41,131,33,1.02253,75.20424,0.0,0.0,0.71429,3.219,13.72671,0.0,0.0,131.0,58.43057,0.00902,2.97,1.571,-1.0,0.0,145.2259297971718,40.48245389961902,0.895097,0.24403212774434482,492.6272077363435,0.09467642158700358,0.23270875321959253,4.884982638888889,6.555707806808585,42517.12138704393,0.23751293661761436,77677.20261590942,2.758405040180735,0.2530059322082475,0.1423353844094792,0.23818013465235677,0.3155027486400749,0.29722741449009304,92.19106575783842,0.18040468162188195,2.8719475872472073,81.59434416560606
4,104,71.3332,15.2229,93,20.2472,0,116,121,41,131,33,1.01831,75.10982,0.0,0.0,1.07143,3.237,13.51834,0.0,0.0,130.0,58.43622,0.00954,2.95,1.596,-1.0,0.0,145.54619326465044,40.528882627133974,0.8945219607843138,0.2410959081092102,490.63894321796016,0.09400059950099075,0.2316614978094873,4.152970679012346,6.541044573609045,42772.169041641486,0.2367941174227224,77680.10493302913,2.9630804340289254,0.25176223378586043,0.14168483623682018,0.2378405981791539,0.315982906379925,0.29729366996853995,92.39103242707994,0.17574725024388277,2.8719475872472024,81.65719180433712
5,105,70.8879,14.8163,93,19.1367,0,116,121,41,131,33,1.02768,74.71807,0.0,0.0,0.28571,3.252,13.33557,0.0,0.0,131.0,58.4174,0.00892,2.97,1.484,-1.0,0.0,145.62547439060054,40.46268472553771,0.8940701960784315,0.23891211648463018,488.9241606562883,0.0938283839175874,0.23120165907107387,3.668161651234568,6.5104759380018,42626.380691036524,0.23594198377185452,77853.9486192441,3.4268814431977255,0.25122553098926176,0.14202696971736392,0.23689228625465594,0.31782871103595095,0.29552691897964306,93.66505764668624,0.17243326899102962,2.860859457031049,81.66409144266426
6,106,70.7023,14.718,93,18.3013,0,116,121,41,131,33,1.02809,74.53065,0.0,0.0,0.35714,3.268,12.98581,0.0,0.0,131.0,58.40492,0.0091,2.98,1.456,-1.0,0.0,145.6905944722571,40.516746803566264,0.8943188235294117,0.23591817387808883,487.46949454881496,0.09319342558194327,0.22947713733501537,3.255449459876543,6.485640460460012,42393.63463202013,0.23514974050597545,77705.01439551929,1.969197607094725,0.2504675998196627,0.14192687939053358,0.23582232937999556,0.31899858074667525,0.2954583407911037,93.86389293186431,0.1686752136097741,2.86470049801012,81.73276482465272
7,107,70.8458,14.6799,93,19.0196,0,116,121,41,131,33,1.02845,74.64884,0.0,0.0,0.25,3.289,12.90186,0.0,0.0,131.0,58.39149,0.00863,2.96,1.453,-1.0,0.0,145.59432144256488,40.41821402090567,0.895623137254902,0.23652830755667803,486.11008466001323,0.0931404943414503,0.22742908141375856,2.897617669753086,6.4821742602642285,43092.87371767115,0.23293914318499598,77966.54886744844,2.447683980158532,0.25009937863922455,0.14161375139260043,0.23501673589268093,0.318272861656982,0.29577725745790073,93.7229978591476,0.16377075115849907,2.853177375072932,81.71852699757923
8,108,70.9995,14.5945,93,17.7866,0,116,121,41,131,33,1.03621,74.8087,0.0,0.0,0.42857,3.297,12.86615,0.0,0.0,130.0,58.37239,0.00897,2.97,1.477,0.125,0.0,145.85960488488365,40.41931114667728,0.8949462745098039,0.2376194419447052,485.0043115856127,0.09288399297960159,0.2265121512192318,2.6200327932098766,6.466768113027936,43502.0826970486,0.23360202426819296,77874.88467938389,2.710756459633383,0.250305307377445,0.14137133185375333,0.2341832941527627,0.31767498102502395,0.29634575785175493,91.03407721237352,0.1601156087673854,2.859830253202619,81.69710681456255
9,109,71.0883,14.5007,93,18.2383,0,116,121,41,131,33,1.02857,74.9601,0.0,0.0,0.28571,3.302,12.78921,0.0,0.0,131.0,58.36036,0.00885,2.97,1.451,-1.0,0.0,145.80007744260942,40.28748330952209,0.8945271764705882,0.240735686448249,484.0119970987877,0.09289347571685476,0.22674190552190754,2.5789930555555554,6.452892321730126,43707.68088921512,0.23505043469432157,77548.21427323774,2.460393104109312,0.2504250279884029,0.14148733207345887,0.23390850662289736,0.31735798072198373,0.29340344815677355,93.88116473862925,0.1558492424290929,2.872541798354602,81.7182565041911
