,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.3,tone,staticness,cubcol.0,blur,cubrow.0.5,temporal,fft,cubrow.0.6,blockiness,cubcol.0.5,cubcol.1.0,cubrow.0.3,contrast,color_fulness,cubcol.0.6,noise,saturation,cubrow.1.0,movement,cubrow.0,uhdhdsim
0,300,51.9295,19.647,35,0.0,0,117,113,14,138,18,0.9995,49.22205,0.0,0.0,4.21429,5.199,0.0,0.0,0.0,122.0,27.38166,5e-05,0.47,1.55,0.0,0.55994,0.12526113123728935,0.41490470588235284,609.2907330843349,0.08841698669008687,24702.79639274693,0.11599231988329882,0.0,67850.10997625065,0.1375566651139497,1.1973231933885986,0.07424689607563117,0.09718993885650079,0.21279633885001548,87.48942461691625,83.58063994854726,0.10662748124913031,0.3849855147142205,62.465113887080435,0.09785885234762645,0.0,0.2582428138562975,95.63778535170961
1,301,51.8484,19.9516,34,22.4565,0,117,113,14,138,18,0.99929,49.09818,0.0,0.0,3.53571,5.224,16.87666,0.0,0.0,122.0,27.28184,8e-05,0.48,1.539,-1.0,0.563128,0.12194594458182861,0.4114329411764706,592.0518082317363,0.08729781208308658,24893.36825622109,0.10016544667599125,4.82274917715732,67780.37082691488,0.10764681411224385,1.2613576963597712,0.0903835854855596,0.0935003875240732,0.20422960205003077,86.37327733596496,83.6931787771324,0.08866614954097554,0.38498551471422243,62.40331070511429,0.0895543962615652,11.569010416666666,0.2564711011495499,95.62313022023463
2,302,51.8389,20.282,34,22.4108,0,117,113,14,138,17,1.00121,49.06237,0.0,0.0,2.67857,5.193,17.14144,0.0,0.0,123.0,27.26062,7e-05,0.47,1.62,-1.0,0.563056,0.11994773287665725,0.4089817254901959,577.7350397248291,0.08720728262710169,25256.674065999327,0.10093138169357155,4.987954433333603,67863.02058577766,0.10318909512185356,1.249982672285967,0.0913290987780471,0.09539653289774253,0.2057859130621177,87.58277050733236,83.59988097487717,0.08335734340355364,0.38498551471421943,62.06672084478685,0.08686835341682347,10.74392361111111,0.2571570540030254,95.59626579013069
3,303,52.1615,20.2841,34,22.5988,0,118,113,14,138,17,0.99843,49.37396,0.0,0.0,4.75,5.176,17.42423,0.0,0.0,124.0,27.38191,4e-05,0.47,1.753,-1.0,0.56988,0.11872493507886031,0.4080826078431369,565.4533776946598,0.08741734489363194,25868.52008041353,0.09647866685937362,4.891761423961813,67933.14008060911,0.10105960962467728,1.0453491402177257,0.08741633263137255,0.09760289883223087,0.20870813684434578,87.49077136390751,83.38190232883748,0.0894368917105965,0.3849855147142191,61.77899772738233,0.08661935070692678,9.483217592592593,0.257386801677441,95.55823544338361
4,304,52.4339,20.393,34,23.3151,0,118,113,14,138,17,0.99938,49.65217,0.0,0.0,4.67857,5.221,17.42196,0.0,0.0,124.0,27.56509,3e-05,0.48,1.708,-1.0,0.52671,0.11685447813641725,0.41200472549019596,554.8074727492913,0.08764333029231507,26093.13807931092,0.09409017731548866,5.067214533660878,67725.38324933848,0.09959871427207492,1.2129209674783346,0.09456532939296154,0.09794706593193224,0.21216667379843765,91.0709364727688,83.40533875539373,0.0952159692677229,0.3849855147142249,61.58672794294946,0.0862060672375663,8.802469135802468,0.2568721701090268,95.51824002588873
5,305,52.6035,20.3731,35,22.9164,0,118,113,14,138,17,0.99861,49.81662,0.0,0.0,5.21429,5.214,17.51189,0.0,0.0,124.0,27.62703,6e-05,0.48,1.553,-1.0,0.518936,0.11481319373795655,0.41460784313725485,545.4659584085949,0.08774862438532773,26396.104920827405,0.0922288090862501,4.943780695018984,67948.6377996232,0.09822854538470728,1.1244705046782852,0.103233099227423,0.09862344253409962,0.21555514938664755,86.74256250098763,83.44817705438123,0.10112793242517959,0.38942076680068033,61.54697465307919,0.0873047623949591,8.257040895061728,0.25688372683029903,95.51527331277083
6,306,52.3706,19.892,34,22.7389,0,118,113,14,138,17,1.00025,49.53857,0.0,0.0,4.25,5.201,17.49709,0.0,0.0,125.0,27.50948,7e-05,0.48,1.623,-1.0,0.494404,0.11251053716215062,0.40910156862745084,537.671766541852,0.08723943468438619,26153.63836035941,0.0914595481033602,4.9457664918725825,67890.2590246407,0.09800048447900524,1.0045636416505628,0.10223099948250508,0.09913431629472831,0.21666974014234225,87.17505708135523,83.59124840741588,0.09651801190431508,0.387203140757451,61.39153544108073,0.08707894789170423,7.60913387345679,0.2570194686004657,95.61302876774441
7,307,50.4747,19.4256,33,24.1128,0,118,113,14,137,16,1.00187,47.76848,0.0,0.0,3.92857,5.256,17.08785,0.0,0.0,125.0,27.32567,5e-05,0.47,1.474,-1.0,0.508155,0.1107143272432688,0.4028043137254902,530.9056971288935,0.08674492707112186,23117.061540423485,0.09038996506122467,4.875788308770638,67522.53307522797,0.0986285514600628,0.9678301592143492,0.09640302237472985,0.09952766708692519,0.21175838159639954,85.24845675175524,83.57336124785677,0.09376354814403047,0.38720314075744944,61.423116424937305,0.08731189478248846,7.053047839506172,0.2572229370680687,95.89176352991583
8,308,49.1621,19.8823,32,22.9713,0,118,113,13,137,16,1.00283,46.48218,0.0,0.0,5.10714,5.261,16.68205,0.0,0.0,125.0,27.28587,2e-05,0.48,1.56,0.21759,0.534671,0.10854574519268859,0.40275729411764694,525.3664101826436,0.0861714492478955,21635.91778787239,0.0898198172083053,4.6665268800713005,67260.5423479511,0.09807985808920608,1.189698598478708,0.0943197888151594,0.09974311079689667,0.2062264682690933,86.81086999332092,83.66737470506833,0.09210658860290505,0.384985514714218,61.58939766589506,0.08675968836355119,6.788773148148148,0.2576545017992031,96.07163424949896
9,309,48.411,20.462,32,19.4062,0,118,113,13,137,16,1.00046,45.80871,0.0,0.0,5.53571,5.252,17.06423,0.0,0.0,125.0,27.41453,6e-05,0.47,1.612,-1.0,0.509862,0.10637969770072181,0.4069109803921569,520.8544062364592,0.08577203647210702,20696.63675850853,0.08937462254888513,4.693267542316913,67086.27719304121,0.09791878986471322,0.7504805244320856,0.09294383794579078,0.10023214188979107,0.199264653527456,87.19028098393078,83.98960189998596,0.09086076050071086,0.3849855147142205,61.588787879472896,0.08540734433928313,6.852719907407407,0.2576392650314739,96.17948448490465
10,310,48.6848,21.0994,33,20.5577,0,118,113,13,137,16,0.99868,46.16739,0.0,0.0,4.21429,5.176,17.56604,0.0,0.0,125.0,27.84128,2e-05,0.48,1.545,-1.0,0.512427,0.10444011180396581,0.4240223529411765,516.7311376020251,0.08534706213684601,20463.645859660744,0.08872697113882984,4.6866992800329,67071.0990278642,0.0976582587199591,1.1228515889736743,0.09244953914123527,0.100347207449294,0.19438151534323356,86.66915778563921,84.95557281790404,0.0898598036361465,0.38720314075744366,61.30813165358555,0.08533070548351375,8.57788387345679,0.2576975591435919,96.14471286080872
11,311,50.0694,21.6328,34,22.1855,0,118,113,14,137,16,0.99752,47.53864,0.0,0.0,5.21429,5.138,18.11538,0.0,0.0,125.0,28.10167,6e-05,0.47,1.634,-1.0,0.504662,0.1032430165869225,0.42856352941176484,512.7571652032998,0.08494545738413041,21441.209061411828,0.08846535798701478,4.861097023789111,67086.39885652771,0.09768224552104064,1.2123425830516585,0.09350000566232367,0.10060225963066122,0.19420885398421217,86.65099076249393,85.21264734873509,0.08884171484968453,0.38720314075745216,61.06682558412905,0.08489022282436894,9.53954475308642,0.257588694802096,96.00256525172648
12,312,50.9992,17.8249,34,21.866,0,118,113,14,137,16,1.00121,48.46704,0.0,0.0,5.25,5.101,18.57033,0.0,0.0,125.0,28.14848,5e-05,0.47,1.65,-1.0,0.531554,0.10333466123052099,0.43446509803921574,509.0489746407937,0.08466946366681753,22094.70800113299,0.08754346502411534,4.781819575262128,66983.22474130873,0.0975417232515973,0.9780502089779063,0.0925620924112722,0.10103599184204015,0.19453797201212253,90.47162684949488,85.11105978647932,0.08807734660965383,0.3971028487588051,61.095552420910494,0.08747198589386304,9.480179398148149,0.2576455170359445,95.89276485865696
13,313,50.5725,21.6829,34,17.2982,0,119,113,14,137,16,0.99738,48.10245,0.0,0.0,4.75,5.069,15.30545,0.0,0.0,125.0,27.99153,3e-05,0.48,1.604,-1.0,0.516728,0.10415733443029476,0.4260380392156862,505.89733518325255,0.08420160205804378,21610.21755759407,0.08685431896373329,4.671466405704918,66843.65638854924,0.09751035364143985,1.2659923009879532,0.09155473748925488,0.10137539334793656,0.1953972952181147,88.12984991425151,83.93039641514927,0.08749651659264718,0.3971028487588006,60.979654006016105,0.09017245295385906,7.770351080246914,0.25771739127149096,95.98219735719525
14,314,48.9083,21.747,33,22.191,0,119,113,14,137,16,1.00061,46.56918,0.0,0.0,4.25,5.155,18.61691,0.0,0.0,126.0,27.5629,2e-05,0.47,1.719,-1.0,0.533053,0.10575582620222958,0.4106820784313725,503.3635478925077,0.08380641267412688,19607.167183491212,0.08656965917777854,4.914088306989292,66536.3207955454,0.0973565029800075,1.1252545623249632,0.09057654919979374,0.10163329924270909,0.1937709922134473,87.8282537037199,82.2577002975266,0.08696220089531723,0.3872031407574472,61.126339194215376,0.09086525530982965,7.712625385802469,0.25781766210395385,96.21222480550173
15,315,47.554,21.4427,33,20.9673,0,118,113,14,137,15,0.99539,45.23473,0.0,0.0,4.89286,5.204,18.67214,0.0,0.0,125.0,27.48645,3e-05,0.48,1.674,-1.0,0.550518,0.10783237388311473,0.41206392156862753,501.1791360272607,0.08373918908867901,18307.24236822581,0.08637708274878884,4.83061510609578,66486.81100292238,0.09716816220440769,1.1456132248423434,0.08971316926951835,0.10167411504408026,0.19044817859604019,86.80469091833669,81.99781489569827,0.08634394816116213,0.3849855147142227,61.481064784674,0.09331881999438901,8.704957561728396,0.2577563639551643,96.36124665522095
16,316,46.8771,20.708,32,19.8185,0,118,113,13,137,15,0.99927,44.51702,0.0,0.0,5.57143,5.186,18.40858,0.0,0.0,125.0,27.33448,3e-05,0.47,1.61,0.20435,0.570975,0.10927016612527633,0.4122933333333333,499.1606045436686,0.08370444189889376,17901.51336188629,0.08629462852247965,4.779392004304811,66395.59821265125,0.09709350160874224,1.1510084271287946,0.0889871926227699,0.10144446230325749,0.18638841856987665,89.75566410195131,81.47369055938532,0.08582843356279989,0.38276788867099215,61.64525707857108,0.0928111888786263,8.743007330246913,0.2577764999910795,96.43331409950878
17,317,47.9994,19.9827,32,18.4737,0,118,113,13,138,15,1.00216,45.49669,0.0,0.0,5.07143,5.212,17.77656,0.0,0.0,125.0,27.46834,5e-05,0.48,1.565,-1.0,0.575673,0.11013750110873004,0.4156098039215687,497.15808888361215,0.08369925111028685,19101.521388098823,0.08628385080469658,4.682342241277834,66591.97892245409,0.09700851368937327,1.0767278318929951,0.0883932633261133,0.101232455216333,0.18403194978723408,87.71784143042156,81.31023721584299,0.08542859169076426,0.3849855147142162,61.74022702817563,0.09212836267121706,8.65528549382716,0.2578851303611843,96.25324980342987
18,318,48.8748,19.164,33,20.933,0,118,113,14,138,15,1.0022,46.3372,0.0,0.0,3.96429,5.117,17.15556,0.0,0.0,125.0,27.77295,0.0001,0.47,1.573,-1.0,0.587999,0.11141528269176378,0.4260407843137254,494.979763065789,0.08382766641371972,19806.17432250836,0.08623945511086274,4.787112083237599,66625.18616867978,0.09671671745702734,1.1341490898207276,0.08765733328400943,0.10082712066093477,0.18310364342931648,86.33336663394893,82.04327074746072,0.08494203875697783,0.3849855147142176,61.47932038483796,0.09203890291846681,8.85763888888889,0.25777017858303264,96.1269556302961
19,319,49.8048,19.4339,34,21.1303,0,118,113,14,137,16,0.9993,47.23686,0.0,0.0,3.10714,5.174,16.45269,0.0,0.0,125.0,28.09987,5e-05,0.47,1.547,-1.0,0.609684,0.11276951261817636,0.4359639215686274,492.8162690344836,0.08421979468998145,20351.23195678042,0.08614929706273003,4.521523600372365,66611.45703582004,0.09618044664955071,1.5481673379480332,0.08707778397561082,0.10069162847754358,0.1832802226142277,86.85633422853323,83.01471910484219,0.08460903912879358,0.3849855147142187,61.26947661976755,0.09425239343351176,8.59201388888889,0.256634795810683,96.06106723618021
20,320,50.8041,19.7384,34,18.9573,0,118,113,14,137,16,1.00034,48.20082,0.0,0.0,4.53571,5.078,16.68142,0.0,0.0,125.0,28.25342,5e-05,0.47,1.488,-1.0,0.609349,0.11305071622023191,0.4404356862745098,490.7486223564217,0.08476650905198674,21303.9662707007,0.08608811258786665,4.49765581803569,66777.96453102447,0.09563908308394528,1.092692466741833,0.08652105764539764,0.10058099980231082,0.18331762169743276,85.56871388665391,83.75348898371423,0.08427745172322688,0.3849855147142185,61.060006600839124,0.09836447923897555,10.034866898148149,0.2557442498444177,95.94377097322891
21,321,51.3787,19.5993,35,19.1197,0,118,113,14,137,16,1.00425,48.75918,0.0,0.0,5.89286,5.083,16.94575,0.0,0.0,125.0,28.44553,5e-05,0.47,1.582,-1.0,0.585103,0.11365561190213645,0.4458199999999999,488.80981551980534,0.08549347084164129,21871.31656407435,0.08602511016450941,4.61956926598025,66910.64236020503,0.09519794955984087,0.906457661581683,0.08604844431578784,0.10066378404285675,0.18377097322274255,91.18426439896535,84.06142564735627,0.08401598798044818,0.3849855147142187,61.01863493742766,0.09958248380889319,9.919367283950617,0.25554593082617555,95.87575224196453
22,322,50.9961,18.7449,35,20.5734,0,118,113,15,137,16,1.00136,48.3905,0.0,0.0,3.42857,5.137,16.82825,0.0,0.0,125.0,28.53376,7e-05,0.47,1.533,-1.0,0.586426,0.1141232445771233,0.45059764705882355,487.09964582565124,0.08619752987475972,21632.649021292615,0.08603381614936206,4.880036819093672,66852.10303644705,0.09470001180121368,1.2170970472214584,0.08551556044718174,0.1002246499111134,0.184090208314551,88.92146041013872,84.27479020812905,0.0837169849863466,0.384985514714218,61.23414611816407,0.09814728669809876,9.640480324074074,0.2549692754017936,95.91155033939478
23,323,50.9368,18.8242,34,19.5691,0,118,113,15,138,16,1.00217,48.29842,0.0,0.0,4.32143,5.117,16.09506,0.0,0.0,125.0,28.49916,6e-05,0.47,1.573,-1.0,0.591145,0.11466294962943421,0.4504050980392156,485.53581034252005,0.08689171357347325,21679.86714093445,0.086147084161264,4.615660249725392,66846.65926175944,0.09444448544237852,1.149894634295537,0.08507841855442157,0.10003694253628137,0.18478470928752638,88.03201526881568,84.16314706301783,0.0834431595119161,0.3827678886709865,61.24422238196856,0.09827137731164705,9.866319444444445,0.25425581994303714,95.90233490976073
