,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,movement,cubrow.0.3,cubrow.0,blockiness,cubcol.0.3,cubrow.0.5,cubrow.1.0,cubcol.0,saturation,cubcol.1.0,noise,fft,uhdhdsim,cubcol.0.6,cubcol.0.5,color_fulness,contrast,staticness,blur,temporal,cubrow.0.6
0,300,75.7432,11.8305,69,0.0,0,121,117,16,137,13,0.99992,79.4273,0.0,0.0,0.39286,4.302,0.0,0.0,0.0,128.0,41.03172,0.00013,0.48,3.553,0.0,0.524806,0.619775392156861,0.0,0.232963136845766,0.35615404098728826,7.974914373321027,0.19924217471242736,0.30584872507096794,0.2508321604402912,0.1908857190287147,50.8990732828776,0.33235534820613616,0.5228706596775058,68413.5536853742,90.17951671428756,0.20892382120032216,0.1436183131415535,85.29175382703534,88.88479082928308,615.0829999326224,41447.336215315154,0.0,0.27758671247569544
1,301,75.8229,11.8413,69,18.4952,0,121,117,17,136,13,0.99804,79.52669,0.0,0.0,0.32143,4.293,10.17858,0.0,0.0,128.0,41.22501,0.00015,0.49,3.151,-1.0,0.506868,0.6228743921568618,4.287567515432099,0.2175009361524617,0.3485514056153945,7.608902627470174,0.1832321984291151,0.29048123677992177,0.24170465501106894,0.1815166779646927,49.906558755003374,0.3216973526500777,0.5250882857207279,68429.88221572779,90.17210901389802,0.20665101366971964,0.1447645259415748,85.96126826386626,86.58369080974438,616.6672767211157,41608.705350896904,5.267365170046533,0.2521663524753051
2,302,75.839,11.9181,69,18.0136,0,121,117,17,136,13,0.98533,79.52114,0.0,0.0,0.21429,4.293,10.18256,0.0,0.0,128.0,41.21822,0.00015,0.49,3.118,-1.0,0.487471,0.6241380196078418,3.084297839506173,0.21041511582486913,0.3412163497578564,6.781960226805661,0.1758825434508952,0.2850150849636535,0.2341562424101172,0.17011731765272212,49.793235496238424,0.322912437915907,0.5206530336342773,68413.58465962624,90.12637321153514,0.20977216051122896,0.1475230908864615,85.85558152649656,84.5944034375573,617.4985338052502,41667.0548360736,5.037598332399134,0.24530490673360175
3,303,75.6979,12.379,69,18.6204,0,121,117,17,136,13,0.98447,79.38474,0.0,0.0,0.25,4.317,10.25005,0.0,0.0,128.0,41.19151,0.00021,0.49,3.537,-1.0,0.463671,0.6247713725490197,2.7061149691358026,0.20666742445419273,0.33703842302557196,5.841923203440074,0.17307784378506214,0.28050122797943,0.22798364750421551,0.16517689377103248,49.81350011001398,0.3220740664860302,0.5228706596774978,68433.62943278236,90.16012708526867,0.20963404037259586,0.14872296490504835,85.08130095136713,84.78248463551613,617.4565517908679,41564.14018742007,4.9341435334507056,0.24598677851976425
4,304,75.789,12.4406,69,18.26,0,121,117,17,136,13,0.98656,79.42194,0.0,0.0,0.46429,4.32,10.6483,0.0,0.0,128.0,41.0972,0.0003,0.49,3.267,-1.0,0.447658,0.6243458823529412,2.794608410493827,0.2034833828068438,0.3364463764808926,5.3501157947054105,0.17292390986118733,0.278203061669686,0.2232397350492831,0.1641418505976444,49.72719470365548,0.31675476495197513,0.5206530336342855,68473.94029133693,90.15602874849266,0.21027305543265468,0.14915099869012965,84.80541678259553,86.6885768688334,617.0108534278463,41771.04913145198,5.088877343231484,0.24533908726964265
5,305,76.0114,12.5527,69,18.0023,0,121,117,17,136,13,0.98523,79.66331,0.0,0.0,0.82143,4.318,10.69443,0.0,0.0,128.0,41.04302,0.00025,0.49,3.706,-1.0,0.445909,0.623659215686273,2.8120177469135803,0.1997837740559085,0.3378374262766213,6.0829639907943545,0.1780072024586725,0.27439929807903857,0.21989410979879456,0.16415472639051326,49.69645464861834,0.3086508421873807,0.5250882857207305,68355.4093215537,90.15373774505778,0.21117414968069495,0.15048447527586448,84.74097991326676,87.02387596649763,616.3991022433597,42299.42705152781,5.111790932672409,0.24342401840582753
6,306,75.9769,12.4981,69,18.3874,0,121,117,17,136,13,0.99725,79.67188,0.0,0.0,0.92857,4.328,10.79923,0.0,0.0,128.0,41.05508,0.00028,0.48,3.384,-1.0,0.425197,0.6233109803921568,2.6908275462962963,0.19755536341930027,0.3393323640199373,5.221327370245687,0.1821382362499968,0.27275772406141524,0.2198326864835116,0.16328434100357103,49.810708505136,0.30262266565110374,0.5273059117639624,68365.10716880734,90.14499127110716,0.21080426508845682,0.1512062428353597,84.71071326906616,87.78372144223337,615.8212446019537,42161.42331871495,5.178937802840395,0.24246866869415995
7,307,75.8583,12.5309,70,18.2612,0,121,117,17,137,13,1.00837,79.54423,0.0,0.0,0.71429,4.336,10.74923,0.0,0.0,128.0,41.03161,0.00035,0.49,3.259,-1.0,0.407466,0.6222801568627445,2.4605999228395063,0.19525086175511053,0.33976691644496515,5.027314270662644,0.18536347816593088,0.27249795042020336,0.22184521867793264,0.1635646478589522,49.799508553964124,0.30009961193028345,0.5250882857207327,68364.7959685697,90.13378979826231,0.2112808192806421,0.15148354790397622,84.84692176643757,86.12667606002489,615.2280988135083,41946.156343194,5.17566428622985,0.24210611548258734
8,308,75.9588,12.5184,70,18.0736,0,121,117,17,136,13,0.99509,79.62766,0.0,0.0,0.75,4.337,10.77737,0.0,0.0,128.0,41.01167,0.00031,0.49,2.873,0.20036,0.412443,0.6233243725490165,2.3288001543209877,0.19366226440265036,0.3387167456484133,4.480864258258906,0.1914306417925125,0.2723307046570425,0.2238930624236593,0.16336235879398572,49.810807781454955,0.2973666267777591,0.522870659677506,68358.75570716844,90.12720509898975,0.2121459478652771,0.1520789281256146,84.94540378687284,86.75408576142652,614.6708624903058,42199.839944110485,5.151726925639404,0.2420724743676629
9,309,75.8137,12.586,69,18.0641,0,121,117,17,136,13,0.99185,79.44332,0.0,0.0,0.57143,4.327,10.76902,0.0,0.0,129.0,40.97196,0.00022,0.48,2.867,-1.0,0.447771,0.6221431372549021,2.2488908179012346,0.19377247264612887,0.3387705350400923,4.906835964814221,0.19704207106337412,0.27150431143431736,0.2242494209355055,0.16242898481540913,49.741106198157794,0.29696020932745637,0.5250882857207299,68365.42682811203,90.13177809729251,0.2120499396641037,0.1516714076858681,85.01177153440713,85.49822681514644,614.115997372806,42051.31798691477,5.172556442338445,0.24185535403589267
10,310,75.7714,12.6926,69,18.2353,0,121,117,17,137,13,0.99962,79.38407,0.0,0.0,0.32143,4.332,10.82695,0.0,0.0,129.0,41.00657,0.00032,0.47,2.833,-1.0,0.454173,0.6214391176470585,4.25390625,0.1932857572137616,0.33954969590191814,4.1131181103519285,0.1995306587923437,0.27012719296869997,0.22457617346453243,0.16147699573916557,49.831816308292346,0.29776398427990464,0.5228706596775058,68434.43973075517,90.14075581378017,0.21264603962916498,0.1516144073487732,85.29063067902352,85.70094070009617,613.628659659093,41877.70263076204,5.224509555589942,0.24098767236247812
11,311,75.8055,12.3652,69,19.3949,0,121,117,17,136,13,1.007,79.40873,0.0,0.0,0.32143,4.311,10.92091,0.0,0.0,129.0,41.08771,0.00039,0.47,3.402,-1.0,0.468676,0.621243137254902,4.655864197530864,0.1912745119641082,0.3395434132672513,3.9099291958990783,0.20123700934068908,0.26868094411796556,0.2256301238058498,0.16160153695980362,49.89956118736738,0.29907455187659304,0.5273059117639555,68452.79767320259,90.10461083485339,0.21278400081933188,0.15135432179132566,85.42792542795401,86.6231296260351,613.1919700380796,41741.44188009817,5.232983442415095,0.24037285376030193
12,312,75.6542,11.9707,69,17.3696,0,121,117,17,136,13,1.00476,79.18462,0.0,0.0,0.75,4.315,10.63943,0.0,0.0,128.0,41.19513,0.00063,0.47,2.919,-1.0,0.490249,0.6213611764705883,4.14771412037037,0.18986805415258606,0.339684071848561,6.200048246679905,0.20308035482140502,0.26866528816883517,0.22708134674293712,0.16350529164137564,49.87876666033709,0.2991278710312165,0.5206530336342748,68389.75011624981,90.14628366000784,0.2125389664220196,0.15116851119785948,85.66604485803995,87.32736211867788,612.7030452007,41510.57774033613,5.140782199398879,0.24009500436279782
13,313,75.555,11.6862,69,17.3119,0,121,117,17,136,13,1.02028,79.07431,0.0,0.0,0.71429,4.332,10.30083,0.0,0.0,129.0,41.28967,0.00046,0.47,3.154,-1.0,0.503337,0.620614294117647,3.588445216049383,0.18853596630360514,0.33988319142887713,4.930687737386851,0.2042132573874733,0.26862597712920205,0.22937281125840592,0.16560307170026656,49.96090754756221,0.29698223631445986,0.5206530336342688,68413.39642697677,90.16503085193216,0.2122886423718158,0.1508835384756728,86.1373894368466,89.38045867714908,612.3187149389237,41237.20411584884,5.151720575758094,0.23997397892670314
