,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,cubcol.1.0,staticness,temporal,contrast,cubcol.0.5,noise,cubrow.0,cubrow.0.5,cubcol.0.3,cubcol.0.6,uhdhdsim,cubcol.0,cubrow.0.6,blur,fft,movement,blockiness,cubrow.1.0,color_fulness,saturation,cubrow.0.3
0,100,68.934,12.6565,45,0.0,0,137,125,2,128,3,1.00371,67.05075,0.0,0.0,14.96429,8.448,0.0,0.0,0.0,132.0,66.47671,0.0,0.29,1.872,0.0,1.864166,0.27290770504267653,0.1761558848875947,296.32549692816724,0.0,90.44956457895692,0.1268479461089391,0.22005386451112582,0.1423188671230936,0.28805282011155464,0.21135426219178727,0.10987927490425642,96.03384842278756,0.1925310729058723,0.2228388185822045,39700.27542334528,64023.47787553791,0.0,2.0467968708034268,0.20924633009212668,98.45997361676157,14.64920910493827,0.24643733415002408
1,101,68.9608,12.2612,45,16.0836,0,137,125,2,128,3,1.00343,67.05406,0.0,0.0,13.21429,8.445,10.9319,0.0,0.0,131.0,66.48273,0.0,0.28,1.872,-1.0,1.879939,0.27288028929181146,0.1715359390579954,296.24553272440625,4.770076274910819,88.25457293117486,0.1327291920474499,0.2200538645111291,0.13132204157433758,0.2803132396562472,0.19618280856066464,0.10442498355064804,96.04891871447427,0.18305289211544823,0.22186192036592348,39875.80309668355,64087.633710714654,6.909384645061729,1.595335226387645,0.20878029359145567,97.77024565398989,14.617827427240066,0.24631658019506344
2,102,69.0426,12.094,45,15.366,0,137,125,2,128,3,0.99895,67.10906,0.0,0.0,16.07143,8.423,10.59319,0.0,0.0,132.0,66.49246,0.0,0.29,1.939,-1.0,1.874686,0.27270829296424515,0.17498446413334717,296.0927962473095,4.755161669175928,88.28234938559595,0.13176707638516752,0.22005386451112896,0.13231381466560124,0.27708287404981014,0.19979959810671793,0.10206043455687253,96.05197248642725,0.1758376830268446,0.22415455775433374,39942.22346800245,64099.04181057483,6.835117669753086,1.786181143809398,0.20904664350335597,97.34823065594313,14.640220171139564,0.2496679825048299
3,103,69.0412,12.1831,45,15.4183,0,137,125,2,128,3,0.99217,67.08423,0.0,0.0,14.14286,8.405,10.44395,0.0,0.0,132.0,66.48305,0.0,0.29,1.785,-1.0,1.843258,0.27290770504267653,0.1712943727324172,295.88413500347247,4.731112665238816,90.37766893920036,0.1314494607142058,0.2200538645111234,0.1365230821742644,0.2772625576776199,0.20231432254067913,0.10286120519671214,96.06199248490742,0.17027476105500225,0.22228757542121375,40018.88254095694,64124.86004747056,6.4831211419753085,1.89824509538421,0.2110068172795703,97.8325650380315,14.629421846366222,0.25581817159313647
4,104,68.9785,12.0839,45,15.4925,0,137,125,2,128,3,0.99771,67.03542,0.0,0.0,11.28571,8.399,10.52131,0.0,0.0,132.0,66.48958,0.0,0.28,1.776,-1.0,1.825664,0.273063879344868,0.17296398047649614,295.7827062339587,4.737834519987587,90.42703753340521,0.13170373895152818,0.22005386451112852,0.14174640275779143,0.2779358134587647,0.2038190606204942,0.10232605971420618,96.05571234004749,0.16935049728584656,0.22111056664876969,39920.2444010874,64410.8506694208,6.240306712962963,1.2950234799545979,0.21269908272146396,97.02592707481588,14.674158166956019,0.2622319569760725
5,105,68.7831,12.7246,45,14.5188,0,138,125,2,128,3,1.00535,66.84909,0.0,0.0,9.07143,8.42,10.43866,0.0,0.0,131.0,66.48367,0.0,0.29,1.738,-1.0,1.884429,0.2730809289411771,0.17301570743435,295.6597795436284,4.715907286975843,89.6003017714989,0.1314206614993296,0.22005386451112488,0.14572404422842714,0.2771828195020314,0.20362909898388737,0.10042719214395979,96.08554010870114,0.16733376283582924,0.21860122929907444,39535.72885633026,64440.71192436261,5.859375,1.9392651586794727,0.21344577674118034,97.77950984771785,14.689862098222898,0.2655850310895276
6,106,68.8381,12.7517,45,16.1801,0,138,125,2,128,3,1.00257,66.87812,0.0,0.0,10.07143,8.438,10.99382,0.0,0.0,133.0,66.47713,2e-05,0.29,1.624,-1.0,1.849186,0.2731043891856984,0.1757221086451999,295.5554723228265,4.794426976009977,90.39998471100915,0.12963665510756744,0.2123717825530056,0.14844135121608412,0.2772477877339491,0.20648831640744694,0.09890492060295454,96.07948042841758,0.1765016091926885,0.21771559821216985,39609.555927370806,64590.79568983773,6.017891589506172,1.0267337444211202,0.2140178886174011,97.67156558542779,14.695371839735245,0.26726564019760857
7,107,68.9703,12.8997,45,15.9776,0,138,125,2,128,3,0.99997,66.99515,0.0,0.0,10.92857,8.383,11.01166,0.0,0.0,132.0,66.48333,0.0,0.29,1.755,-1.0,1.820264,0.2731043891856984,0.18047044926020125,295.39652721270556,4.797449928515693,89.51011045914487,0.12790383672763755,0.2200538645111192,0.15233294327833508,0.2796295494504066,0.20838854641989854,0.09919308328534499,96.07010652160176,0.1813958777627106,0.21901499427282767,39981.07536306957,64385.37322230472,5.809895833333333,1.4697645933842616,0.2152472077226233,97.06885350076635,14.718221970546393,0.26662100152684876
8,108,68.74,13.6277,45,16.1406,0,138,125,2,128,3,0.99708,66.79588,0.0,0.0,13.92857,8.39,11.1416,0.0,0.0,132.0,66.48079,0.0,0.28,1.677,0.58758,1.827025,0.27337595515570995,0.18150785756790255,295.1359722655557,4.829987567239833,90.4288728686895,0.1282758586090078,0.21621282353206275,0.15429909206093445,0.28147612964027335,0.20931359988117368,0.09889198452062876,96.08425042937716,0.18224281404839116,0.2205312413657275,39538.05405994394,63940.19465246538,5.79639274691358,1.3369747201407851,0.21563623775173577,96.95235389726984,14.779089468496817,0.2643622567174479
9,109,68.8583,13.3481,45,16.5874,0,138,125,2,128,3,1.00377,66.88294,0.0,0.0,14.67857,8.377,11.76621,0.0,0.0,132.0,66.46335,0.0,0.29,1.694,-1.0,1.829885,0.2730809289411771,0.18449713545155766,294.8262690954507,4.8931670898548605,90.39992312130538,0.12815868392498903,0.22005386451112433,0.1576141058657237,0.2814385594982535,0.21033209965121882,0.09801230163170566,96.06393948414987,0.18454381028695316,0.2218789536924356,39769.410375311454,63941.57106429296,5.948591820987654,1.1371523421902132,0.2150544322094176,97.46070977253558,14.692720389660494,0.26312683789263946
10,110,68.8872,13.0433,45,16.3735,0,138,125,2,128,3,1.00155,66.90881,0.0,0.0,13.67857,8.394,11.52682,0.0,0.0,132.0,66.48639,0.0,0.29,1.672,-1.0,1.816342,0.273189637167244,0.18384935305919017,294.5653499194058,4.8692335745102495,90.40432552101569,0.12727870469179842,0.21015415650977307,0.1584931572574512,0.2816173007683696,0.21151231465135142,0.09756784182445526,96.06824922979547,0.18320820727066106,0.22305973123117973,39707.43962565707,63540.15209855769,7.37818287037037,1.7503135188986678,0.21391308457493544,97.57743875938804,14.75174308117525,0.26157895194609543
11,111,68.7736,13.0757,45,16.3688,0,138,125,2,128,3,1.00065,66.79768,0.0,0.0,13.75,8.394,11.26651,0.0,0.0,132.0,66.48538,0.0,0.29,1.775,-1.0,1.787735,0.273189637167244,0.18500247187493138,294.267577881558,4.840483333618139,90.40879358616482,0.12655883535545231,0.21399519748883858,0.1602846316087249,0.2816742831260931,0.2130333593162814,0.0978487587811179,96.07274487485326,0.18031412462726334,0.22354024398651232,39484.36301825122,63368.87636280214,8.372395833333334,1.4277945355503563,0.21354716272609645,97.6379131077661,14.830082457742574,0.261372767948906
12,112,68.898,12.8423,45,16.576,0,138,125,2,128,3,0.99691,66.93609,0.0,0.0,13.5,8.376,11.29069,0.0,0.0,133.0,66.49665,0.0,0.29,1.727,-1.0,1.780068,0.27337595515570995,0.18477577440511517,293.9411092215468,4.853910026729205,90.3365887627029,0.1254765710355123,0.220053864511125,0.1616961563085773,0.28128230600146015,0.2149511555991059,0.09754429565544413,96.05560784538523,0.17821825661002824,0.22407685607895259,39827.79900144992,63358.92350462161,7.849826388888889,1.5038608423174982,0.21282731526857268,96.99103530427057,14.801564911265434,0.261197259078301
13,113,69.0041,12.9853,45,16.1163,0,138,125,2,128,3,0.99864,67.02072,0.0,0.0,9.89286,8.398,11.09576,0.0,0.0,132.0,66.52102,1e-05,0.29,1.671,-1.0,1.78426,0.2734599755663213,0.18617609961023682,293.59000216490165,4.828960029905177,90.40949722670503,0.1242367262061829,0.2123717825530088,0.16350328270627879,0.2809724302159545,0.21502997393064088,0.09664045428523146,96.03695751400936,0.18218840650873408,0.22472978792008322,40107.592854091,63577.1537520883,6.6198398919753085,1.910239948705063,0.21191969188261472,97.83560074159847,14.805272043487172,0.26148415192814445
14,114,68.8645,13.5304,45,16.4065,0,138,125,2,128,3,1.00062,66.88348,0.0,0.0,13.03571,8.385,11.21978,0.0,0.0,131.0,66.49785,0.0,0.29,1.733,-1.0,1.774044,0.2731955499672439,0.18663708062650983,293.2317570156678,4.8490059927575215,90.40624580411277,0.12220227255320122,0.21621282353206564,0.1647705116251832,0.28029664754990835,0.21648587049148849,0.09633435841330713,96.0667720456216,0.18541779966980115,0.22504734804764587,39755.56351272904,63510.53656817567,6.455439814814815,1.6657200343323222,0.21052308796255897,96.92555517907381,14.847651352117092,0.2626433832373328
15,115,68.918,13.616,45,16.135,0,138,125,2,128,3,1.00268,66.9656,0.0,0.0,10.60714,8.421,11.69121,0.0,0.0,132.0,66.52839,0.0,0.28,1.798,-1.0,1.772008,0.2733863213102659,0.18591160694014305,292.8463034755594,4.888341457145367,89.5485913814914,0.12065105907363244,0.22005386451111775,0.1647176897923848,0.2798658569887404,0.21780783313898902,0.09658496386017566,96.03625294176807,0.18519934154814155,0.22619355799975932,39767.65727550431,63398.806586938525,7.689621913580247,1.6253102352275246,0.20882890342320953,96.61232293736309,14.845799010476949,0.26294960237279885
16,116,68.7097,13.6444,45,17.6147,0,138,125,2,128,3,1.00136,66.76766,0.0,0.0,12.42857,8.425,11.7602,0.0,0.0,132.0,66.52854,0.0,0.29,1.811,0.58526,1.79217,0.27337595515570995,0.18624497613362337,292.44329160367016,4.916092032620991,89.17204262319405,0.11983371124388227,0.2162128235320653,0.16562045314744053,0.2792591103100851,0.21731601163344433,0.09653763146712693,96.05494685056846,0.1872964666743112,0.22677161723114225,39378.08912573606,63447.2352597893,8.747685185185185,1.323403446527572,0.20770696267845837,97.1617714105619,14.848054485556519,0.2636694391870761
17,117,68.7733,13.4273,45,17.7048,0,138,125,2,128,3,0.99732,66.81937,0.0,0.0,11.96429,8.428,11.78419,0.0,0.0,132.0,66.53586,0.0,0.29,1.646,-1.0,1.732612,0.2732907071741644,0.1855462629913116,292.01006300732524,4.916025538864239,90.36260243262402,0.11843589033652509,0.21783623846789865,0.16699334304657135,0.27897334683241903,0.21772346179974697,0.09644640672743436,96.06454672564257,0.18998106642566576,0.22731130390790166,39559.96888986119,63519.482347407444,8.838204089506172,1.460726048870946,0.20695545936356918,97.30037564492619,14.893970254026815,0.2649962466134528
18,118,68.8381,13.1498,45,17.4869,0,138,125,2,128,3,0.99433,66.86664,0.0,0.0,12.17857,8.415,11.60489,0.0,0.0,132.0,66.53765,0.0,0.28,1.739,-1.0,1.754682,0.273189637167244,0.18534860432467973,291.56325883105427,4.890822412659325,89.08983726025917,0.1175674753353224,0.21621282353206675,0.16618402983165206,0.27922424672042,0.21697987292164972,0.09650826329404305,96.05371208660202,0.19090713208750273,0.22735713758111445,39629.404263427816,63402.3105407077,8.609664351851851,1.7313216219734031,0.2061922873095908,97.00277693818114,14.90468625669126,0.26546735427313534
19,119,69.0197,13.2499,45,16.8677,0,138,125,2,128,3,1.00055,67.05555,0.0,0.0,14.5,8.398,11.36441,0.0,0.0,133.0,66.54716,0.0,0.29,1.788,-1.0,1.762672,0.2733245335732417,0.18497671067064128,291.0595982789336,4.871213724994849,89.17377660366297,0.11727653357176968,0.22005386451112732,0.16496792436927504,0.2800105141978766,0.21679607952553573,0.09683450657235351,96.04621246040108,0.19094348825100307,0.2275372643358465,39915.35366551505,63406.241679795865,8.35059799382716,1.436584674638524,0.2055628674308119,97.07126812594485,14.853375093436535,0.26537955932869023
20,120,68.8972,13.3297,45,16.5603,0,138,125,2,128,3,1.00639,66.9584,0.0,0.0,10.71429,8.405,11.45489,0.0,0.0,132.0,66.54437,0.0,0.29,1.923,-1.0,1.742881,0.2732907071741644,0.18488306510376248,290.5504033598143,4.865999361012967,88.3556376304859,0.11705878916819197,0.22005386451113038,0.16461144106350273,0.28118777465167427,0.21713180833673268,0.09708415269265268,96.04639022778898,0.1925358729572735,0.2281475630512168,39801.28634215844,63529.850954289956,9.81737075617284,1.2836330488537835,0.20592545927972225,96.39649067360597,14.888359164014275,0.26503636515487455
