,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.5,cubcol.0.6,contrast,cubcol.0.3,cubrow.0.5,saturation,staticness,noise,cubrow.1.0,movement,cubcol.0,cubrow.0.6,cubrow.0,blur,fft,tone,temporal,uhdhdsim,color_fulness,cubrow.0.3,cubcol.1.0,blockiness
0,100,122.816,26.3189,144,0.0,0,115,129,19,125,14,1.00257,120.14051,0.0,0.0,1.10714,3.736,0.0,0.0,0.0,128.0,58.61075,0.00338,0.43,4.396,0.0,0.005858,0.5574980258469063,0.4803005989595176,90.70360148034138,0.5039051744791664,0.43805703275216873,22.988651793680074,235.56117300510138,0.7005138550325722,0.4328437331102262,0.0,0.2699783044741395,0.478257754575112,0.2246391117983361,197959.05879202063,84124.33910202378,0.8960372549019606,0.0,80.1594092098594,147.10270495085865,0.4884223853449339,0.430810816449505,2.297683109894837
1,101,122.698,25.7873,144,47.054,0,115,129,19,125,14,0.99974,120.05435,0.0,0.0,1.07143,3.742,22.59627,0.0,0.0,128.0,58.59742,0.00301,0.43,4.255,-1.0,0.00606,0.4873572245584349,0.4327096408969476,95.67378627614343,0.4413900361852224,0.3956809611697371,22.994935400692032,232.95531676988236,0.7015430588610108,0.4002181963966284,12.702835648148149,0.24912018922710558,0.43900806482670984,0.21076021949495297,197321.91992218385,84112.34410595367,0.8960372549019606,5.334195999266481,80.18807081218458,147.20435346185837,0.447246823775487,0.3955919365433128,1.768902909673351
2,102,122.675,25.9382,144,46.9317,0,115,129,19,125,14,1.00892,120.06158,0.0,0.0,1.25,3.74,22.13754,0.0,0.0,128.0,58.61469,0.00302,0.43,4.894,-1.0,0.009233,0.461791274009038,0.41705097061348323,92.630386325733,0.4206671840959792,0.3834044724653188,22.94077781394676,229.99845278683114,0.6999196439251781,0.39449761852349574,12.432822145061728,0.24658582135128584,0.4298184525879851,0.20796265231444488,196790.78426375313,84214.2634761155,0.8957396078431371,5.219003037161723,80.15154468799763,147.2900195108327,0.4315896300640916,0.38673711755240775,1.7651484944048959
3,103,123.077,26.4156,145,48.5084,0,115,129,19,125,14,1.00537,120.49984,0.0,0.0,0.92857,3.718,22.26856,0.0,0.0,128.0,58.66805,0.00343,0.43,5.375,-1.0,0.007832,0.45238686698039443,0.4111041487999128,92.32769624493812,0.4098472412245614,0.37255942573417306,22.77816527566792,227.3848195013218,0.7059783109474672,0.39235241633073453,12.170958719135802,0.24235697111970742,0.42929938299190257,0.20427309377240338,198781.3248314546,84103.07431586356,0.8954717647058822,5.301014514867062,80.11986780517937,147.4261867210027,0.4194447351621021,0.38089894896569365,1.8279114831187366
4,104,123.552,26.2018,145,46.878,0,115,129,19,125,14,1.01666,120.93392,0.0,0.0,0.89286,3.742,22.67697,0.0,0.0,128.0,58.82494,0.00329,0.43,5.363,-1.0,0.009023,0.439305481551167,0.407885385721961,95.60869388671003,0.40428750116581647,0.3662828756554845,22.70767777054398,225.0013411320637,0.7015430588610116,0.39147713546615537,11.884934413580247,0.2404795670251764,0.4336104791261656,0.20132857321117456,202398.2993969138,84045.81148156669,0.8954717647058822,5.333745086222675,80.08182931281816,147.67705035313003,0.4112481049508164,0.3739437865252358,1.8869751158091934
5,105,123.131,26.0641,145,46.1298,0,115,129,19,125,14,1.00332,120.54342,0.0,0.0,0.78571,3.748,22.49529,0.0,0.0,128.0,58.95974,0.00331,0.43,5.099,-1.0,0.008183,0.43113996342405686,0.40395857548428044,95.60139055978081,0.39843522082134963,0.35918512716075873,22.8113823407962,222.91237449245958,0.7015430588610125,0.388182835438746,11.239197530864198,0.23910053211169852,0.4401273115120836,0.1985952292855968,199548.99239711725,84011.63403377176,0.8957396078431371,5.251238846216223,80.13722022295846,147.74490902639502,0.409223114464496,0.3707332746256107,1.941433310132172
6,106,123.127,26.2144,145,44.3422,0,115,129,19,125,14,1.01047,120.50676,0.0,0.0,0.53571,3.722,22.37875,0.0,0.0,128.0,58.92942,0.00317,0.43,5.204,-1.0,0.005608,0.42648979658719066,0.3999946228762373,92.45531382076751,0.3943412912963481,0.3526805434016966,22.88441655665268,220.9333153954397,0.699919643925179,0.38584674084610643,10.685908564814815,0.23930898123040487,0.4424758041009509,0.19098898460340133,200357.10417222566,84013.13132750487,0.8957396078431371,5.265667560213147,80.11673798039291,147.86876452074105,0.407604115586534,0.3701350802751843,1.8062917236268465
7,107,122.88,26.6736,145,46.7815,0,115,129,19,125,14,1.00557,120.35228,0.0,0.0,1.17857,3.747,22.50559,0.0,0.0,128.0,58.78951,0.00306,0.43,4.88,-1.0,0.007859,0.42259065415592734,0.3983245369030586,95.59294031272483,0.3919760818747851,0.3481953441106247,22.994228598512247,218.9831053019721,0.7059783109474709,0.38582079492292914,10.202064043209877,0.23965669168103684,0.44094832724685795,0.18562757421373968,197896.83492696707,83974.27944898806,0.8960372549019606,5.269119863121776,80.15809153224615,147.77968349841066,0.40787110679945715,0.3710555364251006,1.9921785281096838
8,108,123.008,26.2222,146,48.4379,0,115,129,19,125,14,1.01287,120.54197,0.0,0.0,1.17857,3.729,22.90028,0.0,0.0,128.0,58.67823,0.00311,0.43,5.548,0.17374,0.005925,0.42373094532178746,0.3948363840866148,95.58229298576818,0.39119158234201595,0.3451609453552996,23.019845091266397,217.07064536624466,0.7059783109474723,0.39052633159342764,9.824170524691358,0.23833866490830347,0.44190092823874927,0.18288558215345457,198363.09409477504,84145.61863697809,0.8960898039215686,5.417310532720255,80.12587778921088,147.6989215868423,0.40620612761291697,0.37016318057569775,2.6732865453118473
9,109,123.104,26.3083,146,46.8621,0,115,129,19,125,14,1.01391,120.63269,0.0,0.0,1.03571,3.7,22.51062,0.0,0.0,128.0,58.63221,0.00312,0.43,5.078,-1.0,0.00737,0.42780410373483263,0.3919489944936432,94.4818952595796,0.39017210767035293,0.3408777395381961,23.032807338384934,215.26579314102364,0.7071667331622686,0.39356108424659725,9.11183449074074,0.24020594945815413,0.44088622068792943,0.18010062098407573,199119.87911591868,84045.34424453398,0.8961226274509796,5.381609726748011,80.12242591697395,147.70678265087744,0.4045763044433174,0.37284721104409085,2.2294212543226184
10,110,123.067,26.141,146,46.3811,0,115,129,19,125,14,1.00178,120.63844,0.0,0.0,1.21429,3.717,22.58642,0.0,0.0,128.0,58.58466,0.00301,0.43,5.165,-1.0,0.006615,0.4321752048297645,0.38993072411205354,93.18100531442155,0.3878120457279847,0.3379925006805182,23.047140804337868,213.5219581613379,0.7081959369907009,0.3945270381661653,11.703896604938272,0.24090667864116763,0.44249860270093255,0.17879382273498284,198745.8029922895,84127.6183548376,0.8959847058823528,5.357013237274225,80.12962178201163,147.82849773347982,0.40523316136406334,0.37414609899398354,1.9483707682156957
11,111,123.128,26.0084,146,45.8895,0,115,129,19,125,14,1.00933,120.75222,0.0,0.0,1.46429,3.687,22.44362,0.0,0.0,128.0,58.51242,0.0032,0.43,4.877,-1.0,0.00572,0.43770718611989406,0.3880124566877543,92.89437588510214,0.3851689306371555,0.33658536485864293,22.993628607855904,211.81548028644764,0.7059783109474731,0.39607356264374277,13.714795524691358,0.2402599077775252,0.4455139126169628,0.1793542809416703,198423.83282610588,84106.08582828523,0.8957396078431371,5.356897751839449,80.10793002966055,148.00436093818098,0.4045617992412182,0.37693593881644255,1.6906461585954524
12,112,123.361,25.9152,146,46.5261,0,115,129,19,125,14,1.01439,120.97834,0.0,0.0,0.75,3.657,22.32904,0.0,0.0,128.0,58.48581,0.00339,0.43,5.545,-1.0,0.005394,0.44394135922291533,0.38610063513895043,92.80728662336566,0.38208030816962424,0.3349531692664457,22.981303650655864,210.23453256513838,0.7081959369907023,0.3989152750386371,12.494405864197532,0.24011358917741563,0.44550477459774296,0.17904639259683344,199845.77834865137,84172.09413097927,0.8951741176470587,5.392260945624746,80.10287614302314,148.11243106755586,0.4042651467854691,0.377016775730692,2.6692036009318736
13,113,123.091,26.0805,145,46.4964,0,115,129,19,125,14,1.00966,120.68527,0.0,0.0,1.46429,3.687,22.2485,0.0,0.0,128.0,58.48219,0.00346,0.43,4.582,-1.0,0.007409,0.4466214871838559,0.3864552291227982,90.41302095237916,0.3822228570207175,0.33477883482935356,23.05159053096065,208.7471045098811,0.705978310947474,0.4015762810236563,10.190875771604938,0.23945463619181953,0.44729421542033715,0.18017997413196832,199429.71104895687,84072.21212761468,0.8946007843137254,5.316498313832861,80.13217625517433,147.85903751876498,0.40399686681418134,0.3771800775450806,1.7846473621663665
