,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,fft,cubcol.1.0,cubrow.0.5,temporal,uhdhdsim,cubrow.0.6,cubcol.0.6,saturation,movement,cubrow.0,blockiness,cubcol.0.5,staticness,tone,cubcol.0,contrast,cubrow.0.3,cubcol.0.3,cubrow.1.0,blur,noise,color_fulness
0,300,20.1142,23.9656,14,0.0,0,121,117,5,140,7,0.97439,21.3451,0.0,0.0,7.17857,10.456,0.0,0.0,0.0,106.0,29.8699,0.0,0.4,4.873,0.0,0.114089,63230.30293900966,0.07809593667545733,0.08088008004258176,0.0,102.21324891498091,0.09050974503182607,0.04673134263868106,53.43252299744405,0.0,0.051854419073381015,1.181692805547741,0.09618876810621482,723.6875321940048,0.44928388235294103,0.04760384642854142,87.1784419213576,0.08850630461482965,0.10093126248927968,0.03412737534708733,2541.2274712351664,0.3375453823643039,82.27776434415499
1,301,20.7142,23.9449,14,18.1868,0,121,117,5,140,8,0.98003,21.79636,0.0,0.0,5.35714,10.248,20.60543,0.0,0.0,120.0,30.21183,0.0,0.4,5.544,-1.0,0.087879,63519.13362099551,0.07173151338424999,0.06290934748464838,5.742709470516266,102.06908758617018,0.07541966560778637,0.04606308144618757,54.212079083478,18.742283950617285,0.05131369430342623,1.155307781255446,0.062013946250117934,704.1740174060168,0.4531745098039215,0.04734535891295385,86.81211055075012,0.0770357093285386,0.07081467529760249,0.02711496131157524,2883.7424793969403,0.33976300840753365,84.0986660455038
2,302,21.4031,24.6156,14,17.3548,0,120,117,5,141,8,0.97926,22.39081,0.0,0.0,9.21429,10.463,20.60297,0.0,0.0,115.0,30.6762,0.0,0.4,5.251,-1.0,0.093583,63705.997914111846,0.07418644687758424,0.058041149575528174,5.814071137607317,101.91484108751186,0.0691733694303982,0.046644270988667004,54.839469627097806,16.034095293209877,0.051865203546276946,1.1706924016648026,0.05394309074905421,696.2095642438535,0.45784627450980386,0.047269249105378164,85.07458013682142,0.06971972524666348,0.0651844602488565,0.02538362344380746,3152.715156667506,0.33976300840753443,86.42537479598292
3,303,22.7934,24.3863,15,17.4066,0,120,117,5,141,9,0.97922,23.64249,0.0,0.0,9.46429,10.165,21.19436,0.0,0.0,109.0,31.28048,0.0,0.4,4.563,-1.0,0.109708,63761.19840857017,0.07786395260538138,0.05680971713161349,5.9295855715348535,101.64790918608622,0.06719966393450713,0.04585279632690622,55.3787397219811,14.63917824074074,0.05172990652571311,1.5654806382640944,0.049412046437487596,693.4654936411912,0.4705301960784313,0.047102090972687506,89.65038159126748,0.06907646665858157,0.06812831913059866,0.024654630661597184,3688.2905068255545,0.33976300840753454,88.47309716339264
4,304,23.7508,24.2382,15,19.2157,0,119,117,5,141,9,0.98435,24.50164,0.0,0.0,7.78571,10.074,20.99442,0.0,0.0,113.0,31.79314,0.0,0.4,5.827,-1.0,0.089513,63684.595807123034,0.07618562319659827,0.06148408306561818,6.037215181065664,101.5413346778912,0.06611256133753937,0.045312271738543665,55.70623911162953,14.289882330246913,0.05199737232968214,1.907941569144848,0.04634783868203856,691.5792986150173,0.47701843137254896,0.047232328870017284,88.01017745666407,0.06606794856876025,0.0684532025319223,0.024328251348213023,4005.230034835251,0.3436040493865977,90.14819236987269
5,305,24.5905,24.1881,15,20.3779,0,118,117,5,141,9,0.99154,25.29314,0.0,0.0,9.82143,10.228,20.88091,0.0,0.0,114.0,32.46411,0.0,0.41,5.074,-1.0,0.124983,63816.6989321218,0.07805711180768317,0.06558047882178257,6.04479518030695,101.44054337048536,0.06907807304886758,0.04567827385123964,55.963184874734765,13.388744212962964,0.05155590685069782,1.4248485748090705,0.041581266777337214,687.1636853809221,0.48587058823529405,0.047325151594278664,90.0138888928864,0.06382633220742197,0.06890162596115938,0.024365290869857954,4120.874502080363,0.34360404938660066,91.53774698634403
6,306,25.7599,24.5139,16,21.4413,0,118,117,5,141,9,0.99411,26.37656,0.0,0.0,12.67857,10.475,20.82907,0.0,0.0,111.0,33.02708,0.0,0.4,4.782,-1.0,0.109829,63923.23402932665,0.08145676171603916,0.06840575986709556,6.1092566499172065,101.27216835666097,0.07077166201891141,0.047184801398889226,55.79561454867139,12.986593364197532,0.051280082974054106,1.1869760344212632,0.03884104239745611,680.5742789850315,0.49322274509803915,0.04719477701430504,86.95582796679571,0.06180664545074722,0.07003590553612285,0.025895701356848242,4541.511459473251,0.34582167542982445,92.17097912898001
7,307,26.5975,24.9878,17,21.243,0,118,117,5,141,10,0.99481,27.27489,0.0,0.0,9.57143,10.716,21.08186,0.0,0.0,116.0,33.4157,0.0,0.4,3.513,-1.0,0.098816,63878.26404329444,0.0868576674675485,0.07040430745186234,6.246531998228043,101.10738286747109,0.07076739496313808,0.04569525906703776,55.401642410843465,12.608314043209877,0.051589973953540126,0.8184912945988394,0.03707074657545504,672.0710203112285,0.4976117647058823,0.04727646578990771,85.04806701219533,0.060336198277097644,0.07298120376739123,0.03166350603305902,4825.721405588903,0.3458216754298291,91.84863460940558
8,308,25.0317,25.3877,17,22.1516,0,117,117,5,140,9,0.99694,26.05517,0.0,0.0,7.21429,11.498,21.48931,0.0,0.0,120.0,33.60845,0.0,0.4,3.441,0.12603,0.113453,63810.357655310385,0.0882400179580621,0.0705344409858801,6.425539200125207,101.31619823675969,0.0696957384258811,0.04291418620995589,54.810755035023625,11.911072530864198,0.05221491233777553,0.923774490252051,0.03638494322966158,662.1563812080335,0.5005094509803921,0.04709575911061046,85.6549470133395,0.0593609081858685,0.07624556158857622,0.03827424844297248,3778.732278137634,0.34803930147305767,91.58760900303571
9,309,23.9025,26.2663,16,23.1476,0,117,117,6,140,9,0.9999,25.21155,0.0,0.0,8.5,11.833,21.82323,0.0,0.0,118.0,33.68816,0.0,0.41,3.874,-1.0,0.111326,63827.83251675554,0.08917350883024111,0.06793337117385169,6.591060036311562,101.5216461347424,0.06887976713717385,0.040984755641258086,54.38325971438561,11.349971064814815,0.052679611591432945,1.7256425126284003,0.03792703236213877,651.3653200367431,0.5061737254901961,0.04688240442748907,86.32195941848555,0.0613698240278427,0.07744400568205512,0.040111048339335494,3317.9205607277154,0.3480393014730582,90.50067939672849
