,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,cubrow.0.3,temporal,cubrow.0,color_fulness,staticness,cubrow.1.0,cubcol.1.0,blur,noise,movement,cubcol.0,saturation,cubcol.0.5,uhdhdsim,cubcol.0.3,fft,cubcol.0.6,tone,blockiness,contrast,cubrow.0.6
0,400,45.5777,27.9462,28,0.0,0,111,123,7,130,6,0.99268,43.41186,0.0,0.0,4.75,8.629,0.0,0.0,0.0,125.0,43.7531,9e-05,0.29,3.144,0.0,3.72444,0.18098121023051958,0.11023073184669396,0.0,0.05362533841281012,93.6875257657922,366.3699227254182,0.06047690187198535,0.0430774290929062,13808.701135522848,0.27355266388333854,0.0,0.15427371011722812,31.478972635151425,0.16353904712248743,96.44328534635632,0.15268740179414483,64270.12198518234,0.06184399597876257,0.7183925294117632,3.0995687614010197,89.40654455973912,0.14486381821322608
1,401,46.1639,28.3433,28,34.4964,0,111,123,7,130,6,1.00654,43.94596,0.0,0.0,2.89286,8.252,23.99044,0.0,0.0,125.0,43.99842,9e-05,0.29,3.359,-1.0,3.7516,0.13105322889276816,0.08482190790044451,6.504708163984846,0.03919430213233184,93.06149659657419,358.9888132489501,0.04524233177202232,0.04445863100332201,14415.025200237633,0.269711622904276,20.148775077160494,0.15227684198429628,31.468365892951873,0.15722723606519426,96.31438483440908,0.13976290539302771,64383.02250913891,0.05122177119998246,0.7199007843137254,2.5055225889837396,90.71370094877626,0.10599160000039252
2,402,46.4149,28.4972,28,35.1904,0,111,123,7,130,6,1.0078,44.22494,0.0,0.0,5.14286,8.227,24.32479,0.0,0.0,125.0,44.26124,0.0001,0.29,2.886,-1.0,3.78757,0.11989581902294928,0.07862550173325876,6.496593819566531,0.035169277059865764,92.92860039235164,352.6286217218012,0.03893201838505277,0.04569281832201861,14748.029124252862,0.27355266388333865,18.311631944444443,0.12614905622220665,31.457553062909916,0.15072241622977223,96.29990023279701,0.14546611486982947,64202.67901197353,0.0489051840843599,0.7239058823529412,2.211920187802511,87.99135471554094,0.09974664399272447
3,403,46.5928,30.0664,29,34.2187,0,111,123,7,130,6,0.98873,44.42632,0.0,0.0,3.64286,8.271,24.47207,0.0,0.0,125.0,44.56766,0.00011,0.29,3.367,-1.0,3.758518,0.1134940082364387,0.07540685202027542,6.515298589365688,0.03320791849280563,93.09361331511009,346.63181190100875,0.03675113970674264,0.047226377909759636,14906.86553319506,0.273552663883339,16.51446759259259,0.11399463385274941,31.35431831265673,0.14923154668252026,96.3048471956037,0.14432849500887437,64147.94557447455,0.04882159538110137,0.7300435294117648,1.7756642028873229,90.8538301904718,0.09605208266429743
4,404,46.6617,31.1887,29,36.4833,0,112,123,7,130,6,1.00107,44.56996,0.0,0.0,4.60714,8.591,25.86722,0.0,0.0,125.0,45.07857,5e-05,0.29,3.164,-1.0,3.740048,0.10947935991944298,0.07280018811610511,6.549249384667835,0.03221529813421596,92.45865343927136,341.1324413877759,0.03558942837030415,0.048804777096951635,14783.28883137806,0.2757702899265713,15.48972800925926,0.10719901930883241,31.28621080186632,0.15351371102891334,96.32211931822536,0.14377817490427575,64106.6439550286,0.054119937964229765,0.739502,2.2372466478809696,89.34760874142242,0.0951216687194264
5,405,46.5516,30.9225,29,38.9102,0,112,123,7,130,6,1.00727,44.50485,0.0,0.0,3.82143,8.69,26.80322,0.0,0.0,125.0,46.02926,0.00012,0.28,3.395,-1.0,3.695632,0.10469285630914069,0.07170525935037211,6.591559777543242,0.03165152202521472,92.29620755798715,335.99596649119064,0.0360725112148786,0.04993929618278222,14503.452747284857,0.27798791596979755,14.744888117283951,0.10705944967877057,31.01322258843316,0.1518926755194436,96.3438628117236,0.14150300214932554,64207.427967655785,0.07973473757287326,0.7659419607843136,2.652913719721058,91.8411559145414,0.09336088092567078
6,406,46.3763,30.5278,29,35.7118,0,113,123,7,130,6,0.99173,44.3241,0.0,0.0,4.39286,8.822,26.56061,0.0,0.0,125.0,46.99579,0.00015,0.28,2.935,-1.0,3.686843,0.10084152536801522,0.07073509085425264,6.5861252674918545,0.031210710850822457,92.48416442494768,331.29942572556337,0.036343635312261736,0.047236399293542626,14116.202724839739,0.2735526638833414,13.561631944444445,0.1159431092418412,30.911955468448593,0.15141457080979123,96.37224116496432,0.1453099081901076,63987.58963862346,0.08336655279251998,0.7866133333333335,2.1842103008934286,92.57381828092547,0.0926416016698238
7,407,46.2996,30.4651,29,35.291,0,113,123,7,130,6,0.99334,44.25753,0.0,0.0,5.53571,8.743,26.23058,0.0,0.0,125.0,47.73144,0.00013,0.29,2.941,-1.0,3.695641,0.09820018918829743,0.07005650426005529,6.567538336346635,0.030979594864066946,92.56503512324691,326.92044039494317,0.03726023468762373,0.045919787898879405,13942.627803353553,0.2735526638833407,12.654465663580247,0.1200726224990652,30.692877310293692,0.1546473851194568,96.36993037813328,0.15246954716440667,63980.29607046965,0.09907551866666654,0.7936011764705883,2.04281969102604,88.76438553341973,0.09058394022475816
8,408,46.3145,30.2554,29,38.3429,0,114,123,7,130,6,1.00096,44.31979,0.0,0.0,5.35714,8.754,26.17892,0.0,0.0,125.0,48.32311,0.00015,0.28,3.136,0.40959,3.676086,0.09594330493634853,0.06928191487746035,6.580003504273774,0.03047602802271206,91.86217757188824,323.02074242908435,0.036872628488597486,0.04522048073476154,13971.270804419533,0.2779879159697972,12.290895061728396,0.12436631765052979,30.671908343279803,0.16045235967616536,96.34218338971587,0.15130821216767204,64180.735892405035,0.1065004731155615,0.8020098039215686,2.446461439063645,93.06990739667472,0.08928160746469395
9,409,46.5516,29.6619,29,37.3133,0,115,123,7,130,6,0.98675,44.53104,0.0,0.0,5.25,8.696,26.00002,0.0,0.0,125.0,49.1127,0.00015,0.29,2.722,-1.0,3.574254,0.09468804434357903,0.06877411543091146,6.614192756039334,0.03058498744121488,91.94655989571571,319.5371412223441,0.036727726569221505,0.04460014053018738,14170.233694073342,0.2779879159697931,11.775077160493828,0.12752861448471015,30.53507637683256,0.16454943760858784,96.31193118653138,0.1477375604493804,63845.4977675705,0.12207675077369065,0.8093172549019607,1.515862360756447,90.502123254895,0.08696450302856686
10,410,46.6099,29.2203,29,37.5351,0,115,123,7,130,6,0.99323,44.52375,0.0,0.0,3.03571,8.458,25.49167,0.0,0.0,125.0,50.09229,0.00019,0.28,2.762,-1.0,3.528993,0.0938562765330335,0.06820551432177364,6.61865847298347,0.030610372569268424,91.84386552817978,316.30321443973094,0.0370666570023001,0.04680533614395059,14299.092605606704,0.27577028992656827,14.238474151234568,0.11935826030813819,30.231231124312792,0.16784820968179573,96.31098458970165,0.1459938558555383,63755.97844702555,0.1338446682492716,0.8161921568627452,1.6931830072266199,89.43221774027637,0.0856066770962917
11,411,46.4196,29.1793,29,39.3962,0,116,123,7,130,6,0.99996,44.31877,0.0,0.0,4.28571,8.549,25.10074,0.0,0.0,125.0,50.98602,0.00019,0.28,3.145,-1.0,3.504846,0.09281216788813719,0.0675653612361217,6.633380104447679,0.030356361896257456,91.80898457195481,313.15520402865485,0.03686544011643986,0.054576278610213184,14037.900355427062,0.2735526638833396,16.335358796296298,0.11643437669059306,29.865310857325422,0.17122124975545683,96.36360184521904,0.14646241320588793,63780.23392340386,0.138958324934656,0.8275706078431343,1.6837942995591184,90.61430942766611,0.08550036131968698
12,412,46.2223,29.1745,29,37.2859,0,116,123,7,130,6,1.00624,44.12558,0.0,0.0,4.14286,8.712,25.06602,0.0,0.0,125.0,51.75512,0.00019,0.29,3.507,-1.0,3.394897,0.09190037060740067,0.06727401984548385,6.625724541093181,0.03017894078607476,91.83619650653658,310.11843714942086,0.03676077753577202,0.06309618645511998,13993.691454612239,0.2735526638833355,15.184799382716049,0.11268631747354566,29.732819733796294,0.17237500550679566,96.3661194538389,0.14470529844083016,63614.41508474232,0.15173785662198816,0.83106,2.8953857899006357,88.26030178205097,0.08491169496213263
13,413,46.2269,29.2117,29,38.9932,0,117,123,8,130,6,0.99261,44.11302,0.0,0.0,5.32143,8.964,25.07974,0.0,0.0,125.0,52.6575,0.00019,0.29,3.632,-1.0,3.383278,0.09106007666759594,0.06701534581867385,6.648707230599055,0.03031712998079645,91.43251060540035,307.06498302773804,0.03648833838869938,0.07092824824969118,14021.13588409266,0.2697116229042768,13.918354552469136,0.1169526957093205,29.237626629111208,0.17366044235847475,96.33074006627962,0.14336064433844797,64134.24026396713,0.15748192648486198,0.8365301960784316,1.981913411825465,93.18772853056021,0.08483291073241724
14,414,46.5004,29.411,29,39.7868,0,118,123,7,130,6,0.98974,44.36687,0.0,0.0,6.71429,8.992,25.10463,0.0,0.0,125.0,53.56109,0.00023,0.29,3.411,-1.0,3.23836,0.09024002172942462,0.06690916246067344,6.666223087576924,0.030153604900986185,91.75244324034554,304.14562222667433,0.03659739486795309,0.0773744345913934,14171.154586116336,0.2697116229042759,13.48582175925926,0.11899053480736699,29.089123384452158,0.1742216849507418,96.25940691320318,0.1383370054933403,64156.566191868245,0.15799663611658182,0.8396858823529412,2.680637562049599,91.24783091249178,0.08501048536553861
15,415,46.9852,29.6671,30,39.3214,0,118,123,8,130,7,0.98326,44.83805,0.0,0.0,4.0,9.019,25.26324,0.0,0.0,125.0,54.27777,0.00025,0.28,4.112,-1.0,3.183899,0.08955654651253245,0.06673721846460876,6.6866073545628995,0.030180012061878404,91.11005860893131,301.2574581208281,0.03748437286540242,0.0828567707056275,14414.6477148049,0.2735526638833387,14.574797453703704,0.12156959797473606,28.69042723855855,0.17624361741302935,96.2019357060058,0.13457703221715728,64059.47692535396,0.16044656858320278,0.8516580392156863,2.428238866478224,92.74421998906479,0.08511059043393736
16,416,47.3089,29.8398,30,40.5956,0,119,123,7,130,6,0.97841,45.16609,0.0,0.0,5.07143,8.933,25.47611,0.0,0.0,125.0,54.87036,0.00025,0.29,4.387,0.42258,3.096871,0.08892752140602896,0.06670265745262216,6.699965594392959,0.030038510174342746,89.72800662633632,298.3579763424033,0.038263630317027925,0.08759448731613761,14692.79038909315,0.2697116229042796,17.52440200617284,0.12062110347526002,28.254134378315488,0.17731262157564376,96.11090799031086,0.13103396434013473,64177.29108168296,0.16434628473774285,0.8561309803921568,2.35116251821779,88.90742385033671,0.08514241941567806
17,417,47.4433,29.8292,30,41.9348,0,119,123,8,130,7,1.00433,45.31217,0.0,0.0,4.07143,8.85,25.62463,0.0,0.0,125.0,55.2758,0.00029,0.29,4.499,-1.0,3.115284,0.0882179484565561,0.06662209692108068,6.739629641396425,0.02996991643524552,89.37865670379266,295.4148493094011,0.04160652947853959,0.09127278233611083,14747.733560699051,0.2735526638833352,17.61009837962963,0.12078498475933924,28.020964257511093,0.17684942779670337,96.11023616905106,0.12813813588144998,64037.64918394126,0.16568736386290644,0.8563384313725491,1.8852246802881443,93.61862206698824,0.08548367825099103
18,418,47.6671,29.8568,30,41.0114,0,119,123,8,130,7,0.99168,45.53815,0.0,0.0,4.78571,8.817,25.61716,0.0,0.0,125.0,55.675,0.00023,0.29,3.196,-1.0,3.089659,0.0875123863027886,0.06655543839302358,6.760909821937457,0.030107389981500855,87.75961221594763,292.40196414580515,0.04398167198875372,0.09445055265993135,14829.250885053483,0.27355266388333715,17.61911651234568,0.11796967969128583,27.82177960431134,0.1766009277837314,96.08410473606477,0.12611540933560259,63970.552837478666,0.16823421090459445,0.8560407843137255,2.3110671523472686,91.96291385247655,0.08586057068778334
19,419,47.7173,29.6422,30,40.7255,0,120,123,7,130,7,0.98667,45.56393,0.0,0.0,5.35714,8.782,25.64419,0.0,0.0,125.0,56.11884,0.00019,0.29,3.271,-1.0,3.117285,0.08700198011609324,0.06655720386354036,6.771526187247464,0.030187268320798988,87.69175778697227,289.2579685631922,0.04405637417993736,0.09726271829364992,14817.209798472451,0.2735526638833335,17.760320216049383,0.1160612806645436,27.471013010284047,0.17643185081203624,96.05682718928435,0.12367483956959026,64000.05064219224,0.16958175060546582,0.8541360784313725,1.9545403736191156,92.18231685870423,0.08594289920146311
