,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0,saturation,cubcol.0.5,fft,tone,noise,cubrow.0,temporal,cubrow.0.5,cubrow.0.3,staticness,cubcol.0.3,cubcol.0.6,movement,color_fulness,cubrow.1.0,uhdhdsim,cubrow.0.6,contrast,cubcol.1.0,blur,blockiness
0,300,19.5666,23.1373,9,0.0,0,120,116,3,140,6,0.97682,18.35819,0.0,0.0,8.25,10.618,0.0,0.0,0.0,105.0,29.27395,3e-05,0.29,2.887,0.0,6.354206,0.020279786940045723,54.24713360821759,0.0801292230144256,60925.64661461857,0.43274117647058824,0.16049639811662686,0.04189890677602364,0.0,0.07140192644321719,0.07985410615118545,712.2185525888467,0.09896572459287932,0.021226639572556452,0.0,81.08577415370024,0.031966629869612496,103.7175322497324,0.08093048431411741,90.57243937037126,0.0673031033102165,1876.8879802635838,1.2573548263401004
1,301,20.2324,23.0815,9,19.2697,0,120,116,3,140,6,0.97659,18.89539,0.0,0.0,8.89286,10.429,19.88561,0.0,0.0,118.0,29.61701,2e-05,0.29,3.539,-1.0,6.393646,0.01954050012678369,55.010343951943476,0.05001473260727009,61228.390244327325,0.4351878431372549,0.16049639811662691,0.04088917996034342,5.509043870283839,0.05503039963527714,0.07015280426259567,696.0572593096599,0.06430641061742931,0.021847333992958174,17.311439043209877,83.14674342782888,0.024065949846176746,103.51391769280548,0.06864690848828664,88.62370064986933,0.062446853966556685,2228.905377074522,1.177501708943293
2,302,20.8883,23.7361,9,18.6139,0,119,116,3,140,7,0.97569,19.48259,0.0,0.0,8.39286,10.779,19.84615,0.0,0.0,113.0,30.07029,3e-05,0.29,3.628,-1.0,6.391651,0.019393499435033833,55.63784677010995,0.04472751119676288,61420.00562249528,0.43968980392156864,0.1604963981166271,0.04042067218027861,5.5372226013669055,0.04930127057180056,0.0623761392085639,689.3837731153973,0.05777113439703735,0.024567097587563178,15.061439043209877,85.62628271670454,0.021965249270132155,103.34875175894135,0.06231580422991064,89.46455473310048,0.0626623872606357,2412.9937010411313,1.1214277712061174
3,303,22.2264,23.5002,10,18.9477,0,119,117,3,141,7,0.98652,20.71516,0.0,0.0,9.32143,10.807,20.41529,0.0,0.0,106.0,30.67638,4e-05,0.29,3.446,-1.0,6.264501,0.019317573034143495,56.17418755425347,0.04159484935038203,61529.34712524756,0.4520207843137255,0.16049639811662725,0.04071042303199868,5.63300509204694,0.04788436670131174,0.061081209006989164,687.1058143555462,0.059276022243420906,0.025576777839596828,13.736496913580247,87.54263652011947,0.021258817173380067,103.04557181519185,0.06102481174247781,87.12488016126898,0.06803101420704932,2843.7157574052635,1.3145248868180264
4,304,23.3052,23.3145,10,20.44,0,118,117,3,141,8,0.98403,21.7112,0.0,0.0,10.25,10.37,20.20664,0.0,0.0,110.0,31.19643,1e-05,0.29,4.087,-1.0,6.126957,0.019389103813987923,56.50723002869405,0.039851399927616354,61517.33311221981,0.4586603921568629,0.160496398116628,0.04133909407168921,5.730046986238959,0.05133676114720797,0.05838256473017763,685.4226143615181,0.058952792236698276,0.027293668294638973,13.529224537037036,89.17923314635227,0.02100821536002031,102.8597905452232,0.05950343107930122,88.20603050486076,0.06539372069925652,3172.590953715459,1.1972299707700995
5,305,24.1301,23.2698,11,21.55,0,118,117,3,141,8,0.98614,22.49353,0.0,0.0,13.67857,10.346,20.0666,0.0,0.0,111.0,31.86822,4e-05,0.29,3.419,-1.0,6.043103,0.019407546746690624,56.7705298529731,0.03550154832400384,61668.394115479095,0.4695382549019606,0.1604963981166289,0.040893297348169384,5.721892211132873,0.055528266975112754,0.05602495429319661,681.1352708982358,0.058899659787871865,0.03015219823808104,12.659047067901234,90.38806128951188,0.02142386443995058,102.7098309206684,0.06314460958742811,91.25501400488722,0.06699216516772298,3273.0700963776835,1.1251414298601026
6,306,25.3319,23.5956,11,22.9611,0,117,117,3,141,8,0.99302,23.62248,0.0,0.0,13.07143,10.493,20.01355,0.0,0.0,111.0,32.43928,2e-05,0.29,3.393,-1.0,5.916389,0.019339294572045817,56.58196041907794,0.033146589268004685,61847.41996341087,0.47758196078431386,0.16271402415985647,0.04100669290806665,5.7675177944912885,0.05884562783335122,0.05417489701325461,674.5454042603252,0.05923805023716072,0.03468663388417997,12.207320601851851,90.94133615806821,0.023649448821529726,102.5263060547556,0.06505310253899772,90.6341051601735,0.07096863033250705,3678.4865470657583,0.8799578917187534
7,307,26.1839,24.0388,12,22.5095,0,117,117,4,141,8,0.99146,24.49527,0.0,0.0,8.71429,10.999,20.26395,0.0,0.0,113.0,32.81244,0.0,0.29,3.023,-1.0,5.689095,0.019386116372744316,56.18173877103829,0.03147958061351015,61928.3001997537,0.4807796078431374,0.18310765126996628,0.04160612770216585,5.878046037470393,0.06143518472469348,0.05261301195487583,665.9937963559038,0.06218094705521656,0.034586541603096245,11.977189429012345,90.56950772688779,0.029989688030247437,102.2893247666226,0.06494455286714945,87.62088712456942,0.07633497078204823,3936.2848878419827,0.7436751306453688
8,308,24.7642,24.435,12,23.594,0,117,117,4,140,8,0.99448,23.32589,0.0,0.0,8.75,11.834,20.63907,0.0,0.0,117.0,33.0106,0.0,0.29,2.64,0.60237,5.860813,0.019399282781050065,55.59155311113523,0.031069834510347127,61835.74572811209,0.48274392156862755,0.18532527731319762,0.043064661080392024,6.039955150828741,0.06187928192673132,0.05172197766021799,655.9890082136152,0.06493417731229484,0.03254790100133153,11.164978780864198,90.19670064284519,0.037456665631067726,102.54581383318921,0.06415000952117189,87.0225946409138,0.07758817680461819,3048.1570059212927,1.325323536920347
9,309,23.5677,25.2971,12,24.7332,0,117,117,4,140,8,1.00069,22.35405,0.0,0.0,11.89286,12.005,20.97411,0.0,0.0,115.0,33.07853,0.0,0.29,3.941,-1.0,5.830583,0.019331455235711354,55.201846275800534,0.03189313126262299,61880.951774692636,0.4854533333333333,0.18532527731319862,0.04367627768566999,6.19012405648056,0.05965524322140031,0.05404419547700368,645.16278333222,0.0655350258419567,0.03137872931911012,10.680217978395062,89.51472650073315,0.039194660839062485,102.79990005518079,0.06286735946601796,86.24056647158368,0.07874595420064921,2610.154668208388,0.8385272270477615
10,310,23.4847,25.0558,12,26.6964,0,117,117,4,140,8,0.99413,22.34953,0.0,0.0,12.0,12.049,21.71742,0.0,0.0,105.0,33.21789,0.0,0.29,2.934,-1.0,5.835293,0.019201494562840336,54.902699411651234,0.03460767083244562,61835.664128459975,0.49657882352941174,0.18532527731319934,0.04330597844878594,6.299359119392386,0.05784375924350095,0.05907364753264852,633.6014061590516,0.06752222707668923,0.030216227304971782,14.652006172839506,89.59878514182552,0.03844649279252573,102.82170456946433,0.06142012814618875,89.22397618805041,0.0779140882086826,2552.8543907292483,0.6279832307528531
11,311,24.6971,24.7663,13,25.9153,0,117,117,4,140,8,0.9883,23.42261,0.0,0.0,17.07143,11.813,21.50962,0.0,0.0,107.0,33.6622,0.0,0.29,2.376,-1.0,5.987839,0.018996438192815334,54.1699836636767,0.0379035223560427,61756.470168413674,0.511935294117647,0.18532527731319956,0.04245256287203585,6.268681378327808,0.056013160368518125,0.06480592902704896,621.3640086786571,0.0682118645528916,0.029971881698080877,16.360773533950617,90.6371327401801,0.03744435284408684,102.6371547774053,0.059741657123713904,92.09262869263658,0.07651794437658278,2875.2073764526563,0.825849491254663
12,312,25.3116,24.4696,13,26.5716,0,117,117,4,139,8,1.01581,24.03084,0.0,0.0,13.89286,11.627,21.25852,0.0,0.0,109.0,33.88653,0.0,0.29,2.584,-1.0,5.918319,0.018786303736259335,53.60316636827257,0.04095138153433262,61720.8883186768,0.516916862745098,0.18532527731319962,0.04122660327059567,6.191975898057044,0.05500431102464933,0.06901681952074247,609.3281717721146,0.07059072727991109,0.03625746410682702,14.506172839506172,91.85409490078271,0.03745023071450881,102.4673565119803,0.05815026323600001,90.28014883184326,0.07482442498569612,3006.711361745543,0.7721707071373652
13,313,25.9557,24.5198,14,27.3598,0,117,117,4,139,9,0.99403,24.64975,0.0,0.0,16.17857,11.422,21.00313,0.0,0.0,115.0,34.10848,0.0,0.29,2.588,-1.0,5.734371,0.01861452666169535,53.40498239022714,0.04174248607979327,61750.57438974645,0.520986274509804,0.18532527731320014,0.03981484252080766,6.206626479470022,0.0547696929294535,0.07058935284629721,598.1785002361571,0.07256001669124419,0.04193805182987734,13.294511959876543,92.25983609408063,0.037921298121993324,102.32172985321213,0.05747091315713872,92.57994693349636,0.07328176154599883,3188.673265071063,0.8704091760184852
14,314,26.4545,24.555,14,28.0413,0,116,117,4,139,9,1.01279,25.13831,0.0,0.0,19.10714,10.95,21.06081,0.0,0.0,109.0,34.36118,0.0,0.29,2.116,-1.0,5.607304,0.01832587766771192,53.378514796127504,0.042470436469257106,61698.56624067562,0.5263733333333334,0.18532527731320048,0.03853949145677435,6.193575744082346,0.05493068676558736,0.07174884826026998,587.9311228027256,0.07432651316424146,0.03866284818516337,13.311680169753087,92.65484932483547,0.03754571525653951,102.2648971898608,0.05774109915333828,85.4191148359794,0.07145866988581939,3343.3408086490595,0.6062847263239347
15,315,27.089,24.5624,14,28.6515,0,116,117,4,139,9,1.00098,25.78682,0.0,0.0,9.14286,10.501,21.09341,0.0,0.0,108.0,34.53473,0.0,0.29,2.652,-1.0,5.602605,0.018077695499159448,53.45545676902489,0.04284115822911198,61658.29253640325,0.5267470980392157,0.19138394433549308,0.03736497205134618,6.220731119387995,0.05522660666572295,0.0717539892609538,578.7117004820235,0.07467757052086649,0.038021123730482664,15.696373456790123,92.97263354986124,0.03715318620279592,102.1482902542781,0.058499954218999985,90.35078880899708,0.07035929016352306,3548.8651426739816,0.935506883765177
16,316,28.3848,24.2799,15,26.3071,0,116,118,5,139,9,0.9948,26.9961,0.0,0.0,11.5,10.185,21.09445,0.0,0.0,111.0,34.49371,0.0,0.29,2.666,0.46656,5.423023,0.0190402864239152,53.39198887201003,0.04249656143828887,61769.70279695146,0.5252729411764705,0.1913839443354948,0.036312800396172136,6.307410283085021,0.05791114456472502,0.07199199888433315,570.1458567751532,0.07491083007528952,0.03825715850105043,16.408082561728396,93.22071311423426,0.03678620756495629,101.92081294980646,0.05989273488879544,87.39416631208938,0.06896284531071395,4169.117345676868,0.7658717309195224
17,317,29.3636,24.1035,15,26.8482,0,116,118,5,139,10,0.99908,27.88573,0.0,0.0,12.28571,9.961,20.8435,0.0,0.0,112.0,34.58747,0.0,0.28,2.546,-1.0,5.370545,0.019301322676692597,53.18845169632523,0.04214819656052751,61639.70865524493,0.5256964705882352,0.19138394433549447,0.0353485432186594,6.261374410625104,0.05998104030436666,0.07245357210396569,562.1767038959667,0.07718144453338033,0.038933210465443555,15.737654320987655,93.805013402275,0.03674491472561371,101.74242855152981,0.06185428991527781,88.04895372961828,0.06742374192146103,4548.653448969046,0.8025961339938081
18,318,29.6064,24.0986,16,25.6575,0,116,118,5,139,10,1.00468,28.12796,0.0,0.0,12.07143,10.002,20.70078,0.0,0.0,110.0,34.66039,0.0,0.28,2.419,-1.0,5.492789,0.020326918580321013,53.02903031714169,0.041818484451864806,61658.47686721451,0.52464,0.19138394433549422,0.03447180660882632,6.182030163767438,0.06290272984502773,0.0733468557584746,555.1312423199505,0.07923294133307054,0.04181223775100412,14.851514274691358,94.24446963852826,0.036525144543928675,101.67597684011943,0.06317420624052546,88.2919326934011,0.06629208812078793,4555.476934171377,1.1151858591629147
19,319,29.2285,23.2499,16,26.8819,0,116,118,5,139,10,0.99242,27.83967,0.0,0.0,13.89286,10.219,20.70843,0.0,0.0,118.0,34.54768,0.0,0.29,2.789,-1.0,5.335601,0.0217182350023835,53.01898193359374,0.04122525004571822,61856.1709470094,0.5189921568627451,0.1913839443354953,0.03374012548881131,6.171078030405706,0.06363002067329904,0.07389130940064281,549.3963555552033,0.08047422419242313,0.04542635690305015,14.155960648148149,94.54875168024152,0.03599556181452653,101.58948683201686,0.06322064159352146,89.06968822414726,0.06563000747914184,4305.069586933622,1.0435762891891245
20,320,29.5631,22.1501,16,25.9359,0,116,118,5,139,10,1.01297,28.13585,0.0,0.0,10.5,10.18,19.97812,0.0,0.0,113.0,34.43767,1e-05,0.28,2.85,-1.0,5.205911,0.022561024589395257,52.96091885036892,0.040668836066712656,61879.543413563435,0.5154953333333332,0.19138394433549946,0.03335452417358211,6.081012658782723,0.06619438679516791,0.07435743265128716,544.8064131682896,0.0818741315742901,0.04826200703776328,15.642891589506172,95.17936050029647,0.035763168641133485,101.5352696301509,0.06250082853571179,88.11323600256081,0.06450884637098249,4594.829849204581,0.9574421560619075
