,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,color_fulness,cubcol.0.3,cubrow.0.3,cubcol.0.5,blur,cubrow.1.0,cubcol.1.0,contrast,fft,cubrow.0.6,cubrow.0.5,blockiness,saturation,tone,staticness,noise,cubrow.0,uhdhdsim,movement,temporal,cubcol.0.6,cubcol.0
0,500,67.0309,2.44634,32,0.0,0,106,131,7,125,6,0.99327,60.57852,0.0,0.0,4.71429,4.013,0.0,0.0,0.0,125.0,59.02883,0.00016,0.29,1.507,0.0,7.468536,161.89973780743705,0.09858502207122756,0.278932127712308,0.22043096002571064,60233.103528356725,0.10331608205456268,0.009362713217063137,94.18024540821034,68787.89079400475,0.13698992679374278,0.16596463513971527,1.6320440075596279,33.408245887285396,0.8467533333333335,561.0830835591258,0.22227149055436046,0.10730121548901426,90.18835613098703,0.0,0.0,0.2225977267105274,0.007024630885347603
1,501,67.0958,2.50083,32,3.46702,0,106,131,7,125,6,0.9849,60.63749,0.0,0.0,3.85714,4.007,2.05133,0.0,0.0,125.0,59.05186,0.00022,0.29,1.391,-1.0,7.537453,162.10526408623724,0.0980313996450093,0.2784049749355389,0.22038213836116025,60402.48154137092,0.1007413873999035,0.007048496847253698,93.81767315722908,68792.77714359498,0.1364560893873645,0.1651129221069047,1.7822499208398572,33.45086877139998,0.8470886274509805,561.3202158465327,0.22227149055436066,0.10617069606019355,90.16609120454918,0.04325810185185185,2.191471739735576,0.2222309262832943,0.005726712665250638
2,502,67.0545,2.51065,32,3.37557,0,106,131,7,125,6,0.98169,60.61191,0.0,0.0,4.07143,4.014,2.0999,0.0,0.0,125.0,59.03066,0.00013,0.3,1.484,-1.0,7.594087,161.51608916796974,0.09787745523430784,0.2771460902607096,0.22064620121740736,60275.628505042085,0.09921666092917847,0.0065935682429067825,94.25480357708307,68782.0598098465,0.13530138479013112,0.16528315947723893,1.6680398829134362,33.49881150987413,0.8467533333333335,560.9023590644847,0.22227149055436005,0.10640829389043509,90.16819387339376,0.07807677469135803,2.1867305010466698,0.22203140618638373,0.005439189123867468
3,503,67.1284,2.53295,32,3.3305,0,106,131,7,125,6,0.98917,60.67496,0.0,0.0,4.46429,4.008,2.10817,0.0,0.0,125.0,59.03721,0.00022,0.29,1.433,-1.0,7.482618,161.48418102498349,0.09759484517815703,0.2766476559940286,0.22103591358017138,60455.30333991963,0.09926140776326825,0.006425029084021087,92.23026429247776,68851.49940448867,0.13538131581533464,0.16501315928445956,1.7918142456760704,33.48599469220197,0.8467839215686276,560.9875987415877,0.2222714905543605,0.10633462060048372,90.16625288182608,0.09312307098765432,2.202032233075646,0.22122583444490032,0.005242707633070232
4,504,67.0772,2.59653,32,3.3094,0,106,131,7,125,6,0.98745,60.64455,0.0,0.0,4.78571,4.007,2.12526,0.0,0.0,126.0,59.00785,0.00019,0.29,1.452,-1.0,7.519873,160.94082655231966,0.0975573002471417,0.2759458076767839,0.22101056031401423,60327.087662619684,0.09938082214132596,0.00618692147607407,94.25506331698024,68841.2391123544,0.13514608071588632,0.16503967287671326,1.75705293976802,33.48948782461661,0.846953725490196,560.8268729423704,0.2222714905543605,0.10654257367309301,90.15917008334844,0.09972993827160494,2.228447191207828,0.22126480932654718,0.00540870996240896
5,505,67.111,2.74033,32,3.14719,0,106,131,7,125,6,0.98854,60.67467,0.0,0.0,3.53571,4.002,2.18201,0.0,0.0,126.0,59.02883,0.00019,0.29,1.383,-1.0,7.540318,161.78266285427753,0.0970823671021313,0.27578116575169964,0.22087882222186034,60323.92454375074,0.09984283912132454,0.006172900834541094,93.7059743981848,68912.69828272535,0.13534807605543278,0.16525282533243188,1.6428303412698348,33.489322050118155,0.8470588235294119,560.8751894212345,0.22227149055436068,0.10630406566651748,90.14546796984288,0.14096257716049382,2.206591512581126,0.2209290031148743,0.005387949483523928
6,506,67.1242,2.68976,32,3.43426,0,106,131,7,125,6,0.98849,60.68317,0.0,0.0,4.28571,4.008,2.30861,0.0,0.0,125.0,58.99774,0.00013,0.29,1.486,-1.0,7.477117,161.84237451844996,0.09660216001086158,0.2753111403349956,0.22090055088934354,60339.758955146055,0.1003651054741187,0.006042254667272439,94.04369753202242,68795.27193012857,0.1351156312346856,0.1653723180432653,1.9580302182234575,33.548224366741415,0.8468505882352942,560.8015610516526,0.22227149055435977,0.10625291719993091,90.13410880402358,0.18860918209876543,2.277494195310008,0.22090164564069076,0.005430449312388721
7,507,67.1729,2.6969,32,3.50234,0,106,131,7,125,6,0.97787,60.72882,0.0,0.0,4.21429,3.984,2.2672,0.0,0.0,126.0,59.0048,0.00013,0.29,1.47,-1.0,7.473368,161.57384229124906,0.09611403083380296,0.27473452673827364,0.22102823277525896,60380.173635943436,0.10087529499632099,0.0059777425419526705,94.0902077745252,68839.15918873007,0.1351029623027459,0.16546093010920254,1.817761912090702,33.653659961841726,0.846523137254902,560.7688313889075,0.22227149055436066,0.10621428260691303,90.14424280205155,0.1888503086419753,2.2803177530300354,0.22070569835746384,0.005501210377789627
8,508,67.119,2.81412,32,3.48486,0,106,131,7,125,6,0.98573,60.68273,0.0,0.0,4.46429,3.988,2.27056,0.0,0.0,126.0,58.97732,0.00015,0.29,1.429,0.44882,7.489565,161.77295515241065,0.09592892295131215,0.27458474817827494,0.22090014543573275,60248.628433613885,0.10119683921153876,0.005834780806855943,94.23629587969016,68827.15491513346,0.13515623410008612,0.16560854429606447,1.5956015269547983,33.538836632245854,0.8465152941176471,560.6554657020562,0.22227149055436043,0.10610708873194082,90.12983204333894,0.19034529320987653,2.2943542041262437,0.22071141534361247,0.005392687162444044
9,509,67.1349,3.01041,32,3.63009,0,107,131,7,125,6,0.98737,60.68996,0.0,0.0,4.67857,4.0,2.37582,0.0,0.0,125.0,58.98744,0.00019,0.29,1.435,-1.0,7.614661,161.5425452895418,0.09577724168805653,0.2744543641349355,0.22094051508933382,60254.97524673519,0.10206285262853226,0.005826862111604193,93.9072078773059,68934.28575320801,0.13514553674313812,0.16579085294694065,1.324610273354504,33.56020948621962,0.8470886274509805,560.6095496473279,0.2222714905543599,0.10605076634925366,90.14363022714589,0.21363811728395063,2.3270548383480376,0.22077624427601575,0.0053670403749952085
