,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,staticness,blockiness,contrast,cubcol.1.0,cubrow.0.5,color_fulness,cubcol.0.5,uhdhdsim,temporal,blur,noise,cubcol.0.3,cubrow.0.6,cubrow.1.0,saturation,cubrow.0,cubcol.0.6,cubcol.0,fft,cubrow.0.3,tone,movement
0,300,72.7326,24.1109,55,0.0,0,120,119,14,133,16,0.97216,68.91537,0.0,0.0,0.78571,3.965,0.0,0.0,0.0,119.0,34.51713,0.00157,0.58,6.064,0.0,0.042497,448.66536771727385,5.436161317537475,85.68601515477775,0.15305204982174442,0.2050608016923079,80.36558307593467,0.32845160251651173,83.70369276313427,0.0,51314.83694818626,0.8378047888884629,0.15783559743103806,0.4070798375744559,0.08902750627152574,42.30931053632571,0.2519954619924006,0.27983246293947145,0.06617000741600176,74627.19888688809,0.05363772610470813,0.5054569019607844,0.0
1,301,79.5807,23.4893,60,46.2673,0,120,119,14,133,16,0.95063,75.42698,0.0,0.0,1.35714,3.417,20.70356,0.0,0.0,122.0,34.81271,0.00267,0.59,5.611,-1.0,0.038798,441.51058976094276,7.622737037147223,88.17947770979012,0.13971187358765913,0.1662315396407283,81.25684493401003,0.2593562347449704,82.07831820477408,5.842474993497184,64615.58106203338,0.8543573750195129,0.12583996762059285,0.28992398400760916,0.07641718830423,42.31036056706935,0.22158183493017192,0.2315138397642576,0.05931751160806469,75056.21547630541,0.047384436714401526,0.5089129411764707,10.299527391975309
2,302,86.1673,22.0773,64,45.355,0,120,119,15,133,17,0.92167,81.58655,0.0,0.0,1.96429,3.032,20.17348,0.0,0.0,116.0,35.16184,0.0036,0.6,6.109,-1.0,0.032653,436.1792849410671,7.903729775002532,85.1776551625781,0.13928644564322648,0.16524187272032673,81.8938961467239,0.25734491128357906,80.68921763911212,5.662834068398436,81825.63264780473,0.880809669151922,0.1291972243137072,0.25565142509373273,0.07394295388801432,42.39094411590953,0.2134702458460462,0.22069038807021213,0.06032820317992795,76397.65468604186,0.04856122945091724,0.5129937254901961,8.162374614197532
3,303,90.4558,20.3686,68,38.275,0,120,119,15,133,17,0.97928,85.55824,0.0,0.0,1.10714,2.812,18.96266,0.0,0.0,115.0,35.38562,0.00388,0.62,5.989,-1.0,0.035575,431.85424992287756,8.346939499577763,87.58246834157663,0.14212167764161496,0.16842626662392052,82.72863902075623,0.2657676435562661,79.73729239761671,5.487488048019831,92242.48806952401,0.9023917184768256,0.14455790669613255,0.23159757806700434,0.07184956871225526,42.364859686957466,0.2146202869434943,0.22621875434603972,0.060027231248210994,78108.00910532416,0.05107826496532226,0.515303137254902,6.248987268518518
4,304,92.5093,18.9499,69,34.1256,0,120,119,15,133,18,0.95111,87.5216,0.0,0.0,1.82143,2.71,17.4991,0.0,0.0,115.0,35.55342,0.00461,0.63,6.756,-1.0,0.042262,428.6382217305398,8.079746464510626,85.41944617563891,0.1485164040699923,0.1754214035482248,83.00577115071434,0.27481198007606306,79.22454028495711,5.367781334330721,96989.66600816946,0.9139148414140162,0.1571743963395696,0.22111229563071955,0.07062259304691126,42.434616465627414,0.21669740441696547,0.22844073035331097,0.06078977608633007,78796.54776170984,0.05222781763857126,0.5199843137254904,5.30883487654321
5,305,93.5286,18.6017,70,30.9667,0,120,119,15,133,18,0.99837,88.51998,0.0,0.0,1.64286,2.596,16.28283,0.0,0.0,115.0,35.70006,0.00505,0.63,6.969,-1.0,0.04168,426.2060252133401,8.239429783681913,87.03004449359732,0.15002099254243412,0.17764742293964372,83.58388390910075,0.284002152227295,78.86381925584902,5.23960019203041,100987.41876847613,0.9205677195437048,0.17043960734941793,0.21330307936008536,0.07023531451243328,42.35908998089072,0.21924350769895315,0.23256311302502647,0.06185974291868209,78728.86077496207,0.0520466258370354,0.5243439215686274,4.716483410493828
6,306,93.3505,19.0118,70,28.9043,0,120,119,15,133,18,1.00265,88.38845,0.0,0.0,1.42857,2.602,15.98371,0.0,0.0,115.0,35.81843,0.00542,0.62,7.279,-1.0,0.040889,424.072219632781,7.332466139755753,85.2453139356422,0.15648630512478215,0.17832312525834262,84.72446789790112,0.290385820965557,78.81388475940697,5.05315338038023,100176.33828811455,0.9260321754586075,0.17507714235321067,0.20984029903587195,0.06913152210614988,42.30096680441021,0.22002552097387973,0.23810067659045567,0.06261435418594265,78611.44050838667,0.052286522815266814,0.5258176470588236,4.5844907407407405
7,307,92.5851,20.0687,70,28.5986,0,119,119,15,133,18,0.9958,87.74312,0.0,0.0,2.17857,2.614,16.33826,0.0,0.0,115.0,35.99775,0.00562,0.62,7.092,-1.0,0.035392,422.07576295821366,7.20531819315529,86.27900065069328,0.16399576083738832,0.18045195522914018,85.15758057787411,0.30070160915666994,78.82686693934961,4.862191083737214,96484.58712759006,0.9304674275450678,0.17790788419737313,0.21382831718326703,0.0685412530200496,42.322836228358895,0.21837660022935518,0.24131892670782115,0.06320843400366673,78208.47557901076,0.05256669144509778,0.5314392156862745,4.7564621913580245
8,308,91.919,20.4707,69,28.1272,0,119,119,15,133,18,1.01159,87.12757,0.0,0.0,3.0,2.618,17.2439,0.0,0.0,115.0,36.05499,0.00535,0.63,7.506,0.13066,0.039633,420.20613488454484,6.6849810228848385,88.00718689318225,0.16857677585824446,0.1817059904833081,85.64944817616114,0.31324049249464975,78.7977796813166,4.811747509445005,94629.77360897067,0.9365260945673534,0.1848700779671246,0.21836845203025998,0.06748157063500729,42.4093398105951,0.21590521242283922,0.2449005769241755,0.06423333014418695,77884.53256519088,0.05382520084406602,0.5337874509803922,5.092881944444445
9,309,91.8545,20.7517,69,29.6352,0,119,119,15,133,18,1.007,87.04319,0.0,0.0,3.17857,2.582,17.59169,0.0,0.0,116.0,36.06203,0.00554,0.63,6.898,-1.0,0.038467,418.42287646817715,7.485673403083862,88.9683042465985,0.17227508265037622,0.1827189881520703,86.08327359822309,0.3249053243230037,78.80507096672285,4.822540765421935,95560.78334351271,0.9425847615896482,0.18995669659207598,0.21671774101325283,0.06733993745102028,42.50607676564911,0.21532490718508104,0.2506373379658358,0.06519778388579808,77832.9907810787,0.054693630896137976,0.5307646862745097,5.178626543209877
10,310,92.0973,20.2888,69,29.6258,0,119,119,15,133,19,0.98567,87.21347,0.0,0.0,2.21429,2.59,17.83151,0.0,0.0,117.0,36.16229,0.00554,0.61,7.006,-1.0,0.031759,416.7966498495163,5.397127812848641,85.9558530813047,0.17528322540568675,0.1838095057340122,86.5622673128322,0.33541754716556765,78.85829123746394,5.088695657569862,98610.12940824842,0.948643428611946,0.19733091936040087,0.21758301721996884,0.06855577252984985,42.69154226044078,0.21659513776729952,0.25501662005154385,0.06595442519561118,77982.8154296214,0.055175579488689,0.5336142549019574,6.464409722222222
11,311,92.0006,20.8709,69,29.3351,0,119,119,15,134,19,0.97361,87.08524,0.0,0.0,1.96429,2.568,17.43144,0.0,0.0,115.0,36.20179,0.00512,0.61,7.32,-1.0,0.035769,415.66983296301845,6.980034382910675,89.2803548937759,0.17675845084154565,0.1854867584814872,86.95146880403713,0.3431115488735912,78.86675574828604,5.201896500845064,100302.1491810081,0.9425847615896551,0.20189669301204682,0.21732258711080535,0.06902268295740188,42.959868442865066,0.2170221781568988,0.25876327204662725,0.06641984202671183,77792.45282601664,0.05564528997395912,0.5328999999999999,7.104263117283951
12,312,90.7477,20.6972,68,32.2697,0,119,119,14,134,19,0.98101,85.88089,0.0,0.0,1.89286,2.572,17.93244,0.0,0.0,115.0,36.08382,0.00454,0.62,7.512,-1.0,0.026813,414.77904121774543,7.097777426248493,85.979438289473,0.17721936374573308,0.18721453441552882,87.00416942550348,0.34655900474143986,79.02409101978915,5.347286886333395,93299.06620553492,0.9304674275450683,0.20280801788194525,0.21702421952945292,0.07052382284328577,43.15960052866995,0.21887610920464126,0.2596052248441356,0.06625968629883072,78146.55746018636,0.056585998848449226,0.5299087450980388,6.607397762345679
13,313,91.0388,19.7942,67,32.7145,0,119,119,14,134,19,0.95539,86.04133,0.0,0.0,1.75,2.589,17.78022,0.0,0.0,115.0,36.14498,0.00481,0.62,6.445,-1.0,0.028512,413.7567979087128,6.647333125291675,88.12344231539602,0.17698847411548138,0.18789848138924187,87.08994469762897,0.34828977321689664,78.93654265611306,5.458748820889052,97238.60200406125,0.9343084685241255,0.2048641606153436,0.21576847070824215,0.07046354209060769,43.3199208577474,0.22149654063984958,0.2629278916993896,0.06601665054132029,78181.13886912791,0.05673095997966166,0.5284607843137255,5.934413580246914
14,314,91.3098,19.4001,67,30.1825,0,119,119,14,134,18,0.94272,86.23854,0.0,0.0,2.75,2.564,17.00322,0.0,0.0,115.0,36.05367,0.0053,0.63,6.792,-1.0,0.031798,412.56652573064775,5.748571261009172,86.31734838381934,0.17804994447883016,0.18801380709010118,86.9202414703782,0.3537691153921277,78.99488508762349,5.4698686980417435,98251.83402848626,0.9349026796315286,0.20678735583424726,0.2143105788182762,0.07028223289019703,43.52166295934607,0.22455032431655847,0.26849809468260244,0.06595302694375735,77937.7202688831,0.056218217319866204,0.5237960784313725,5.31688850308642
15,315,91.16,19.409,66,30.16,0,119,119,14,134,18,0.99027,85.98273,0.0,0.0,1.96429,2.59,16.66595,0.0,0.0,115.0,35.84282,0.0053,0.64,6.601,-1.0,0.029515,411.01366843788446,5.15380898818598,84.71406074166453,0.17865945498255,0.1877498800818237,86.26043076602615,0.35887520779350834,79.04997158132267,5.472482603318297,100767.43630030377,0.9326850535882943,0.20939702601418989,0.2133301641999981,0.0696888149410533,43.600140983675736,0.22663387554964928,0.2728945488331119,0.06606550730825043,77360.42031174495,0.055655773885171816,0.5171059215686274,5.669945987654321
16,316,90.2553,19.6164,66,29.0635,0,119,119,14,134,18,0.94928,85.18058,0.0,0.0,3.07143,2.64,16.67069,0.0,0.0,115.0,35.69225,0.00529,0.62,6.734,0.12783,0.029175,409.37891082337376,5.6647738805332155,85.68451416838032,0.178867004030295,0.18824015266578267,85.37539198644875,0.36244433481713795,79.1359349528633,5.475188567251818,95761.63117137742,0.9354968907389211,0.21030554864009718,0.21099025896122076,0.06898630743489863,43.72848247010031,0.22766262925508765,0.2775729785667641,0.06646897013848954,77132.15275760554,0.05524396301845498,0.5140854901960783,5.907889660493828
