,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blockiness,fft,cubcol.0.5,cubrow.1.0,saturation,cubrow.0.6,movement,tone,contrast,color_fulness,staticness,cubcol.0.3,temporal,cubrow.0,cubcol.0,blur,uhdhdsim,cubrow.0.3,cubcol.0.6,cubcol.1.0,cubrow.0.5,noise
0,400,66.9918,3.52319,32,0.0,0,106,131,7,125,6,0.97967,60.61537,0.0,0.0,3.92857,3.964,0.0,0.0,0.0,125.0,59.40349,0.00024,0.29,1.501,0.0,7.062731,1.857366607849085,68868.45296870758,0.22051066540960446,0.11601594181393117,32.75152889298804,0.15324311803525548,0.0,0.8560407843137257,93.05448260430437,161.32234251115688,541.4406153520573,0.13502395728697636,0.0,0.10678165943111012,0.006873934423034079,60151.94584400296,90.15603212650014,0.26994142988076275,0.21828880744747298,0.009044917436186442,0.15782738566381446,0.22227149055436166
1,401,67.0205,3.45592,32,3.71525,0,106,131,7,125,6,0.99014,60.64749,0.0,0.0,3.85714,3.972,2.98726,0.0,0.0,126.0,59.38625,0.00018,0.29,1.637,-1.0,7.078092,1.8533803851952817,68847.357299976,0.22056573982459693,0.11311882598044737,32.78029397093219,0.14558270687024127,0.2937403549382716,0.8559882352941178,94.21322049718317,161.80818410707118,541.8127851405005,0.12877344593271042,2.5498853283544345,0.10649755871928443,0.006032549495893375,60058.12544587539,90.11362419178722,0.26833381890310093,0.21783923234849278,0.007112254006935243,0.15727235319459645,0.22227149055436368
2,402,66.9675,3.50359,32,3.88952,0,106,131,7,125,6,0.98428,60.583,0.0,0.0,3.89286,3.958,2.92683,0.0,0.0,125.0,59.37904,0.00025,0.29,1.596,-1.0,7.033176,1.895130492047637,68948.80930194208,0.22110938035454664,0.1138638395051425,32.75164757245852,0.14371178042139832,0.27445023148148145,0.8549843137254902,94.17905249435101,161.32737061452883,541.5870450136139,0.12263953895930155,2.5547367473481546,0.10637730282907452,0.0056900692800137325,59949.248279457934,90.13460459205757,0.26849081958874654,0.21773998064353073,0.00666929888192766,0.156015001462482,0.22227149055436243
3,403,67.0135,3.59593,32,3.66266,0,106,131,8,125,6,0.9898,60.63169,0.0,0.0,3.64286,3.96,2.97052,0.0,0.0,125.0,59.38099,0.00021,0.29,1.554,-1.0,7.052151,1.9920553717422136,68841.20941040936,0.22078832316249278,0.1145165475462798,32.76229293258102,0.14264346437785644,0.2932098765432099,0.8554745098039217,94.14900443705919,162.18278847638146,541.7441162929813,0.11927598448111598,2.5927715505365305,0.1064852361085265,0.00548889795014144,60063.28284950319,90.0986018926969,0.268061747454315,0.21728870159809735,0.006459762959777895,0.15559191334104655,0.22227149055436204
4,404,66.9504,3.62023,32,3.78344,0,106,131,7,125,6,0.9903,60.57163,0.0,0.0,4.0,3.952,3.05021,0.0,0.0,126.0,59.35847,0.00024,0.29,1.403,-1.0,7.001129,1.9643191524284453,68991.103694206,0.2206975432050441,0.1131083813064698,32.71271392445506,0.1422001437196611,0.30266203703703703,0.8549090196078433,93.86161009590599,161.8064330576126,541.6772101406282,0.11899730890303245,2.6107632192888266,0.10632928741853998,0.00539775331034532,60047.829077272574,90.12828085727335,0.2678339517367615,0.21733306225401255,0.006197217042393428,0.15506204273781393,0.22227149055436146
5,405,67.0196,3.64391,32,3.75408,0,106,131,8,125,6,0.98417,60.6205,0.0,0.0,4.35714,3.952,3.07281,0.0,0.0,126.0,59.39301,0.00022,0.29,1.411,-1.0,7.056351,2.0746490513174756,68910.84982263573,0.22084978668759556,0.11267989782524272,32.7750592643832,0.1419426344639426,0.30362654320987653,0.8549466666666667,94.15259190893403,162.1000259791614,541.7602398184661,0.11869863040274127,2.6132336292964715,0.10645853241934239,0.005366126336757172,60151.870200273406,90.13603949184079,0.2677296381391062,0.21735533486359396,0.005992970745845914,0.15482998430996694,0.22227149055436138
6,406,66.9247,3.74715,32,3.78559,0,106,131,7,125,6,0.98277,60.54046,0.0,0.0,4.0,3.956,3.09215,0.0,0.0,125.0,59.366,0.00027,0.29,1.413,-1.0,7.139242,1.9117418731500324,68887.23635493156,0.22079164579763327,0.11189092967434432,32.86841347776813,0.14158257754833037,0.3219039351851852,0.8549396078431374,94.16110332231271,162.30797226097636,541.666080411051,0.11722955266929638,2.601227384448925,0.106540628324935,0.0052797719842115716,59956.91187035458,90.14778740590621,0.267488666306461,0.217267765488545,0.005851244295161905,0.15459878830685925,0.22227149055436132
7,407,66.9445,3.82343,32,3.80109,0,106,131,7,125,6,0.98507,60.54535,0.0,0.0,3.28571,3.966,3.18421,0.0,0.0,126.0,59.39078,0.00022,0.29,1.485,-1.0,7.123119,1.9050271098463638,68964.57133509328,0.2206195958410221,0.11118035233831619,32.878673600561825,0.14128786685646375,0.349585262345679,0.8555121568627452,94.19044951024725,162.73702296866873,541.7207009961431,0.11628766958556608,2.6116801795663087,0.10649831567843956,0.005223113950233075,60152.35605477308,90.17193994111716,0.26748148769805125,0.21722958495484618,0.005790740837349322,0.15459150505441363,0.22227149055436124
8,408,66.8893,3.8401,32,3.62296,0,106,131,7,125,6,0.98078,60.50366,0.0,0.0,4.32143,3.955,3.24832,0.0,0.0,126.0,59.34912,0.00021,0.29,1.434,0.44252,7.152997,1.8710670291306486,68881.08680545694,0.22074400790039642,0.11034375220531017,32.90047407738956,0.14103554579245814,0.3728298611111111,0.8549019607843139,94.17423858867978,161.8117097760137,541.596151300862,0.11618822772042726,2.6166889669372932,0.10659510833210864,0.005232000550199926,60024.40432009054,90.18450820937424,0.26722421321738793,0.2170016084028026,0.005829649475757862,0.15451737689543532,0.22227149055436132
9,409,66.9481,3.80605,32,3.65245,0,106,131,7,125,6,0.98245,60.56405,0.0,0.0,3.5,3.961,3.26496,0.0,0.0,126.0,59.35763,0.00022,0.29,1.38,-1.0,7.101699,1.7630340336520451,68928.60247510702,0.2207952669081933,0.1099289578314754,32.91887353967737,0.14081079652989167,0.3896604938271605,0.8552819607843137,93.54436082047157,161.4994649716091,541.5457119344245,0.11592787804466954,2.6129508946455955,0.10652423526579416,0.005203866516750441,60128.18864514209,90.15195519041393,0.26734260846506647,0.21699661404353238,0.005711501057307378,0.15451185400688866,0.22227149055436116
10,410,66.9581,3.78581,32,3.9741,0,106,131,7,125,6,0.99123,60.58481,0.0,0.0,4.60714,3.944,3.2324,0.0,0.0,126.0,59.33566,0.00022,0.29,1.421,-1.0,7.085375,1.927074590073929,68846.04976362477,0.22092696768874556,0.10932772460710621,32.905814276801216,0.14063619026794114,0.8598572530864198,0.8549019607843139,94.19692129164359,161.50770179535863,541.4094858768277,0.11468626842864517,2.6100939643678,0.10645433051572382,0.005255514225307407,60066.18522460331,90.14831792298551,0.26721585572163176,0.2170829726918376,0.005715850389667297,0.15470823134971803,0.22227149055436124
11,411,67.018,3.70751,32,3.95648,0,106,131,7,125,6,0.9853,60.6473,0.0,0.0,3.57143,3.961,3.21576,0.0,0.0,126.0,59.34573,0.00025,0.3,1.474,-1.0,7.185311,1.801254754216853,68827.1664535469,0.22077385920256218,0.10909753047034508,32.90975179789979,0.14078381717162872,0.9340760030864198,0.8551619607843138,94.25041229344237,161.5567263715654,541.3720538230285,0.11349016318406949,2.5959668435634264,0.10641899475182208,0.00526639549264274,60164.8751272199,90.14537817152203,0.2669926582497544,0.21710119668897324,0.0057162602416081865,0.15492833241359152,0.22227149055436093
