,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.1.0,cubrow.0.3,cubcol.0.3,cubcol.1.0,movement,contrast,blockiness,noise,saturation,blur,fft,cubcol.0.5,uhdhdsim,color_fulness,cubrow.0.5,cubrow.0,cubcol.0.6,staticness,cubrow.0.6,tone,cubcol.0,temporal
0,200,91.5203,18.3236,73,0.0,0,122,118,17,135,21,0.97926,87.08684,0.0,0.0,3.35714,2.667,0.0,0.0,0.0,123.0,36.09702,0.00567,0.62,5.737,0.0,0.039734,0.092090456941316,0.23970847843829354,0.25889243546387625,0.16257210616830822,0.0,84.38925193392213,4.765508520226314,0.9657902258503891,43.375858636549964,90367.40754062745,80296.34859543559,0.20432003556437733,79.09615040558245,89.89526906950962,0.35456776193589534,0.306055644826085,0.4091105725834711,595.7642963341882,0.2753500942679188,0.5731833921568625,0.36005010206160515,0.0
1,201,91.1211,18.5648,73,30.7494,0,122,119,17,135,21,0.99625,86.7444,0.0,0.0,3.92857,2.703,15.74282,0.0,0.0,124.0,36.0631,0.00576,0.63,6.021,-1.0,0.034596,0.0860096956089811,0.2383313660147574,0.24547486263425064,0.15868317655048136,7.392891589506172,86.38061567593792,3.638234766483879,0.9690370557220578,43.32229011441455,89181.51709586711,79562.30392347687,0.19912252015055046,79.15257900049585,89.8740960851592,0.34065762637668034,0.2958613026725515,0.3970846531860426,586.1221487613169,0.23735741321270007,0.5732335686274457,0.34065889555929035,5.2856851248386265
2,202,90.9461,18.9071,72,32.1653,0,122,119,17,135,21,0.97267,86.6002,0.0,0.0,5.64286,2.699,15.94875,0.0,0.0,123.0,35.97555,0.00562,0.63,5.029,-1.0,0.03583,0.08407943593084824,0.23660845839060382,0.24721254321797273,0.15866448795323587,7.146170910493828,88.63915742075068,3.6063771694988174,0.9657902258503842,43.34709261670525,89224.79289195604,79308.72787558717,0.20038458500290918,79.20604048877742,89.8808754871685,0.32912606143982714,0.2878105282618468,0.39607252770673373,578.9205939945587,0.23238763919345753,0.5714992156862745,0.3301304345157519,5.32272817126567
3,203,89.9384,19.0514,71,32.1837,0,122,118,16,135,21,0.96582,85.62381,0.0,0.0,5.14286,2.685,16.24165,0.0,0.0,124.0,35.78965,0.00507,0.61,5.706,-1.0,0.033179,0.08391787913758343,0.23461225091272223,0.25068154016568656,0.1584781263567898,6.655574845679013,89.61925833391446,3.6439516851007467,0.9591373477207,43.33887208538291,84755.90278343404,78593.02134742103,0.20072882038185552,79.36587021719762,89.6586212243973,0.3132367526505547,0.28230695098700387,0.38652615029428666,573.4320036701315,0.23496843364499614,0.5669458823529412,0.3296754282096827,5.350452427410558
4,204,88.7989,19.2843,70,32.6419,0,122,118,16,135,21,0.98497,84.66428,0.0,0.0,5.64286,2.679,16.36674,0.0,0.0,123.0,35.58853,0.00557,0.6,5.198,-1.0,0.032493,0.08670852827516147,0.23248240079333424,0.2584418979638124,0.15863604542944879,6.251012731481482,90.97204726939613,3.947501413736654,0.9591373477207011,43.33527082278405,81067.45057762484,77739.86469991978,0.2005195983109972,79.34738229873543,89.55503271576163,0.302944667003116,0.2778743035180131,0.3769336063601523,568.6789491518767,0.23875417591943177,0.563005156862745,0.3276815296919649,5.411530417389644
5,205,87.6104,20.2752,69,31.5901,0,122,118,16,135,21,0.9384,83.48722,0.0,0.0,6.28571,2.686,16.56533,0.0,0.0,124.0,35.40352,0.00601,0.61,5.408,-1.0,0.037888,0.08938796362635401,0.2290428214785306,0.2647493330639225,0.15916153498791422,5.862654320987654,87.33355739958509,3.9104115593591215,0.9564847289564281,43.3343014187283,78908.00993262355,77726.93548137088,0.20081512637960666,79.4246699630252,89.08593465868334,0.2937322219131051,0.27193340625032575,0.3700921549951591,564.1152976739452,0.24565228151083987,0.5585074509803921,0.3315200707396994,5.332194762968279
6,206,85.3709,21.3681,67,35.6387,0,122,118,16,135,21,0.96676,81.27746,0.0,0.0,8.28571,2.845,17.41672,0.0,0.0,124.0,35.13455,0.00606,0.6,5.571,-1.0,0.036065,0.09077295949314487,0.22118858543065117,0.2627248324554054,0.1593990563029016,5.917872299382716,90.40884433740769,3.9302117702563133,0.9371203056747538,43.23864783769773,75474.49010322151,77607.88679383398,0.20241355319903098,80.02969702787158,88.62917960465414,0.2846968268139682,0.2597940621194589,0.36304620953069905,559.4419037003541,0.24141567594491417,0.5526301960784314,0.33730228130822976,5.425906826694991
7,207,81.2642,21.8934,64,41.9565,0,122,118,15,135,20,0.99626,77.32624,0.0,0.0,3.21429,3.191,18.35018,0.0,0.0,124.0,34.79025,0.00643,0.61,5.441,-1.0,0.037425,0.09548051931407871,0.21002293356421442,0.2579468014266463,0.1581024419158395,6.323784722222222,86.64590355191844,3.6054291177458366,0.9116972153707854,43.22267075526862,68866.11711648986,76408.8489637971,0.2032205232367231,80.91225354007574,87.9986295375054,0.27338608778833806,0.24375686352807446,0.3576539883973534,554.404732532085,0.23308137377335708,0.5461788235294118,0.3412866593969128,5.623365431801333
8,208,78.15,21.6811,60,42.3591,0,122,118,15,135,20,0.96097,74.15669,0.0,0.0,4.21429,3.678,18.79782,0.0,0.0,124.0,34.48044,0.0066,0.61,6.234,0.12989,0.032803,0.09391604888469528,0.1999310106166519,0.2545095155159416,0.1558174925891313,6.638599537037037,86.69659382995957,3.706237417821683,0.8884917511100422,43.10598528826679,65337.54529479687,75657.9090439429,0.20361076994395527,81.5359119405344,87.38785180797882,0.26351023281108893,0.23005550747056713,0.34684234649561346,549.04017452523,0.22283762173244737,0.5388486274509805,0.3438270774374783,5.791037524670335
9,209,76.8816,21.5113,58,42.397,0,122,118,14,135,19,0.97111,72.5645,0.0,0.0,1.42857,3.991,18.61515,0.0,0.0,124.0,34.32448,0.00674,0.59,5.668,-1.0,0.033489,0.08978305236277347,0.19047287711508715,0.2512003363518419,0.1534058523934298,6.925395447530864,87.0336014404679,3.58712740006514,0.8703157500431642,43.14817565164448,68473.61800691817,77266.22759200295,0.2039312397623277,81.8566690668098,87.01337969706658,0.253858898118101,0.21881315281205163,0.34148992041680387,543.6564987174401,0.21900872347101455,0.5327305882352942,0.34733174335942935,5.8979057371764885
