,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,cubcol.0.3,cubrow.0.5,uhdhdsim,staticness,tone,noise,temporal,contrast,cubrow.0.3,saturation,cubrow.0,color_fulness,cubcol.0.6,cubrow.1.0,blockiness,cubrow.0.6,cubcol.0.5,fft,cubcol.0,blur,movement
0,100,65.3729,15.3576,57,0.0,0,115,121,15,131,18,1.05143,61.36904,0.0,0.0,0.32143,3.771,0.0,0.0,0.0,125.0,57.09329,0.0003,0.41,2.619,0.0,0.384314,0.12356013722474249,0.21047646780508003,0.20569281807489725,83.7978831033385,493.94725159552604,0.876155294117647,0.5476995388740774,0.0,98.16206132939674,0.19556358335190868,40.27288121352961,0.2886197088411442,147.67743591338373,0.23444766208122292,0.2895891629152844,1.689127593391258,0.22618215764106211,0.23322073537004237,79219.58797548756,0.07914227914547615,38490.96558412756,0.0
1,101,65.1989,14.4371,57,20.308,0,115,121,15,131,18,1.03738,61.17784,0.0,0.0,0.57143,3.789,13.18118,0.0,0.0,125.0,57.21675,0.0003,0.41,2.565,-1.0,0.386585,0.12377427826912502,0.15797680463419247,0.20309174740398742,83.83531779755788,490.2153152594133,0.8761701960784313,0.5454819128308473,4.648113610245005,95.82753194973262,0.18830767875756677,40.47338923701533,0.23076533684986555,147.52518528887313,0.20106121354201398,0.2836429707668985,1.638541520783138,0.22357261098893816,0.21349614111344034,80067.23077107614,0.07850236637005538,38634.37958426729,6.066261574074074
2,102,65.2656,13.8258,57,20.3042,0,115,121,15,131,18,1.03225,61.21927,0.0,0.0,0.64286,3.758,12.39088,0.0,0.0,125.0,57.3069,0.00039,0.41,2.394,-1.0,0.412202,0.12316641452847554,0.14558600620098724,0.2014993998854544,83.81940229409388,487.42517934264225,0.8783305882352941,0.5454819128308471,4.565849403361542,95.37574348587718,0.18532748233730847,40.52636341989776,0.2183468459857223,147.5450743036811,0.19255696803048453,0.27982474809393754,1.4194984261329895,0.22260288418707969,0.21283720311904175,80182.49354412848,0.07819522609919251,38923.18045249885,5.212770061728395
3,103,65.656,13.5711,57,21.1032,0,115,121,15,131,18,1.02876,61.58243,0.0,0.0,0.42857,3.737,11.86987,0.0,0.0,125.0,57.34806,0.00022,0.41,2.44,-1.0,0.398172,0.12245289940226074,0.1390389834012432,0.19998114491860003,83.7923971782569,485.3652610088592,0.8797705882352941,0.5454819128308471,4.503978615265568,95.51440424575951,0.184130181000305,40.7614096182364,0.21354589839579133,147.63339499548817,0.1916220999017773,0.27794882411082533,1.9786750604993724,0.22165654137707833,0.2098708998418611,80171.66041914237,0.07798586133552085,39834.68244711115,4.538483796296297
4,104,65.5347,13.3259,57,19.8711,0,115,121,16,131,18,1.02389,61.48929,0.0,0.0,0.53571,3.775,11.65553,0.0,0.0,125.0,57.35505,0.00032,0.41,2.373,-1.0,0.385723,0.12231316635198997,0.13615733012120454,0.20009866899271386,83.88728101895421,483.77617790528427,0.8789082352941177,0.5471053277666765,4.4674111637983405,97.69891540685069,0.1836393774372397,40.802468947422355,0.2108817171978756,147.8766179794773,0.1907366999663512,0.27846578307450903,1.9025359107472322,0.22153896043345456,0.21074099232704693,79982.26081126218,0.0779322263215335,40066.2816453668,3.8211805555555554
5,105,65.1448,12.8563,57,19.0863,0,115,121,15,131,18,1.0455,61.10813,0.0,0.0,0.21429,3.825,11.44574,0.0,0.0,125.0,57.3435,0.00026,0.41,2.184,-1.0,0.378841,0.1225944006291329,0.13430833007405832,0.19982210033242806,83.88256371387703,482.3503530786371,0.8772250980392157,0.5454819128308451,4.405774753286592,98.04003714700639,0.18359636155332681,40.716726797598376,0.20941369212959296,147.92464659761504,0.1899551014011149,0.2806032741611646,1.6721413273195658,0.2212582911633269,0.21010618323023608,80264.05281539678,0.07789009036357049,40175.95753555574,3.378086419753086
6,106,64.9817,12.7251,57,17.8203,0,115,121,16,131,18,1.04653,60.96287,0.0,0.0,0.35714,3.813,11.0391,0.0,0.0,125.0,57.33249,0.00037,0.41,2.321,-1.0,0.377302,0.12296828798628454,0.13219085877084505,0.1993709273584815,84.0102114677735,481.1326462322906,0.8770447058823528,0.5454819128308447,4.358135466762866,95.77144771324319,0.18305768539497091,40.772089640299484,0.2089188010657601,147.9450400342175,0.18881071533983998,0.28147371216624556,1.672887472374208,0.2203925812797014,0.21084191709098468,80105.31287868887,0.07780266304833641,39914.53880532866,2.9955632716049383
7,107,65.2176,12.6868,57,19.0376,0,115,121,16,131,18,1.04803,61.16643,0.0,0.0,0.25,3.826,10.92709,0.0,0.0,125.0,57.31668,0.00024,0.41,2.454,-1.0,0.396979,0.12326846872799531,0.12919822834721775,0.19876279267310953,83.94970905284177,479.94061901756623,0.878312156862745,0.5438584978950146,4.345277472203862,98.08848080613787,0.18184167857345174,40.65835401746962,0.2096794241606763,147.88979961092727,0.18621779448222076,0.28061766746022143,1.7008064789639312,0.22006758112391533,0.2115148292460417,80342.68927879192,0.07796557936345955,40842.62873807919,2.6724537037037037
8,108,65.3945,12.5941,57,17.2746,0,115,121,16,131,18,1.06295,61.34784,0.0,0.0,0.17857,3.851,10.89978,0.0,0.0,125.0,57.29003,0.0003,0.41,2.523,0.18416,0.385563,0.12331640226209743,0.12605989312063126,0.1981840737161254,83.93063751959306,478.981783887147,0.8781047058823529,0.5454819128308439,4.312623455023035,97.91115296377366,0.1813641634158882,40.661063300238716,0.21246460414715085,148.16292411546522,0.18621732044581196,0.280709193062703,2.0616850591135316,0.22014213033252766,0.2119656943431193,80357.15899286137,0.07790496779790683,41274.42584278972,2.411988811728395
9,109,65.5194,12.4744,57,17.845,0,115,121,16,131,18,1.05036,61.49991,0.0,0.0,0.17857,3.895,10.82038,0.0,0.0,125.0,57.27386,0.00032,0.41,2.279,-1.0,0.394869,0.1232940165312557,0.12188449830260226,0.1980619571300654,83.96576598241182,478.08698355333945,0.8772225686274508,0.5476995388740785,4.285253977598128,97.86017812346232,0.18167936202807042,40.517173107759454,0.21618479319591524,148.08244054293152,0.18744202608964727,0.2803942351333908,2.5405990433087857,0.22044451323768896,0.2068135635324172,80066.17673684799,0.07790293668839485,41448.53790290328,2.381221064814815
