,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,movement,tone,blockiness,staticness,noise,saturation,blur,cubrow.0.5,cubrow.0.6,cubrow.0.3,cubcol.0.3,fft,cubcol.1.0,cubrow.1.0,cubcol.0,uhdhdsim,cubcol.0.6,color_fulness,cubrow.0,contrast,temporal,cubcol.0.5
0,400,72.1951,14.0293,74,0.0,0,115,121,19,130,21,1.02539,70.02983,0.0,0.0,0.46429,3.335,0.0,0.0,0.0,125.0,58.36233,0.00114,0.6,1.953,0.0,0.028866,0.0,0.897426274509804,2.553508404380857,486.87798186464136,1.021506651265839,39.68904377501688,40467.230852276734,0.2470900509087587,0.24769538237781877,0.2360967617622487,0.2870359470776739,77250.22845838143,0.13227510034877912,0.3357406631191784,0.0875719117964361,82.7744339667232,0.27288734959829714,149.9803280292575,0.4095331487528944,97.99238294279485,0.0,0.2689464326454272
1,401,71.8807,14.3434,73,17.9088,0,115,121,19,130,21,1.03382,69.73894,0.0,0.0,0.75,3.333,12.07727,0.0,0.0,125.0,58.37492,0.00113,0.59,2.07,-1.0,0.027873,5.095341435185185,0.8966603921568628,2.5870104851167843,484.1341102131777,1.0269711071807264,39.84040436921296,39917.00698782986,0.23650187005841602,0.23938571882377585,0.22288951730086695,0.2217392855621315,76595.08320270076,0.13182531570417147,0.328883322671794,0.08627644036703189,82.80298729315362,0.24495922992464583,149.80712953477192,0.3261789516327797,97.82190597835242,4.8797912412182525,0.24501814474553818
2,402,71.4916,14.5483,73,17.798,0,115,121,19,130,21,1.02264,69.38368,0.0,0.0,0.53571,3.339,12.33452,0.0,0.0,125.0,58.36985,0.00101,0.6,1.845,-1.0,0.032085,4.959249614197531,0.8953823529411765,2.59773892896757,481.9099351825929,1.0253476922448954,39.76925282419464,39092.69305062729,0.23218517147047976,0.23940861779284547,0.2210975624028956,0.20739823042511638,76599.95006449176,0.1328368520087902,0.3274850745957268,0.08612944045452245,82.8675208542707,0.23676182420569292,149.80042337427773,0.2985748302334665,98.35362750809196,4.912826301480495,0.23874423461820232
3,403,70.6879,14.6513,73,19.4107,0,115,121,18,130,21,1.02865,68.66458,0.0,0.0,0.39286,3.352,12.50622,0.0,0.0,125.0,58.3853,0.00119,0.6,1.775,-1.0,0.02851,4.596643518518518,0.8953823529411765,2.2777727322334416,479.991941086671,1.0291887332239578,39.88476845070168,37537.584722263746,0.23105666297114777,0.23856134360039769,0.2204546787721426,0.19762440646521964,76439.48255507083,0.13341640206659952,0.3287564908964167,0.08582525915769794,82.9325825024506,0.23017733177544644,149.7332763901661,0.2812484652067375,96.43023912372028,4.94172294276036,0.23640302090161291
4,404,70.2909,14.7775,72,19.164,0,115,121,19,130,21,1.02853,68.31657,0.0,0.0,1.0,3.36,12.59564,0.0,0.0,125.0,58.37035,0.00126,0.6,1.819,-1.0,0.026933,4.214023919753086,0.8953823529411765,2.8039130063898745,478.0446058953627,1.0259419033522927,39.92864349741995,36856.86412083916,0.22997727771236828,0.2379533956916141,0.21933917067359726,0.18913840524838788,76155.13298860613,0.1332237812175749,0.3295623964991677,0.08564252811500114,82.97458164221658,0.2248410861348819,149.66060375831813,0.27224505401960786,96.53745929314961,4.956985662116027,0.23543182633468668
5,405,69.8198,14.6532,72,19.2705,0,115,121,18,130,21,1.02774,67.874,0.0,0.0,1.17857,3.364,12.70388,0.0,0.0,125.0,58.31666,0.00108,0.6,1.902,-1.0,0.031179,3.9637827932098766,0.8945490196078432,2.3998906550845174,476.1355459817375,1.0269711071807286,39.726551008813175,36174.79726827465,0.2292169697293607,0.237503536575435,0.21853805731383064,0.18343355314566875,76209.42094041487,0.13318306706149974,0.3302117595825395,0.08526737065789898,83.01700278419504,0.219988617150294,149.57713135064546,0.26715966753927195,96.43453117707598,4.961226089067254,0.23472307957449534
6,406,70.0173,14.5599,72,19.5578,0,115,121,18,130,21,1.0234,68.02624,0.0,0.0,0.46429,3.338,12.59722,0.0,0.0,125.0,58.30558,0.00103,0.6,1.883,-1.0,0.026624,3.776523919753086,0.8928823529411765,1.8548121695008772,474.4571154019719,1.0209124401584349,39.955796606746716,36496.2412422191,0.22842744100322313,0.2374593625629072,0.21727637772930597,0.18361454673880967,76291.19877370492,0.13324533750830753,0.3315285935534685,0.08509627369261122,82.95820126485614,0.21631491336151332,149.65035241773245,0.27075456860034514,98.24269894748028,4.979147570214943,0.23369302012862064
7,407,70.2759,14.4824,73,19.3859,0,116,121,18,130,21,1.03122,68.22773,0.0,0.0,0.25,3.313,12.52321,0.0,0.0,125.0,58.21993,0.00114,0.61,1.895,-1.0,0.030237,3.4878472222222223,0.8895780392156863,1.9314837530597606,472.89832538124017,1.0237242773090613,39.78174543969425,37052.78298322377,0.2273978606955171,0.23750277548090745,0.21593564582081212,0.18270643490427788,76440.26901918273,0.13354298033194179,0.33239714858602715,0.08510632105853012,82.90098845329125,0.2119959495608669,149.5143194852892,0.26873511156922325,96.17797630096656,4.9739523907598135,0.2329943362686698
8,408,70.0848,14.0149,72,19.5952,0,116,121,18,130,21,1.02861,68.01675,0.0,0.0,0.78571,3.343,12.45105,0.0,0.0,125.0,58.21495,0.00107,0.6,1.909,0.15702,0.026821,3.126398533950617,0.888896862745098,2.81227288103857,471.5124099616555,1.019129806836238,39.768072622793696,36609.128464839385,0.226792617868243,0.23759015050889262,0.2144776677478887,0.1792241817410963,76399.14033635557,0.1338296395874019,0.3318434278871883,0.0849666630907533,82.96371051370335,0.20905799245141787,149.4523149902322,0.26534887625640696,96.20792701001852,4.9484542755367755,0.2318960599249934
9,409,69.5553,13.2903,72,19.6382,0,115,121,18,130,21,1.02759,67.50035,0.0,0.0,0.78571,3.337,12.04773,0.0,0.0,125.0,58.21942,0.00122,0.6,1.998,-1.0,0.02258,2.8466435185185186,0.888744705882353,2.343897030803777,470.1680630512874,1.0138245693077064,39.66496898509838,35739.20895279345,0.2270062050644552,0.23787398917682806,0.21464486680648473,0.1749899803232011,76146.73399117746,0.1336372625626951,0.3322079218036084,0.0848875815470821,83.01453798366089,0.20654475480912474,149.2562313500644,0.2630621524329099,96.66752479365364,4.934428854863954,0.2314047405227626
10,410,69.2634,13.009,71,18.2237,0,115,121,18,130,21,1.03298,67.21735,0.0,0.0,0.57143,3.346,11.42905,0.0,0.0,125.0,58.31275,0.00125,0.59,2.009,-1.0,0.02236,4.101900077160494,0.889461568627451,1.9130876546784303,469.0264708622624,1.0186948141152,40.11325054404176,35659.50395690493,0.22704050463615644,0.23808208659927918,0.21452328669761167,0.17022758241062913,76235.43106666209,0.1337301417663334,0.3295561360565522,0.0847220499886002,83.02250599013229,0.20442317528839485,149.04980831423487,0.2612498897451959,98.1663143023869,4.887842852240606,0.23044024615015665
11,411,68.4145,13.2943,71,18.6863,0,115,121,18,131,21,1.03064,66.47543,0.0,0.0,0.46429,3.383,11.19008,0.0,0.0,125.0,58.31851,0.00117,0.59,2.039,-1.0,0.024842,4.352237654320987,0.8895490196078432,2.3128354588545577,467.85876846650933,1.0126361470929184,40.200168750904226,34506.28452419385,0.22702088428799186,0.2385476113327114,0.21457641685024853,0.16780504093870416,76058.61890311966,0.13357838460296692,0.3280734250616365,0.08469157897980546,83.15362992835533,0.20267219794844635,148.6102428490682,0.25816646661209564,97.72810649820121,4.840943863914346,0.2300334030631206
12,412,67.9581,13.1967,70,19.1425,0,115,121,18,131,21,1.03472,66.09714,0.0,0.0,0.71429,3.407,11.42777,0.0,0.0,125.0,58.24411,0.00106,0.6,2.189,-1.0,0.031735,4.116174768518518,0.888263137254902,2.266078161953244,466.7219933150809,1.0197240179436264,40.18744593490789,33976.5742474119,0.22734751014266083,0.23899928900791104,0.21436228847283348,0.16665209303642187,76014.18200569009,0.13355039936147273,0.3262986533679753,0.08464444785405671,83.23071294212522,0.20081841144486787,148.77968908932,0.25723265986660077,96.9394861587465,4.844339802137125,0.2295500713205251
13,413,68.378,13.4041,71,19.6011,0,115,121,18,131,21,1.03179,66.49079,0.0,0.0,0.57143,3.378,11.34577,0.0,0.0,125.0,58.3714,0.001,0.6,2.026,-1.0,0.02252,3.7190393518518516,0.8893196078431372,2.7004351348806166,465.59088464765364,1.023724277309056,40.311623278959296,34603.97142713646,0.22756127522012665,0.239392416654071,0.21479789459070134,0.16581440885796273,76180.57846481369,0.13337985422947368,0.3246701232529979,0.0846752616483108,83.1396412804653,0.19964973125829227,148.56476576520816,0.25631196296470476,96.12086483183367,4.845019795727119,0.22947496763054082
14,414,68.6677,13.7541,71,19.7862,0,115,121,18,131,21,1.02941,66.75655,0.0,0.0,0.35714,3.36,11.5229,0.0,0.0,125.0,58.37179,0.0013,0.6,2.071,-1.0,0.029641,3.3665605709876543,0.8898835294117647,2.5852897457374158,464.65010766416646,1.0231300662016605,40.357886985496236,35226.664653594846,0.22769276490452767,0.2397480933769969,0.2159669327616341,0.16337280520387887,76119.62660534459,0.13314403791968107,0.32304950280774625,0.08464787105933985,83.06496319664038,0.1970100719057913,148.75561414941325,0.25537562816958054,96.40718212012166,4.866848532137985,0.23014412405134527
15,415,68.9504,13.8839,72,20.8111,0,115,121,18,131,21,1.03011,67.07019,0.0,0.0,0.28571,3.357,11.82496,0.0,0.0,125.0,58.24735,0.0011,0.6,1.967,-1.0,0.021061,4.094907407407407,0.889284705882353,2.389907251283704,464.02906194691315,1.0291887332239513,40.380775169089986,35552.496675216564,0.2273699963235517,0.23996782674363512,0.2169541909337152,0.16367447702122534,76126.42133379146,0.1332652333447536,0.32204508720295677,0.08468342406630282,83.05873534693046,0.1958687696036512,148.89978625974828,0.253457202791949,96.41656633600552,4.917937165832661,0.22993142505981523
