,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.5,blockiness,saturation,cubcol.0.6,color_fulness,movement,cubrow.0,blur,noise,cubcol.0,tone,staticness,cubrow.1.0,contrast,cubrow.0.3,cubrow.0.6,cubrow.0.5,temporal,cubcol.0.3,fft,uhdhdsim,cubcol.1.0
0,300,51.6939,19.9115,41,0.0,0,118,114,17,138,20,1.00249,52.39887,0.0,0.0,4.60714,5.209,0.0,0.0,0.0,123.0,27.70977,2e-05,1.63,1.51,0.0,1e-06,0.08946071840652782,0.952195068590037,61.45874324845679,0.11706256204618265,83.96300008255191,0.0,0.26763153844972726,26849.50159043878,0.5680931659841796,0.09261649566216784,0.41835725490196074,615.1500210972847,0.12097630904713802,86.70026631221653,0.22347331935902898,0.1500893233776314,0.1340517809888369,0.0,0.14074030243435606,68557.53254686453,95.16205557028137,0.12105155010658457
1,301,51.6469,20.211,41,20.4842,0,118,114,17,138,20,0.9997,52.29542,0.0,0.0,2.92857,5.219,17.1109,0.0,0.0,124.0,27.61071,4e-05,1.62,1.436,-1.0,3e-06,0.10270731124197978,1.334980672835613,61.386651686680175,0.09846936439282075,84.0999916478741,11.881413966049383,0.2660115215913525,27046.253704872655,0.5680931659841854,0.09067381258431174,0.4146960980392157,597.2265708062487,0.11252276039086345,84.8408492630584,0.21566601782994121,0.12193262963459998,0.11874381791386675,5.181882091110607,0.1374827860662773,68518.2595896018,95.1440685883607,0.11861591347657896
2,302,51.6565,20.5291,40,20.5365,0,118,114,17,138,20,1.00227,52.26961,0.0,0.0,2.60714,5.185,17.36851,0.0,0.0,125.0,27.58753,2e-05,1.63,1.474,-1.0,0.0,0.10311378876856363,0.9699514496766815,61.049816555447045,0.0930173054306881,83.89603611234651,10.904658564814815,0.2668394088200561,27413.002294223388,0.5658755399409608,0.0903345417654385,0.4122635294117647,582.6213730690176,0.10863323611152804,88.65293030259484,0.2162280012052684,0.1172449216996702,0.11881097792141712,5.372561818401083,0.13462582991949157,68592.40964443973,95.11495175341837,0.12065550721554821
3,303,51.9681,20.5413,41,20.8728,0,118,114,17,138,19,1.00082,52.56759,0.0,0.0,3.32143,5.146,17.64001,0.0,0.0,126.0,27.70823,0.0,1.63,1.549,-1.0,5e-06,0.09960925160234342,0.9679905834787341,60.77879936312451,0.09832611139850923,83.70111842268014,9.62938850308642,0.2677041246509401,28079.91125328479,0.5642521250051326,0.09017592618386684,0.4120454901960785,570.2049028378373,0.10846364019544084,88.69909862719129,0.2184960752035788,0.11491131815451357,0.11518150099298416,5.2278859684213534,0.1333334541196064,68695.93881644783,95.08259328128842,0.12284995084868569
4,304,52.2486,20.6253,41,21.472,0,118,114,17,138,19,1.00191,52.86129,0.0,0.0,4.67857,5.163,17.64644,0.0,0.0,126.0,27.89106,2e-05,1.63,1.52,-1.0,2.7e-05,0.10636290614613596,0.8213873147713041,60.584145439995666,0.10235638171778953,83.75261358878973,8.896122685185185,0.2669894671973089,28352.38586798412,0.568093165984184,0.09019862833435002,0.41525725490196086,559.4658579491755,0.10844925076873017,88.32044547795684,0.22221195066404373,0.11398918490289445,0.11346751931704628,5.449717498553775,0.13142977188432356,68574.50258035141,95.03492728228,0.12314073335985797
5,305,52.4307,20.604,41,21.2166,0,119,114,17,138,19,1.00133,53.03681,0.0,0.0,3.71429,5.177,17.71711,0.0,0.0,126.0,27.95483,2e-05,1.62,1.454,-1.0,4e-06,0.11452664854076103,1.2287040048213196,60.53708827642746,0.10851220540957393,83.7525037329043,8.350790895061728,0.26677087628492707,28672.479352054124,0.5703107920274172,0.09017019667890301,0.4184443137254902,550.0933322729408,0.10892000945247288,88.65610743767638,0.2256197831348263,0.11319497334111733,0.11206589597038745,5.262624796302353,0.12982866224178422,68683.26993445377,95.03378863387007,0.12395863498569297
6,306,52.2355,20.1272,41,20.8931,0,119,114,17,138,19,1.00148,52.79875,0.0,0.0,3.89286,5.159,17.6991,0.0,0.0,126.0,27.83901,2e-05,1.64,1.429,-1.0,9e-06,0.1139238732653678,0.8881842544250875,60.39811103726611,0.1041114819996638,83.83677780109136,7.694492669753086,0.2668292131564894,28438.263627080527,0.5703107920274154,0.08965499034568854,0.41233460784313725,542.2724245190648,0.1082775885388424,85.1170696247778,0.2267003995359439,0.11365033372851419,0.11138377297440626,5.2852172074366015,0.12728213022116894,68659.91405878711,95.10900397599238,0.12460665802552175
7,307,50.404,19.6625,40,22.3404,0,119,114,17,138,18,1.00277,51.10364,0.0,0.0,3.32143,5.188,17.29109,0.0,0.0,126.0,27.65203,3e-05,1.61,1.393,-1.0,1.1e-05,0.10855216260812539,0.8450162455030612,60.412613103419176,0.10217426219941493,83.81588186540466,7.138840663580247,0.2667864883565634,25325.205977626654,0.5703107920274116,0.08937741775110611,0.4074396078431374,535.4660453578756,0.10816719898937428,87.52057007118913,0.2218412892359905,0.11465942797127858,0.11099132477883009,5.227656838989584,0.1249312451535554,68263.4725429369,95.38433036364958,0.1248151260006336
8,308,49.1226,20.108,39,21.6791,0,119,113,17,138,18,1.00301,49.86045,0.0,0.0,3.75,5.266,16.88757,0.0,0.0,126.0,27.61049,2e-05,1.62,1.619,0.125,0.0,0.10670538505114957,1.0437484392482108,60.58718306929977,0.1011227352753175,83.81417452556019,6.864969135802469,0.2669015253897501,23738.94492307158,0.5658755399409588,0.08914419668781035,0.408796862745098,529.8703618402074,0.10753750231244148,87.88163964318991,0.21621544492276562,0.11453855392571921,0.11075834717623974,5.010025105975019,0.12244721886972612,68049.76067220677,95.53170011248689,0.12506013622299195
9,309,48.37,20.7004,39,18.47,0,119,113,17,138,18,1.00169,49.1918,0.0,0.0,4.0,5.28,17.26292,0.0,0.0,126.0,27.73562,5e-05,1.62,1.671,-1.0,1e-06,0.10539191362994157,1.1839379218247523,60.569028124397185,0.10037890015086433,84.02965543984881,6.912229938271605,0.2668640349266442,22736.521766011392,0.5642521250051281,0.08895989693095363,0.4123282352941178,525.3085460708338,0.10637652380193258,85.94153854564824,0.20922826724748772,0.11494527157021894,0.11077435836977233,5.046906616592478,0.12034479226125414,67929.6287468535,95.62707970448068,0.1252976972384094
10,310,48.6424,21.3337,39,19.3657,0,119,114,17,138,18,1.00003,49.536,0.0,0.0,3.03571,5.173,17.76999,0.0,0.0,126.0,28.15582,2e-05,1.63,1.601,-1.0,4e-06,0.10486547618253737,1.0894561866097023,60.29578503267265,0.09982327446104937,84.93974176128079,8.592255015432098,0.2667772510509941,22512.72669745247,0.5680931659841852,0.08872882959851758,0.4277027450980393,521.1612211102515,0.10603494535444137,88.40987969190229,0.2042265855059556,0.11509411598984287,0.11040242798681286,5.026044101419483,0.11842682965237912,67830.25398788192,95.60544828588034,0.12550389009283178
