,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,noise,movement,cubcol.1.0,cubcol.0.3,color_fulness,cubrow.0.6,cubrow.0.5,cubrow.1.0,cubcol.0.5,temporal,uhdhdsim,blur,cubcol.0,cubrow.0.3,cubcol.0.6,staticness,fft,saturation,blockiness,contrast,cubrow.0
0,400,59.5389,13.4484,39,0.0,0,126,126,3,127,3,0.99343,59.55027,0.0,0.0,11.60714,8.708,0.0,0.0,0.0,130.0,56.4707,0.0,0.4,2.424,0.0,0.560442,0.7560074509803922,0.3518803424521186,0.0,0.17927419389969046,0.16047470731734595,158.2076155618619,0.17185490114312976,0.1744262494917671,0.3722148715682276,0.2652148064654702,0.0,96.73481876741972,29301.243874091564,0.2155479707213592,0.14727338158376677,0.08357750204719781,307.0447476320138,64365.066081000456,15.430402402524596,1.720996105026363,92.06464353075047,0.0869483163529565
1,401,59.4013,13.1431,39,14.6267,0,125,126,3,127,3,1.00046,59.3999,0.0,0.0,11.82143,8.78,11.62462,0.0,0.0,131.0,56.47934,0.0,0.4,2.601,-1.0,0.548725,0.7591027450980392,0.35188034245211974,7.812162422839506,0.17042979308993186,0.16243116183080433,158.2359762929472,0.16509451747430332,0.16381716616630626,0.36862463097901577,0.24802393687474208,5.556932916643138,96.76697777280212,29111.699990303696,0.19598679771195057,0.1435684256838991,0.07727651764103201,306.189709853602,64429.65506308621,15.466199521665219,1.9052435121226257,86.3708670400252,0.07590990920794231
2,402,59.3416,13.1216,39,14.6084,0,125,126,3,127,3,1.00783,59.31558,0.0,0.0,11.14286,8.764,11.36287,0.0,0.0,132.0,56.51428,0.0,0.4,3.235,-1.0,0.491386,0.7637901960784315,0.3502569275162872,7.752121913580247,0.1665290925091353,0.15873417904374673,158.33886752935703,0.1567767287902806,0.16016451755956984,0.37225187617299077,0.24068463879623994,5.517436484113277,96.76950580800221,29005.00434109543,0.18464162619237534,0.14638210016077674,0.0782071019686292,305.41395612938624,64423.958663738544,15.433025218822339,1.7032313512287198,89.0761785974294,0.07031472161665271
3,403,59.2561,13.1704,39,14.3167,0,125,126,3,127,3,1.00622,59.20413,0.0,0.0,10.89286,8.769,11.33536,0.0,0.0,130.0,56.56213,0.0,0.4,3.292,-1.0,0.527455,0.7683588235294118,0.348039301473056,7.344039351851852,0.1668756450817351,0.15554440098082495,158.16327962771138,0.15221915446964354,0.15583267082028154,0.37209847754658876,0.23746017380256634,5.522221916568849,96.7818722146353,28877.543866152195,0.1790920031308351,0.1479081420690585,0.07797554631260603,304.8585274624769,64441.01394380234,15.49642699441792,1.4799174773991477,92.7009776762701,0.06979922542172858
4,404,59.1602,13.2343,39,14.5303,0,125,126,3,127,3,1.0011,59.12364,0.0,0.0,10.60714,8.774,11.38285,0.0,0.0,131.0,56.59977,0.0,0.4,4.282,-1.0,0.55487,0.7709278431372549,0.34803930147305717,6.868778935185185,0.16576460715615238,0.15372495388012397,158.34360996698618,0.14887316950999582,0.1510067480166518,0.37204696017290784,0.23290565308570796,5.5307038627407445,96.80253623565994,28745.392756848207,0.17918346759557205,0.1479078853863765,0.07817210690754585,303.9997033618467,64494.734771254545,15.400919407974053,1.268357359584375,92.71654824805879,0.06971932349367542
5,405,59.0423,13.4241,39,15.3916,0,125,126,3,127,3,0.99862,58.95685,0.0,0.0,13.78571,8.749,11.4362,0.0,0.0,131.0,56.63293,0.0,0.4,4.626,-1.0,0.612281,0.773375294117647,0.34803930147305406,6.400704089506172,0.16752595086616373,0.1531641026566936,158.58226229013192,0.14696566391014027,0.1462474974230717,0.369803861759767,0.2303156555355012,5.523474211138413,96.83021870910153,28620.635826184527,0.1791703055764755,0.14822263654726864,0.0790462105613167,303.2030225103406,64431.793829392394,15.4522435694565,2.3977033502442335,91.83760402398107,0.0697154167184719
6,406,59.0297,13.512,39,14.9884,0,125,126,3,127,3,0.99694,58.94637,0.0,0.0,12.67857,8.763,11.59929,0.0,0.0,131.0,56.66875,0.0,0.4,3.578,-1.0,0.614009,0.7769843137254903,0.3480393014730548,6.1353684413580245,0.17010835873069866,0.15322310630014047,158.5459406079476,0.1457495789666362,0.14341330602674823,0.36543808690279084,0.2267830638949203,5.554619206393448,96.826516784803,28639.510152380106,0.17885974030927734,0.14837189964743341,0.07810172892384709,302.36380345086553,64482.95691107784,15.392011100863234,1.7925013330017694,92.56364404903688,0.07095356948150854
7,407,58.7445,13.7653,39,15.2166,0,125,126,3,127,3,1.00411,58.69357,0.0,0.0,11.35714,8.744,11.68122,0.0,0.0,131.0,56.6857,0.0,0.41,4.032,-1.0,0.619854,0.777296862745098,0.34803930147305623,5.893663194444445,0.17206129711015108,0.15387905113138134,158.62590805609827,0.145397669256584,0.14196064247472015,0.36081102879390986,0.22393952336858758,5.570444588433552,96.85292283490338,28227.60681511018,0.17594061243680617,0.1477757953508175,0.07982954742739967,301.4959438929851,64318.11576985104,15.446943306628569,1.6836425879461483,87.42659201370365,0.0712801534507743
8,408,58.742,13.2952,39,15.1547,0,125,126,3,127,3,1.00139,58.732,0.0,0.0,12.75,8.786,11.9017,0.0,0.0,132.0,56.67001,0.0,0.41,4.374,0.31687,0.600923,0.7780668039215686,0.34803930147305734,5.8921682098765435,0.17496547166157195,0.1551364868307712,158.9217982382428,0.1450669200380872,0.14095461709649484,0.3576159137458404,0.22137914176194182,5.592507908628841,96.85886063006998,28243.095619868604,0.17342510883167034,0.14630661907915057,0.08034185959049531,300.49458814350044,64440.55419561901,15.343552766022858,1.962210497047643,88.68212032995672,0.07144116164420677
9,409,58.8034,13.225,39,15.1016,0,125,126,3,127,3,1.00043,58.7902,0.0,0.0,12.92857,8.775,11.4908,0.0,0.0,130.0,56.68132,0.0,0.41,4.655,-1.0,0.630164,0.7782274509803921,0.34803930147305434,5.539255401234568,0.17693660578451142,0.1552154166324316,158.9097542514133,0.14448792733720975,0.14073898013795572,0.3556681403875914,0.21818241302872693,5.5578551519605925,96.84266912780124,28377.607315570447,0.17189456161153152,0.14517524818597227,0.08325759728796443,299.5381535922799,64408.28829695724,15.373141253436055,1.490503776086437,92.54862378537115,0.07251781545750444
