,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,saturation,blockiness,uhdhdsim,cubrow.0.6,staticness,cubrow.0,blur,cubcol.0.5,cubrow.0.3,cubcol.1.0,cubcol.0,temporal,cubcol.0.3,cubcol.0.6,contrast,noise,cubrow.0.5,tone,fft,movement,color_fulness,cubrow.1.0
0,100,51.103,19.4315,41,0.0,0,118,114,18,138,20,1.00175,51.97209,0.0,0.0,3.89286,5.245,0.0,0.0,0.0,125.0,28.88171,3e-05,1.62,1.513,0.0,0.0,61.44665659209828,1.3224169347806118,95.21683930531668,0.11312441927672326,642.974158321572,0.27242734926049644,24628.0323516194,0.11606432871603747,0.2154903738681015,0.1419652790703825,0.08937991761817239,0.0,0.13574695971465206,0.1973571444993409,85.9195540524592,0.5763694590497136,0.11796098529956163,0.444029019607843,67886.81602384371,0.0,86.47308697992327,0.16275573420594247
1,101,51.6327,19.6426,41,20.2817,0,118,114,18,138,20,0.99922,52.48088,0.0,0.0,4.96429,5.242,16.68843,0.0,0.0,126.0,29.0156,2e-05,1.62,1.395,-1.0,0.0,61.51583052270206,0.8030575462694589,95.1729011042894,0.10631351031697082,627.7968670885139,0.27053028574674215,25385.801346810676,0.09923950003733176,0.21377215662402405,0.12281131945976338,0.08755041339029457,5.334247215056446,0.1324426789269403,0.16180101312948522,85.66861822803673,0.5785870850929361,0.10940683270935007,0.4431580392156862,67945.03881663312,11.536458333333334,86.65758327670167,0.13791293876885538
2,102,52.3806,19.9125,42,19.5813,0,118,114,18,138,20,1.00448,53.18986,0.0,0.0,5.53571,5.199,16.87022,0.0,0.0,126.0,29.21136,4e-05,1.62,1.377,-1.0,1.8e-05,61.36069177698206,1.2287964688283313,95.10823052741428,0.11171389053407389,616.0627196462926,0.27140946474196137,26607.440018476405,0.09642186755532993,0.22146479495155239,0.1218033495981435,0.08787759354770003,5.144422039938014,0.13017816064234744,0.14043279014927007,88.96507176882257,0.5785870850929409,0.11013016322926981,0.4425405098039215,68200.29296071846,9.693287037037036,87.11316063759729,0.13287357003834982
3,103,52.861,20.0763,42,20.0908,0,118,114,18,138,20,1.00043,53.57586,0.0,0.0,4.64286,5.204,17.1064,0.0,0.0,126.0,29.32193,0.0,1.63,1.37,-1.0,2e-06,61.08961807062596,1.3456131566273795,95.05335194624892,0.11504324114793997,605.3881777991455,0.2712529269457237,27452.233677433207,0.09582706472064528,0.2292087923490897,0.12204420634280025,0.08774751852135136,5.262589042334385,0.12973067509558686,0.14044456074751907,88.40042880559074,0.5763694590497114,0.11043981149343358,0.44120282352941154,67802.40078929196,8.684895833333334,87.2383728773101,0.13265442958893864
4,104,53.1391,20.1371,42,20.8739,0,118,114,18,138,20,0.99987,53.8024,0.0,0.0,3.39286,5.196,17.24492,0.0,0.0,126.0,29.431,1e-05,1.61,1.501,-1.0,0.0,60.93497156213831,1.370462181849597,95.02900112234583,0.11833336885625938,595.2728660743356,0.27159878909415497,27859.903128890033,0.09501309343944128,0.2343880525703163,0.11745118402955589,0.0882794811790904,5.186269609031306,0.12840282822747515,0.12881268781843616,89.38476760678826,0.576369459049718,0.1124988820059095,0.4432474509803922,68456.6262955822,8.210165895061728,87.12566433583356,0.13101585087668144
5,105,53.3396,19.8092,42,21.125,0,118,114,17,138,20,1.00061,53.97399,0.0,0.0,4.25,5.189,17.2936,0.0,0.0,126.0,29.35941,2e-05,1.63,1.793,-1.0,0.0,60.762222855179395,1.2371450367775514,94.98235340065484,0.11768865420026475,586.0809834385116,0.27191358526038145,28206.52537629657,0.09459133554601487,0.2370890653367314,0.11678238234627081,0.08831949558636831,5.193307770761507,0.1287834842571462,0.12323031008655284,90.17517009094308,0.5741518330064879,0.11159237900144664,0.4441313725490196,68442.62124204535,7.574990354938271,86.76597884196696,0.13046110885474455
6,106,52.8999,20.2977,42,23.1052,0,118,114,17,138,20,1.00139,53.53593,0.0,0.0,4.03571,5.212,17.01043,0.0,0.0,126.0,29.28893,3e-05,1.63,1.593,-1.0,0.0,60.72136923707562,0.9411989486110592,95.02748672415993,0.11807951294371234,577.8805715963977,0.2719630501949973,27749.747275875863,0.09583448111399748,0.23937790024435815,0.11812336942473292,0.08845993043990212,5.2912975593053835,0.13108497494329358,0.11988094247485731,88.98361259873518,0.5741518330064826,0.11098205727896496,0.4441086274509803,68490.36111996662,7.051649305555555,86.43361415901786,0.13279510712296028
7,107,51.3002,21.0376,41,22.9454,0,118,114,17,138,19,1.00186,52.03785,0.0,0.0,3.78571,5.217,17.43213,0.0,0.0,128.0,28.58865,2e-05,1.62,1.548,-1.0,0.0,60.860474951473286,1.054692285711164,95.21640394190264,0.11854234254349068,570.8192745872661,0.2715640467851417,25882.855707179937,0.09721162418779006,0.23370465331638968,0.11912571640425298,0.08870871473433302,5.262556587112553,0.1301050067424382,0.11688121304450795,87.93287888874256,0.570310792027419,0.11104995869964535,0.43069294117647056,68389.91048395459,6.827980324074074,85.88229866045604,0.13316339744553032
8,108,50.0711,19.6223,40,19.1887,0,119,114,17,138,18,1.00222,50.8554,0.0,0.0,4.64286,5.228,18.06512,0.0,0.0,129.0,27.8978,1e-05,1.62,1.655,0.12796,0.0,61.04251889829282,1.3086998667510379,95.39419583972501,0.11910481446271515,564.7709658107608,0.2713803150092028,24495.72559194456,0.0972322390382956,0.22956517966943368,0.11980656545300612,0.0889812808978589,5.112203344824759,0.12880436877647133,0.11469624869509476,86.3937133303333,0.5703107920274143,0.11119796421613098,0.4151713725490196,68119.33996965995,6.3528163580246915,85.1704708937275,0.12994445273259653
9,109,49.8747,20.0206,39,18.2331,0,119,113,16,138,19,1.00129,50.68643,0.0,0.0,4.53571,5.183,16.84987,0.0,0.0,129.0,27.77853,2e-05,1.61,1.464,-1.0,0.0,60.9756810694565,0.6984026393221142,95.39500033412159,0.12008733059633735,559.3253100384809,0.27108761157895483,24485.97808450798,0.09744567538624899,0.22450984565264553,0.12082010407318546,0.08933146842132467,5.110379548968595,0.1288384730559069,0.11281324606535041,87.22671880302016,0.5703107920274134,0.11137190915770456,0.4145772549019608,68068.22500812335,6.4322434413580245,84.48962137623623,0.12768583411101397
10,110,51.0767,20.906,40,20.3885,0,119,113,16,138,19,0.9997,51.82374,0.0,0.0,4.5,5.267,17.19992,0.0,0.0,129.0,27.69961,2e-05,1.6,1.49,-1.0,0.0,60.81829306520061,0.857663969941152,95.20732780774489,0.12069432926280206,553.7841768690305,0.2709303774584435,26307.709010300554,0.09779078017848697,0.22480865303655514,0.12140943130376831,0.089385917802508,5.034268785456147,0.12904646817669765,0.11128464094127262,86.33106045674513,0.5703107920274193,0.11135542584188547,0.41730509803921567,68282.96332292512,7.9049961419753085,83.92358308421421,0.1264264397500778
