,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.3,cubrow.0,cubcol.0.5,cubcol.0.6,uhdhdsim,temporal,cubrow.1.0,blur,cubcol.0.3,tone,noise,saturation,contrast,movement,cubrow.0.5,cubrow.0.6,staticness,cubcol.0,cubcol.1.0,color_fulness,fft,blockiness
0,200,89.0959,17.9368,64,0.0,0,122,119,15,135,19,0.98833,83.12526,0.0,0.0,3.57143,2.805,0.0,0.0,0.0,123.0,35.822,0.00326,0.55,6.608,0.0,0.118471,0.22606656782661222,0.28221347110053285,0.19164008685884001,0.3989236121968719,79.57954120217616,0.0,0.08598670970702332,86933.75359389283,0.24679133549958646,0.5693721568627451,0.6177509243773328,43.18981632185571,88.17535906903468,0.0,0.3467716823647527,0.2634048269942481,593.4369072284912,0.3422179803924265,0.1484962481198919,88.84056809532255,81280.75317967046,2.2787972625705266
1,201,88.7291,18.1494,64,31.49,0,122,119,15,135,19,1.00578,82.80518,0.0,0.0,4.46429,2.811,15.399,0.0,0.0,124.0,35.78903,0.00331,0.56,6.205,-1.0,0.11577,0.2253309093948186,0.27249804559765173,0.18794189201181843,0.38475767448000414,79.64002567400622,4.894469027794865,0.0808810437503407,85843.45516589358,0.23412410303120135,0.569669019607843,0.6177509243773293,43.12687852647569,86.96487133735782,7.194155092592593,0.3329491118676232,0.22633599208569777,584.228700173831,0.3232077554095996,0.1447944979917486,88.89490920590777,80533.23782504749,2.503778244769077
2,202,88.5093,18.4872,64,32.5944,0,122,119,14,135,19,0.97441,82.62305,0.0,0.0,4.75,2.828,15.58257,0.0,0.0,123.0,35.69849,0.00321,0.55,5.632,-1.0,0.13161,0.2229696149831507,0.26546776733568356,0.18841391067831723,0.38429209685194216,79.72831113516744,4.953151292104797,0.07856405974873124,85796.67548956815,0.2339879145228557,0.5673650980392156,0.6133156722908765,43.163380563994984,86.18473656870981,6.981529706790123,0.3211670474965841,0.22191617273882652,577.2660263901787,0.31336941014851366,0.14489537605577404,88.92749125075018,80341.66873261512,2.4988408291876687
3,203,87.5164,18.6094,62,33.035,0,122,118,14,135,19,0.96959,81.67804,0.0,0.0,6.57143,2.818,15.87147,0.0,0.0,123.0,35.5157,0.00311,0.55,6.023,-1.0,0.113115,0.2211611337729941,0.2603679684812591,0.18828421568334483,0.3758094553103973,79.88084371112207,4.982172290709214,0.07857701352580171,81314.94761079647,0.2359855832859661,0.5632623529411763,0.6155332983340996,43.14610403555411,86.57103331718218,6.521749614197531,0.30566556740610373,0.2244904515336122,571.9209488201477,0.31371568910513875,0.145099590439915,88.72116198542034,79504.42009620323,3.5394658439633884
4,204,86.3122,18.8361,62,33.4276,0,122,118,14,135,18,0.98939,80.65074,0.0,0.0,6.32143,2.819,15.97747,0.0,0.0,123.0,35.31026,0.00309,0.53,5.227,-1.0,0.117636,0.21912736099478952,0.25609825822753296,0.18799519005486526,0.36599492287739105,79.87091050697497,5.042923397087139,0.08057217268179061,77452.34479895905,0.24419369866205876,0.5583960784313725,0.6133156722908756,43.1511104254075,88.14377607387745,6.111786265432099,0.2950496261388799,0.2289738523331714,567.2964713471714,0.3104871196405909,0.14552925724615626,88.44187614004326,78581.41994771999,4.234827686076453
5,205,85.1163,19.6968,61,31.9211,0,122,119,14,135,18,0.93863,79.48131,0.0,0.0,6.92857,2.85,16.17214,0.0,0.0,124.0,35.12782,0.0035,0.56,5.78,-1.0,0.12007,0.2158181006522683,0.2502187155096237,0.18855431666083328,0.3588409807103646,79.9443404081083,4.981183520837324,0.0831618235924717,75377.4431123974,0.2503761497204615,0.5545545490196078,0.6133156722908688,43.14908891842689,87.1562013502446,5.772521219135802,0.28609620877049396,0.23629472606637345,562.8231687252143,0.31448997465797834,0.14589669645689773,88.04046967169245,78643.35213742967,3.7579165767398957
6,206,82.8596,20.6165,59,35.1179,0,122,118,14,135,18,0.98052,77.30381,0.0,0.0,6.42857,3.026,16.91053,0.0,0.0,123.0,34.85813,0.00363,0.53,6.34,-1.0,0.124453,0.2080916369203676,0.23916051694981308,0.1905726603605668,0.35197323779949224,80.56564547042865,5.048621363788051,0.08420804576416036,72240.05740402258,0.24868262437903302,0.5479341176470588,0.6028217531821173,43.061919789255406,86.40910890943519,5.8217592592592595,0.2772922322381699,0.23210733662560537,558.2460434418261,0.3203602154266133,0.14631215625113694,87.63293410773996,78500.02450343069,4.225306673284798
7,207,78.7615,21.0841,55,41.985,0,122,118,13,135,18,1.00407,73.41814,0.0,0.0,4.07143,3.395,17.69568,0.0,0.0,124.0,34.51678,0.00373,0.5,6.323,-1.0,0.11713,0.19732998834838586,0.2247052394814227,0.19158009215280022,0.346723439926836,81.46611599784308,5.219777796699164,0.0886360409245551,65939.7468986181,0.24415234767478997,0.5411098039215687,0.592922045180759,43.0475948004075,89.77696578239224,6.207417052469136,0.26579941972619225,0.22441386876782454,553.2932806423652,0.3249038711015774,0.1451733560219115,86.88925980419711,77292.26670986488,3.998483201864747
8,208,75.7882,20.8964,52,42.4412,0,122,118,13,135,18,0.97055,70.47237,0.0,0.0,2.5,3.953,18.09549,0.0,0.0,124.0,34.21422,0.00365,0.49,6.354,0.13567,0.107806,0.18791698808414492,0.21235733856534098,0.19206787526506816,0.33555763884006773,82.04044189292796,5.390303037292777,0.08725769956787566,62505.790883174916,0.24126769371167509,0.534397294117647,0.57415183300649,42.93920860761477,86.30421529247847,6.47998649691358,0.2564719816314346,0.21468350845667425,548.0079955213942,0.3278863801817129,0.14278872785090785,86.39204343289872,76618.0282085279,3.7413967041954725
9,209,74.7877,20.7817,50,42.274,0,122,118,12,135,17,0.97191,69.21995,0.0,0.0,1.32143,4.311,17.93432,0.0,0.0,124.0,34.07268,0.0037,0.49,6.199,-1.0,0.117153,0.17884733104800155,0.2021923123215941,0.19253034447875247,0.32990369915879436,82.32235115539902,5.501484876017509,0.08328622114054247,65938.46925290271,0.23831321797901553,0.5265929411764706,0.5598168729186658,42.97715420193142,89.3418112605818,6.725887345679013,0.24701804593969895,0.2109533431808427,542.693387598221,0.3317888323220812,0.14064375691768763,86.03986365328878,78262.66528991197,2.529214954610976
