,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,uhdhdsim,cubcol.0.6,temporal,noise,blockiness,color_fulness,cubrow.0.5,cubrow.0.6,cubrow.0.3,contrast,cubrow.1.0,cubcol.0,saturation,movement,fft,tone,cubcol.0.5,blur,staticness,cubcol.1.0,cubrow.0,cubcol.0.3
0,200,32.4484,16.4056,16,0.0,0,119,117,5,136,7,1.00906,30.36331,0.0,0.0,11.64286,9.272,0.0,0.0,0.0,115.0,32.3011,0.0,0.28,4.209,0.0,4.846054,101.42735894537356,0.04058790529436796,0.0,0.1853252773132017,1.1063094255640535,87.06678507368156,0.13017602767412667,0.14973806108181317,0.1612279860242296,91.25815373372966,0.019133240678976763,0.10783530092955276,48.970664318696954,0.0,62115.65318961378,0.4734916470588234,0.12250606481760495,5933.543119148128,537.9130546636709,0.034626692985974046,0.05318846259704954,0.049125494187547
1,201,32.0981,16.1931,16,16.0167,0,119,117,4,136,7,1.00419,30.02364,0.0,0.0,14.0,9.266,14.12419,0.0,0.0,114.0,32.05919,0.0,0.28,4.356,-1.0,4.802357,101.49545636948206,0.040037346719004226,4.255611593498897,0.18532527731320148,0.7777703948169595,86.05460260226666,0.11275670364830073,0.12006772932526566,0.1534825384754218,85.49777004562446,0.018575260664455192,0.0798848014937291,49.032548127350985,6.9633969907407405,62085.932578539185,0.4703745098039216,0.11967452619380688,5878.57951150739,531.7401462018224,0.03409037754220244,0.050880437017699835,0.04898208896393909
2,202,32.3432,15.5648,16,15.525,0,119,117,4,136,7,1.0005,30.22257,0.0,0.0,12.0,9.157,13.93726,0.0,0.0,118.0,31.85553,0.0,0.28,4.74,-1.0,4.869819,101.43641330002808,0.04017132623847021,4.252180699612905,0.1853252773132006,1.0988546190103863,85.11313131419084,0.11500473873434819,0.11111404323127923,0.14977132026989326,87.24480191143516,0.018310020440595327,0.0755721213644569,48.9319719856168,6.692804783950617,62088.857741344684,0.46850901960784325,0.11702901903102488,6171.022553330705,525.5472797771405,0.03398669451734088,0.04849951577690416,0.04895509168770085
3,203,32.9957,15.6861,16,15.1904,0,119,117,4,136,7,0.99334,30.82592,0.0,0.0,9.03571,8.891,13.38749,0.0,0.0,120.0,31.70993,0.0,0.28,4.898,-1.0,4.905751,101.27806838726579,0.0402964035425019,4.189752614895375,0.18532527731320014,1.1308008335259447,83.6362849763778,0.11555983625075845,0.10909929047883263,0.15229026147962707,87.59720874686863,0.01820781941578304,0.07748869387065882,49.0302400942202,6.1510898919753085,62235.39134433253,0.46685062745098027,0.11596239290774539,6720.87649971845,519.5674660485187,0.03418877768687715,0.04693887760939406,0.049078950345838986
4,204,33.2954,16.1689,16,14.9964,0,119,117,4,136,7,0.98684,31.0842,0.0,0.0,12.35714,8.792,13.49834,0.0,0.0,120.0,31.66575,2e-05,0.28,5.043,-1.0,4.868944,101.26179616547235,0.04039741226341768,4.136541113415078,0.1853252773131997,0.8132123153679117,82.56565879498397,0.11430197535185214,0.10841400559386935,0.15606944107214157,88.22261398634377,0.018104327738721157,0.07786913774659766,49.0420048089675,5.6225405092592595,62195.63949833674,0.46624627450980394,0.11589515255059857,6848.679935984415,513.8507773011751,0.03420876544606348,0.0461996215274849,0.04897286410087942
5,205,33.4735,16.1534,16,15.3438,0,119,117,4,136,7,0.99397,31.28465,0.0,0.0,13.17857,8.799,13.91428,0.0,0.0,117.0,31.76477,0.0,0.28,6.483,-1.0,4.861887,101.25108723644973,0.04072820650565728,4.0944008255001085,0.18532527731320023,1.1445862860456497,81.88997042333429,0.11488686733193852,0.1050706642046147,0.15881900987119024,89.23247482087966,0.01809729225069246,0.08058112769186465,48.963223304277584,5.088155864197531,62111.32387791926,0.4704595098039175,0.11612236134847007,6812.786963724502,508.2283255599942,0.03437710901291043,0.04642070030570391,0.04899342460643203
6,206,33.6523,15.8654,16,15.4402,0,119,117,4,136,7,0.98611,31.45767,0.0,0.0,11.42857,8.734,13.91514,0.0,0.0,115.0,31.78719,2e-05,0.28,6.509,-1.0,4.755916,101.24494125960882,0.04093325952137601,4.030774487857764,0.18532527731320045,0.8815994999523518,81.56830032402121,0.11039490745794765,0.1055648172543162,0.16278522159822464,87.0332598358407,0.018097268034432946,0.07724933926842749,49.092278939706304,4.914882330246914,62013.33621809047,0.47261098039215677,0.11614406920962443,6874.3988149428815,502.8874772518396,0.03450511042536396,0.04755843972622799,0.049145470089159926
7,207,33.964,15.8906,16,13.6179,0,119,117,4,136,7,0.99018,31.73883,0.0,0.0,11.89286,8.672,13.64302,0.0,0.0,110.0,31.79049,1e-05,0.28,6.466,-1.0,4.732755,101.19351413995965,0.04115673757724081,3.985814791702588,0.18532527731320028,1.2180951619230107,80.81654972937707,0.10877389392588924,0.10861472974685295,0.16523166072684087,89.93729628692856,0.018075348087566313,0.07435682244692646,49.044636479130496,4.481577932098766,61920.71649175401,0.4743870588235294,0.11627635305006453,7106.254181127051,497.9893308204454,0.03467279375386063,0.04901130304068038,0.04915214564006137
8,208,33.7776,15.7969,16,13.7882,0,119,117,4,136,7,0.99701,31.56598,0.0,0.0,12.14286,8.641,13.66071,0.0,0.0,106.0,31.76361,1e-05,0.28,5.773,0.65303,4.730967,101.23281949969474,0.04141313634515919,3.9774958113776497,0.18532527731320045,0.9640715214455993,79.84824869504507,0.10620717084436089,0.11089070526011297,0.16762760160441495,88.00022633561247,0.018041965928210054,0.07282352604188351,49.15769826630015,4.1547067901234565,61903.51979388153,0.4753254901960784,0.11602591612999916,7013.638506170692,493.7542017394028,0.0348382364086949,0.05038486574001086,0.049238403612644345
9,209,33.6619,15.5465,16,13.5681,0,119,117,4,136,7,0.99111,31.42677,0.0,0.0,9.35714,8.6,13.57714,0.0,0.0,102.0,31.66428,0.0,0.28,5.372,-1.0,4.700138,101.27779496848602,0.04164058832492567,3.943872647816022,0.18532527731320017,0.8074324806322646,79.1800359456438,0.10405434129898972,0.11111998052700338,0.16887615220263416,87.93794009476956,0.01802084869038027,0.07277918310736349,49.05966827015818,3.9343653549382718,61917.94795845887,0.47433372549019603,0.11431362142317185,6908.933503079217,489.9089868195231,0.03495586819731856,0.05137641607466941,0.04936144240751874
