crf	TP	FP	FN	total	precision	recall
10	381	10	1101	391	0.9744245524296675	0.25708502024291496
12	382	8	1100	390	0.9794871794871794	0.25775978407557354
14	377	12	1105	389	0.9691516709511568	0.2543859649122807
16	378	12	1104	390	0.9692307692307692	0.2550607287449393
18	381	12	1101	393	0.9694656488549618	0.25708502024291496
20	387	6	1095	393	0.9847328244274809	0.2611336032388664
22	375	16	1107	391	0.959079283887468	0.25303643724696356
24	382	13	1100	395	0.9670886075949368	0.25775978407557354
26	380	18	1102	398	0.9547738693467337	0.2564102564102564
28	370	16	1112	386	0.9585492227979274	0.2496626180836707
30	348	81	1134	429	0.8111888111888111	0.23481781376518218
32	362	14	1120	376	0.9627659574468085	0.24426450742240216
34	360	111	1122	471	0.7643312101910829	0.242914979757085
36	337	32	1145	369	0.9132791327913279	0.22739541160593793
38	259	80	1223	339	0.7640117994100295	0.1747638326585695
40	297	154	1185	451	0.6585365853658537	0.20040485829959515
42	245	114	1237	359	0.6824512534818942	0.16531713900134953
