crf	TP	FP	FN	total	precision	recall
10	639	287	461	926	0.6900647948164147	0.5809090909090909
12	666	230	434	896	0.7433035714285714	0.6054545454545455
14	656	220	444	876	0.7488584474885844	0.5963636363636363
16	655	231	445	886	0.7392776523702032	0.5954545454545455
18	652	249	448	901	0.7236403995560489	0.5927272727272728
20	634	280	466	914	0.6936542669584245	0.5763636363636364
22	549	215	551	764	0.7185863874345549	0.4990909090909091
24	624	203	476	827	0.75453446191052	0.5672727272727273
26	652	237	448	889	0.7334083239595051	0.5927272727272728
28	485	353	615	838	0.5787589498806682	0.4409090909090909
30	546	221	554	767	0.711864406779661	0.49636363636363634
32	376	259	724	635	0.5921259842519685	0.3418181818181818
34	428	286	672	714	0.5994397759103641	0.3890909090909091
36	332	212	768	544	0.6102941176470589	0.3018181818181818
38	362	240	738	602	0.6013289036544851	0.3290909090909091
40	329	170	771	499	0.6593186372745491	0.2990909090909091
42	298	103	802	401	0.743142144638404	0.27090909090909093
