crf	TP	FP	FN	total	precision	recall
10	9	405	509	414	0.021739130434782608	0.017374517374517374
12	8	403	510	411	0.019464720194647202	0.015444015444015444
14	9	399	509	408	0.022058823529411766	0.017374517374517374
16	5	405	513	410	0.012195121951219513	0.009652509652509652
18	9	405	509	414	0.021739130434782608	0.017374517374517374
20	10	392	508	402	0.024875621890547265	0.019305019305019305
22	5	382	513	387	0.012919896640826873	0.009652509652509652
24	8	394	510	402	0.01990049751243781	0.015444015444015444
26	9	365	509	374	0.02406417112299465	0.017374517374517374
28	9	369	509	378	0.023809523809523808	0.017374517374517374
30	4	354	514	358	0.0111731843575419	0.007722007722007722
32	4	327	514	331	0.012084592145015106	0.007722007722007722
34	4	325	514	329	0.0121580547112462	0.007722007722007722
36	6	294	512	300	0.02	0.011583011583011582
38	2	237	516	239	0.008368200836820083	0.003861003861003861
40	3	159	515	162	0.018518518518518517	0.005791505791505791
42	2	100	516	102	0.0196078431372549	0.003861003861003861
