crf	TP	FP	FN	total	precision	recall
10	225	8	-25	233	0.9656652360515021	1.125
12	225	8	-25	233	0.9656652360515021	1.125
14	232	7	-32	239	0.9707112970711297	1.16
16	229	7	-29	236	0.9703389830508474	1.145
18	225	6	-25	231	0.974025974025974	1.125
20	228	7	-28	235	0.9702127659574468	1.14
22	224	8	-24	232	0.9655172413793104	1.12
24	221	11	-21	232	0.9525862068965517	1.105
26	219	16	-19	235	0.9319148936170213	1.095
28	220	11	-20	231	0.9523809523809523	1.1
30	220	9	-20	229	0.9606986899563319	1.1
32	220	10	-20	230	0.9565217391304348	1.1
34	220	11	-20	231	0.9523809523809523	1.1
36	207	20	-7	227	0.9118942731277533	1.035
38	182	2	18	184	0.9891304347826086	0.91
40	182	2	18	184	0.9891304347826086	0.91
42	158	11	42	169	0.9349112426035503	0.79
