crf	TP	FP	FN	total	precision	recall
10	34	416	975	450	0.07555555555555556	0.03369672943508424
12	34	414	975	448	0.07589285714285714	0.03369672943508424
14	32	411	977	443	0.07223476297968397	0.031714568880079286
16	31	400	978	431	0.07192575406032482	0.030723488602576808
18	36	409	973	445	0.08089887640449438	0.035678889990089196
20	33	404	976	437	0.07551487414187644	0.03270564915758176
22	34	366	975	400	0.085	0.03369672943508424
24	29	358	980	387	0.07493540051679587	0.028741328047571853
26	31	341	978	372	0.08333333333333333	0.030723488602576808
28	27	332	982	359	0.07520891364902507	0.026759167492566897
30	29	309	980	338	0.08579881656804733	0.028741328047571853
32	18	294	991	312	0.057692307692307696	0.017839444995044598
34	21	234	988	255	0.08235294117647059	0.02081268582755203
36	15	224	994	239	0.06276150627615062	0.014866204162537165
38	8	181	1001	189	0.042328042328042326	0.007928642220019821
40	6	121	1003	127	0.047244094488188976	0.005946481665014866
42	2	72	1007	74	0.02702702702702703	0.0019821605550049554
