crf	TP	FP	FN	total	precision	recall
10	402	32	183	434	0.9262672811059908	0.6871794871794872
12	395	35	190	430	0.9186046511627907	0.6752136752136753
14	397	35	188	432	0.9189814814814815	0.6786324786324787
16	395	36	190	431	0.9164733178654292	0.6752136752136753
18	394	34	191	428	0.9205607476635514	0.6735042735042736
20	395	34	190	429	0.9207459207459208	0.6752136752136753
22	391	32	194	423	0.9243498817966903	0.6683760683760683
24	391	31	194	422	0.9265402843601895	0.6683760683760683
26	393	27	192	420	0.9357142857142857	0.6717948717948717
28	391	18	194	409	0.9559902200488998	0.6683760683760683
30	389	26	196	415	0.9373493975903614	0.6649572649572649
32	401	20	184	421	0.9524940617577197	0.6854700854700855
34	407	17	178	424	0.9599056603773585	0.6957264957264957
36	370	23	215	393	0.9414758269720102	0.6324786324786325
38	397	17	188	414	0.9589371980676329	0.6786324786324787
40	351	16	234	367	0.9564032697547684	0.6
42	187	4	398	191	0.9790575916230366	0.31965811965811963
