crf	TP	FP	FN	total	precision	recall
10	59	669	1103	728	0.08104395604395605	0.050774526678141134
12	57	670	1105	727	0.07840440165061899	0.04905335628227195
14	59	664	1103	723	0.08160442600276625	0.050774526678141134
16	58	669	1104	727	0.07977991746905089	0.04991394148020654
18	57	658	1105	715	0.07972027972027972	0.04905335628227195
20	59	666	1103	725	0.08137931034482758	0.050774526678141134
22	60	673	1102	733	0.08185538881309687	0.05163511187607573
24	51	670	1111	721	0.07073509015256588	0.04388984509466437
26	53	650	1109	703	0.07539118065433854	0.04561101549053356
28	54	655	1108	709	0.076163610719323	0.04647160068846816
30	58	644	1104	702	0.08262108262108261	0.04991394148020654
32	53	645	1109	698	0.07593123209169055	0.04561101549053356
34	49	631	1113	680	0.07205882352941176	0.04216867469879518
36	44	594	1118	638	0.06896551724137931	0.0378657487091222
38	56	518	1106	574	0.0975609756097561	0.04819277108433735
40	37	464	1125	501	0.07385229540918163	0.031841652323580036
42	35	383	1127	418	0.08373205741626795	0.030120481927710843
