crf	TP	FP	FN	total	precision	recall
10	14	641	880	655	0.021374045801526718	0.015659955257270694
12	15	636	879	651	0.02304147465437788	0.016778523489932886
14	14	636	880	650	0.021538461538461538	0.015659955257270694
16	14	635	880	649	0.02157164869029276	0.015659955257270694
18	12	640	882	652	0.018404907975460124	0.013422818791946308
20	14	632	880	646	0.021671826625386997	0.015659955257270694
22	13	624	881	637	0.02040816326530612	0.0145413870246085
24	13	630	881	643	0.02021772939346812	0.0145413870246085
26	14	641	880	655	0.021374045801526718	0.015659955257270694
28	15	622	879	637	0.023547880690737835	0.016778523489932886
30	13	630	881	643	0.02021772939346812	0.0145413870246085
32	14	614	880	628	0.022292993630573247	0.015659955257270694
34	15	593	879	608	0.024671052631578948	0.016778523489932886
36	12	605	882	617	0.019448946515397084	0.013422818791946308
38	13	602	881	615	0.02113821138211382	0.0145413870246085
40	13	584	881	597	0.021775544388609715	0.0145413870246085
42	12	537	882	549	0.02185792349726776	0.013422818791946308
