crf	TP	FP	FN	total	precision	recall
10	652	323	448	975	0.6687179487179488	0.5927272727272728
12	619	327	481	946	0.6543340380549683	0.5627272727272727
14	653	326	447	979	0.6670071501532175	0.5936363636363636
16	634	349	466	983	0.6449643947100712	0.5763636363636364
18	609	356	491	965	0.6310880829015544	0.5536363636363636
20	649	332	451	981	0.6615698267074414	0.59
22	665	323	435	988	0.6730769230769231	0.6045454545454545
24	648	234	452	882	0.7346938775510204	0.5890909090909091
26	557	310	543	867	0.6424452133794695	0.5063636363636363
28	540	368	560	908	0.5947136563876652	0.4909090909090909
30	500	283	600	783	0.6385696040868455	0.45454545454545453
32	505	215	595	720	0.7013888888888888	0.4590909090909091
34	503	231	597	734	0.6852861035422343	0.4572727272727273
36	329	200	771	529	0.6219281663516069	0.2990909090909091
38	307	147	793	454	0.6762114537444934	0.2790909090909091
40	372	202	728	574	0.6480836236933798	0.3381818181818182
42	382	7	718	389	0.9820051413881749	0.3472727272727273
