crf	TP	FP	FN	total	precision	recall
10	444	88	510	532	0.8345864661654135	0.46540880503144655
12	443	90	511	533	0.8311444652908068	0.4643605870020964
14	440	99	514	539	0.8163265306122449	0.4612159329140461
16	437	80	517	517	0.8452611218568665	0.4580712788259958
18	440	66	514	506	0.8695652173913043	0.4612159329140461
20	426	93	528	519	0.8208092485549133	0.44654088050314467
22	421	92	533	513	0.8206627680311891	0.4412997903563941
24	421	45	533	466	0.9034334763948498	0.4412997903563941
26	387	67	567	454	0.8524229074889867	0.4056603773584906
28	363	52	591	415	0.8746987951807229	0.3805031446540881
30	354	67	600	421	0.8408551068883611	0.3710691823899371
32	311	55	643	366	0.8497267759562842	0.3259958071278826
34	269	62	685	331	0.8126888217522659	0.28197064989517817
36	221	66	733	287	0.7700348432055749	0.23165618448637318
38	173	48	781	221	0.7828054298642534	0.18134171907756813
40	110	43	844	153	0.7189542483660131	0.11530398322851153
42	72	27	882	99	0.7272727272727273	0.07547169811320754
