crf	TP	FP	FN	total	precision	recall
10	541	311	559	852	0.6349765258215962	0.4918181818181818
12	513	346	587	859	0.5972060535506403	0.46636363636363637
14	538	366	562	904	0.5951327433628318	0.4890909090909091
16	505	347	595	852	0.5927230046948356	0.4590909090909091
18	413	370	687	783	0.5274584929757343	0.37545454545454543
20	451	371	649	822	0.5486618004866181	0.41
22	460	354	640	814	0.5651105651105651	0.41818181818181815
24	415	356	685	771	0.5382619974059663	0.37727272727272726
26	451	401	649	852	0.5293427230046949	0.41
28	443	333	657	776	0.5708762886597938	0.4027272727272727
30	420	347	680	767	0.5475880052151239	0.38181818181818183
32	413	338	687	751	0.5499334221038615	0.37545454545454543
34	347	321	753	668	0.5194610778443114	0.31545454545454543
36	302	321	798	623	0.48475120385232745	0.27454545454545454
38	405	235	695	640	0.6328125	0.36818181818181817
40	306	124	794	430	0.7116279069767442	0.2781818181818182
42	300	108	800	408	0.7352941176470589	0.2727272727272727
