crf	TP	FP	FN	total	precision	recall
10	23	1313	1907	1336	0.01721556886227545	0.011917098445595855
12	24	1304	1906	1328	0.018072289156626505	0.012435233160621761
14	22	1287	1908	1309	0.01680672268907563	0.011398963730569948
16	23	1302	1907	1325	0.017358490566037735	0.011917098445595855
18	21	1300	1909	1321	0.015897047691143074	0.010880829015544042
20	19	1291	1911	1310	0.01450381679389313	0.009844559585492229
22	19	1282	1911	1301	0.014604150653343582	0.009844559585492229
24	22	1263	1908	1285	0.017120622568093387	0.011398963730569948
26	24	1220	1906	1244	0.01929260450160772	0.012435233160621761
28	27	1216	1903	1243	0.02172164119066774	0.013989637305699482
30	28	1160	1902	1188	0.02356902356902357	0.014507772020725389
32	26	1117	1904	1143	0.022747156605424323	0.013471502590673576
34	25	1109	1905	1134	0.02204585537918871	0.012953367875647668
36	21	1039	1909	1060	0.01981132075471698	0.010880829015544042
38	26	976	1904	1002	0.02594810379241517	0.013471502590673576
40	20	941	1910	961	0.02081165452653486	0.010362694300518135
42	35	832	1895	867	0.040369088811995385	0.018134715025906734
