crf	TP	FP	FN	total	precision	recall
10	84	225	327	309	0.27184466019417475	0.20437956204379562
12	87	227	324	314	0.2770700636942675	0.2116788321167883
14	82	229	329	311	0.26366559485530544	0.19951338199513383
16	85	225	326	310	0.27419354838709675	0.20681265206812652
18	86	226	325	312	0.27564102564102566	0.20924574209245742
20	78	235	333	313	0.24920127795527156	0.1897810218978102
22	84	224	327	308	0.2727272727272727	0.20437956204379562
24	80	229	331	309	0.2588996763754045	0.19464720194647203
26	85	226	326	311	0.2733118971061093	0.20681265206812652
28	85	230	326	315	0.2698412698412698	0.20681265206812652
30	89	221	322	310	0.2870967741935484	0.21654501216545013
32	89	222	322	311	0.2861736334405145	0.21654501216545013
34	90	226	321	316	0.2848101265822785	0.21897810218978103
36	89	217	322	306	0.2908496732026144	0.21654501216545013
38	90	218	321	308	0.2922077922077922	0.21897810218978103
40	100	156	311	256	0.390625	0.24330900243309003
42	93	94	318	187	0.49732620320855614	0.22627737226277372
