crf	TP	FP	FN	total	precision	recall
10	46	35	54	81	0.5679012345679012	0.46
12	45	34	55	79	0.569620253164557	0.45
14	46	34	54	80	0.575	0.46
16	47	32	53	79	0.5949367088607594	0.47
18	45	33	55	78	0.5769230769230769	0.45
20	44	31	56	75	0.5866666666666667	0.44
22	45	31	55	76	0.5921052631578947	0.45
24	48	35	52	83	0.5783132530120482	0.48
26	48	27	52	75	0.64	0.48
28	48	24	52	72	0.6666666666666666	0.48
30	47	26	53	73	0.6438356164383562	0.47
32	46	25	54	71	0.647887323943662	0.46
34	48	26	52	74	0.6486486486486487	0.48
36	50	10	50	60	0.8333333333333334	0.5
38	54	16	46	70	0.7714285714285715	0.54
40	42	13	58	55	0.7636363636363637	0.42
42	44	12	56	56	0.7857142857142857	0.44
