crf	TP	FP	FN	total	precision	recall
10	564	320	536	884	0.6380090497737556	0.5127272727272727
12	595	344	505	939	0.6336528221512248	0.5409090909090909
14	531	286	569	817	0.6499388004895961	0.4827272727272727
16	529	368	571	897	0.5897435897435898	0.4809090909090909
18	498	338	602	836	0.5956937799043063	0.4527272727272727
20	521	262	579	783	0.665389527458493	0.47363636363636363
22	538	378	562	916	0.5873362445414847	0.4890909090909091
24	463	287	637	750	0.6173333333333333	0.4209090909090909
26	463	280	637	743	0.6231493943472409	0.4209090909090909
28	510	255	590	765	0.6666666666666666	0.4636363636363636
30	458	308	642	766	0.597911227154047	0.4163636363636364
32	385	300	715	685	0.5620437956204379	0.35
34	449	130	651	579	0.7754749568221071	0.4081818181818182
36	485	217	615	702	0.6908831908831908	0.4409090909090909
38	346	295	754	641	0.5397815912636506	0.3145454545454546
40	300	2	800	302	0.9933774834437086	0.2727272727272727
42	446	224	654	670	0.6656716417910448	0.40545454545454546
