crf	TP	FP	FN	total	precision	recall
10	44	10	56	54	0.8148148148148148	0.44
12	45	15	55	60	0.75	0.45
14	49	11	51	60	0.8166666666666667	0.49
16	43	8	57	51	0.8431372549019608	0.43
18	42	15	58	57	0.7368421052631579	0.42
20	44	6	56	50	0.88	0.44
22	39	14	61	53	0.7358490566037735	0.39
24	41	7	59	48	0.8541666666666666	0.41
26	44	5	56	49	0.8979591836734694	0.44
28	54	0	46	54	1.0	0.54
30	34	8	66	42	0.8095238095238095	0.34
32	36	5	64	41	0.8780487804878049	0.36
34	27	2	73	29	0.9310344827586207	0.27
36	31	2	69	33	0.9393939393939394	0.31
38	39	0	61	39	1.0	0.39
40	29	3	71	32	0.90625	0.29
42	15	2	85	17	0.8823529411764706	0.15
