crf	TP	FP	FN	total	precision	recall
10	16	205	309	221	0.07239819004524888	0.04923076923076923
12	17	201	308	218	0.0779816513761468	0.052307692307692305
14	17	198	308	215	0.07906976744186046	0.052307692307692305
16	18	197	307	215	0.08372093023255814	0.055384615384615386
18	15	200	310	215	0.06976744186046512	0.046153846153846156
20	17	203	308	220	0.07727272727272727	0.052307692307692305
22	15	202	310	217	0.06912442396313365	0.046153846153846156
24	15	208	310	223	0.06726457399103139	0.046153846153846156
26	14	195	311	209	0.06698564593301436	0.043076923076923075
28	17	214	308	231	0.0735930735930736	0.052307692307692305
30	25	206	300	231	0.10822510822510822	0.07692307692307693
32	23	208	302	231	0.09956709956709957	0.07076923076923076
34	20	204	305	224	0.08928571428571429	0.06153846153846154
36	26	188	299	214	0.12149532710280374	0.08
38	29	175	296	204	0.14215686274509803	0.08923076923076922
40	20	180	305	200	0.1	0.06153846153846154
42	20	169	305	189	0.10582010582010581	0.06153846153846154
