crf	TP	FP	FN	total	precision	recall
10	653	187	909	840	0.7773809523809524	0.4180537772087068
12	648	187	914	835	0.7760479041916167	0.4148527528809219
14	648	191	914	839	0.7723480333730631	0.4148527528809219
16	650	188	912	838	0.7756563245823389	0.41613316261203587
18	641	175	921	816	0.7855392156862745	0.41037131882202305
20	632	175	930	807	0.7831474597273854	0.4046094750320102
22	615	191	947	806	0.7630272952853598	0.39372599231754163
24	633	185	929	818	0.773838630806846	0.4052496798975672
26	642	165	920	807	0.7955390334572491	0.41101152368758004
28	612	168	950	780	0.7846153846153846	0.39180537772087065
30	603	151	959	754	0.7997347480106101	0.3860435339308579
32	619	164	943	783	0.7905491698595147	0.39628681177976954
34	557	137	1005	694	0.8025936599423631	0.3565941101152369
36	571	133	991	704	0.8110795454545454	0.36555697823303457
38	456	107	1106	563	0.8099467140319716	0.2919334186939821
40	374	84	1188	458	0.8165938864628821	0.23943661971830985
42	271	57	1291	328	0.8262195121951219	0.17349551856594111
