crf	TP	FP	FN	total	precision	recall
10	391	9	1109	400	0.9775	0.26066666666666666
12	395	5	1105	400	0.9875	0.2633333333333333
14	398	2	1102	400	0.995	0.2653333333333333
16	398	2	1102	400	0.995	0.2653333333333333
18	396	4	1104	400	0.99	0.264
20	393	7	1107	400	0.9825	0.262
22	392	8	1108	400	0.98	0.2613333333333333
24	394	6	1106	400	0.985	0.26266666666666666
26	392	8	1108	400	0.98	0.2613333333333333
28	397	3	1103	400	0.9925	0.26466666666666666
30	386	41	1114	427	0.9039812646370023	0.25733333333333336
32	376	25	1124	401	0.9376558603491272	0.25066666666666665
34	368	32	1132	400	0.92	0.24533333333333332
36	324	66	1176	390	0.8307692307692308	0.216
38	323	164	1177	487	0.6632443531827515	0.21533333333333332
40	300	118	1200	418	0.7177033492822966	0.2
42	293	81	1207	374	0.7834224598930482	0.19533333333333333
