crf	TP	FP	FN	total	precision	recall
10	425	56	529	481	0.8835758835758836	0.44549266247379454
12	412	53	542	465	0.886021505376344	0.43186582809224316
14	417	57	537	474	0.879746835443038	0.4371069182389937
16	417	63	537	480	0.86875	0.4371069182389937
18	403	57	551	460	0.8760869565217392	0.4224318658280922
20	399	57	555	456	0.875	0.41823899371069184
22	400	89	554	489	0.8179959100204499	0.4192872117400419
24	386	46	568	432	0.8935185185185185	0.40461215932914046
26	371	42	583	413	0.8983050847457628	0.3888888888888889
28	360	52	594	412	0.8737864077669902	0.37735849056603776
30	317	55	637	372	0.8521505376344086	0.33228511530398325
32	294	55	660	349	0.8424068767908309	0.3081761006289308
34	246	66	708	312	0.7884615384615384	0.2578616352201258
36	203	52	751	255	0.796078431372549	0.21278825995807127
38	167	54	787	221	0.755656108597285	0.1750524109014675
40	92	32	862	124	0.7419354838709677	0.09643605870020965
42	58	21	896	79	0.7341772151898734	0.06079664570230608
