crf	TP	FP	FN	total	precision	recall
10	80	236	331	316	0.25316455696202533	0.19464720194647203
12	81	233	330	314	0.25796178343949044	0.19708029197080293
14	79	236	332	315	0.2507936507936508	0.1922141119221411
16	84	228	327	312	0.2692307692307692	0.20437956204379562
18	81	237	330	318	0.25471698113207547	0.19708029197080293
20	83	234	328	317	0.2618296529968454	0.20194647201946472
22	85	227	326	312	0.2724358974358974	0.20681265206812652
24	88	220	323	308	0.2857142857142857	0.2141119221411192
26	91	220	320	311	0.29260450160771706	0.22141119221411193
28	83	226	328	309	0.2686084142394822	0.20194647201946472
30	89	214	322	303	0.29372937293729373	0.21654501216545013
32	93	220	318	313	0.2971246006389776	0.22627737226277372
34	93	209	318	302	0.3079470198675497	0.22627737226277372
36	91	206	320	297	0.3063973063973064	0.22141119221411193
38	89	175	322	264	0.3371212121212121	0.21654501216545013
40	85	122	326	207	0.4106280193236715	0.20681265206812652
42	101	145	310	246	0.4105691056910569	0.24574209245742093
