crf	TP	FP	FN	total	precision	recall
10	10	444	578	454	0.022026431718061675	0.017006802721088437
12	10	440	578	450	0.022222222222222223	0.017006802721088437
14	8	437	580	445	0.017977528089887642	0.013605442176870748
16	12	422	576	434	0.027649769585253458	0.02040816326530612
18	11	409	577	420	0.02619047619047619	0.01870748299319728
20	9	415	579	424	0.02122641509433962	0.015306122448979591
22	14	393	574	407	0.0343980343980344	0.023809523809523808
24	11	400	577	411	0.0267639902676399	0.01870748299319728
26	9	379	579	388	0.023195876288659795	0.015306122448979591
28	7	357	581	364	0.019230769230769232	0.011904761904761904
30	9	342	579	351	0.02564102564102564	0.015306122448979591
32	5	317	583	322	0.015527950310559006	0.008503401360544218
34	4	276	584	280	0.014285714285714285	0.006802721088435374
36	4	249	584	253	0.015810276679841896	0.006802721088435374
38	3	209	585	212	0.014150943396226415	0.00510204081632653
40	0	158	588	158	0.0	0.0
42	0	105	588	105	0.0	0.0
