crf	TP	FP	FN	total	precision	recall
10	222	6	-22	228	0.9736842105263158	1.11
12	224	3	-24	227	0.986784140969163	1.12
14	223	4	-23	227	0.9823788546255506	1.115
16	222	5	-22	227	0.9779735682819384	1.11
18	220	6	-20	226	0.9734513274336283	1.1
20	219	5	-19	224	0.9776785714285714	1.095
22	226	8	-26	234	0.9658119658119658	1.13
24	228	10	-28	238	0.957983193277311	1.14
26	233	8	-33	241	0.966804979253112	1.165
28	235	7	-35	242	0.9710743801652892	1.175
30	234	9	-34	243	0.9629629629629629	1.17
32	241	12	-41	253	0.9525691699604744	1.205
34	244	8	-44	252	0.9682539682539683	1.22
36	207	4	-7	211	0.981042654028436	1.035
38	193	1	7	194	0.9948453608247423	0.965
40	197	1	3	198	0.9949494949494949	0.985
42	138	6	62	144	0.9583333333333334	0.69
