crf	TP	FP	FN	total	precision	recall
10	60	51	40	111	0.5405405405405406	0.6
12	59	49	41	108	0.5462962962962963	0.59
14	65	47	35	112	0.5803571428571429	0.65
16	62	48	38	110	0.5636363636363636	0.62
18	60	49	40	109	0.5504587155963303	0.6
20	61	51	39	112	0.5446428571428571	0.61
22	65	46	35	111	0.5855855855855856	0.65
24	68	51	32	119	0.5714285714285714	0.68
26	68	47	32	115	0.591304347826087	0.68
28	66	44	34	110	0.6	0.66
30	58	61	42	119	0.48739495798319327	0.58
32	64	61	36	125	0.512	0.64
34	60	57	40	117	0.5128205128205128	0.6
36	66	40	34	106	0.6226415094339622	0.66
38	56	35	44	91	0.6153846153846154	0.56
40	50	54	50	104	0.4807692307692308	0.5
42	28	18	72	46	0.6086956521739131	0.28
