crf	TP	FP	FN	total	precision	recall
10	53	46	47	99	0.5353535353535354	0.53
12	51	51	49	102	0.5	0.51
14	55	50	45	105	0.5238095238095238	0.55
16	53	52	47	105	0.5047619047619047	0.53
18	58	52	42	110	0.5272727272727272	0.58
20	58	56	42	114	0.5087719298245614	0.58
22	62	51	38	113	0.5486725663716814	0.62
24	62	52	38	114	0.543859649122807	0.62
26	58	50	42	108	0.5370370370370371	0.58
28	61	49	39	110	0.5545454545454546	0.61
30	62	62	38	124	0.5	0.62
32	60	60	40	120	0.5	0.6
34	59	42	41	101	0.5841584158415841	0.59
36	56	38	44	94	0.5957446808510638	0.56
38	44	30	56	74	0.5945945945945946	0.44
40	44	42	56	86	0.5116279069767442	0.44
42	31	35	69	66	0.4696969696969697	0.31
