crf	TP	FP	FN	total	precision	recall
10	53	12	47	65	0.8153846153846154	0.53
12	50	11	50	61	0.819672131147541	0.5
14	47	15	53	62	0.7580645161290323	0.47
16	46	10	54	56	0.8214285714285714	0.46
18	45	10	55	55	0.8181818181818182	0.45
20	50	11	50	61	0.819672131147541	0.5
22	39	9	61	48	0.8125	0.39
24	39	11	61	50	0.78	0.39
26	38	7	62	45	0.8444444444444444	0.38
28	36	8	64	44	0.8181818181818182	0.36
30	34	10	66	44	0.7727272727272727	0.34
32	32	11	68	43	0.7441860465116279	0.32
34	46	5	54	51	0.9019607843137255	0.46
36	52	6	48	58	0.896551724137931	0.52
38	40	5	60	45	0.8888888888888888	0.4
40	26	8	74	34	0.7647058823529411	0.26
42	11	4	89	15	0.7333333333333333	0.11
