crf	TP	FP	FN	total	precision	recall
10	11	512	771	523	0.021032504780114723	0.014066496163682864
12	13	509	769	522	0.02490421455938697	0.016624040920716114
14	12	506	770	518	0.023166023166023165	0.015345268542199489
16	13	507	769	520	0.025	0.016624040920716114
18	14	511	768	525	0.02666666666666667	0.017902813299232736
20	12	518	770	530	0.022641509433962263	0.015345268542199489
22	13	512	769	525	0.024761904761904763	0.016624040920716114
24	12	508	770	520	0.023076923076923078	0.015345268542199489
26	13	515	769	528	0.02462121212121212	0.016624040920716114
28	12	517	770	529	0.022684310018903593	0.015345268542199489
30	11	507	771	518	0.021235521235521235	0.014066496163682864
32	13	507	769	520	0.025	0.016624040920716114
34	10	518	772	528	0.01893939393939394	0.01278772378516624
36	11	509	771	520	0.021153846153846155	0.014066496163682864
38	10	480	772	490	0.02040816326530612	0.01278772378516624
40	10	477	772	487	0.02053388090349076	0.01278772378516624
42	10	464	772	474	0.02109704641350211	0.01278772378516624
