crf	TP	FP	FN	total	precision	recall
10	37	537	546	574	0.06445993031358885	0.0634648370497427
12	39	530	544	569	0.06854130052724078	0.06689536878216124
14	39	531	544	570	0.06842105263157895	0.06689536878216124
16	35	531	548	566	0.061837455830388695	0.060034305317324184
18	36	518	547	554	0.06498194945848375	0.06174957118353345
20	34	515	549	549	0.061930783242258654	0.058319039451114926
22	36	502	547	538	0.06691449814126393	0.06174957118353345
24	32	502	551	534	0.0599250936329588	0.0548885077186964
26	34	469	549	503	0.06759443339960239	0.058319039451114926
28	29	465	554	494	0.058704453441295545	0.04974271012006861
30	25	429	558	454	0.05506607929515418	0.04288164665523156
32	22	407	561	429	0.05128205128205128	0.03773584905660377
34	19	371	564	390	0.04871794871794872	0.032590051457975985
36	21	355	562	376	0.05585106382978723	0.036020583190394515
38	12	311	571	323	0.03715170278637771	0.02058319039451115
40	7	252	576	259	0.02702702702702703	0.012006861063464836
42	3	186	580	189	0.015873015873015872	0.005145797598627788
