crf	TP	FP	FN	total	precision	recall
10	643	287	457	930	0.6913978494623656	0.5845454545454546
12	655	291	445	946	0.6923890063424947	0.5954545454545455
14	617	366	483	983	0.6276703967446592	0.5609090909090909
16	637	338	463	975	0.6533333333333333	0.5790909090909091
18	633	316	467	949	0.667017913593256	0.5754545454545454
20	645	339	455	984	0.6554878048780488	0.5863636363636363
22	533	368	567	901	0.5915649278579356	0.48454545454545456
24	623	303	477	926	0.6727861771058316	0.5663636363636364
26	627	299	473	926	0.6771058315334774	0.57
28	575	315	525	890	0.6460674157303371	0.5227272727272727
30	558	204	542	762	0.7322834645669292	0.5072727272727273
32	508	215	592	723	0.7026279391424619	0.4618181818181818
34	433	260	667	693	0.6248196248196248	0.3936363636363636
36	435	255	665	690	0.6304347826086957	0.39545454545454545
38	394	213	706	607	0.6490939044481054	0.35818181818181816
40	302	283	798	585	0.5162393162393163	0.27454545454545454
42	372	202	728	574	0.6480836236933798	0.3381818181818182
